batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,2,10,50,5000,0.532355,9392.23,0.000000,0.00,0.000000,0.00,0.102797,48639.62,50
1,2,10,50,5000,0.538010,9293.50,0.000000,0.00,0.000000,0.00,0.101194,49409.85,50
2,2,10,50,5000,0.553090,9040.11,0.000000,0.00,0.000000,0.00,0.102849,48615.09,50
3,2,10,50,5000,0.535594,9335.43,0.000000,0.00,0.000000,0.00,0.100851,49577.87,50
4,2,10,50,5000,0.559133,8942.41,0.000000,0.00,0.000000,0.00,0.100111,49944.73,50
5,2,10,50,5000,0.552629,9047.66,0.000000,0.00,0.000000,0.00,0.100495,49753.56,50
6,2,10,50,5000,0.562992,8881.12,0.000000,0.00,0.000000,0.00,0.101247,49384.42,50
7,2,10,50,5000,0.557920,8961.86,0.000000,0.00,0.000000,0.00,0.102457,48800.91,50
8,2,10,50,5000,0.535449,9337.95,0.000000,0.00,0.000000,0.00,0.101140,49436.66,50
9,2,10,50,5000,0.535230,9341.77,0.000000,0.00,0.000000,0.00,0.100471,49765.74,50
10,2,10,50,5000,0.556512,8984.53,0.000000,0.00,0.000000,0.00,0.100299,49850.72,50
11,2,10,50,5000,0.557133,8974.52,0.000000,0.00,0.000000,0.00,0.099412,50295.93,50
12,2,10,50,5000,0.557717,8965.12,0.000000,0.00,0.000000,0.00,0.101077,49467.15,50
13,2,10,50,5000,0.562328,8891.60,0.000000,0.00,0.000000,0.00,0.100371,49815.31,50
14,2,10,50,5000,0.537277,9306.18,0.000000,0.00,0.000000,0.00,0.100216,49892.47,50
15,2,10,50,5000,0.536268,9323.70,0.000000,0.00,0.000000,0.00,0.102203,48922.22,50
16,2,10,50,5000,0.536852,9313.56,0.000000,0.00,0.000000,0.00,0.098850,50581.66,50
17,2,10,50,5000,0.539451,9268.69,0.000000,0.00,0.000000,0.00,0.100439,49781.21,50
18,2,10,50,5000,0.537679,9299.22,0.000000,0.00,0.000000,0.00,0.100486,49758.05,50
19,2,10,50,5000,0.536758,9315.18,0.000000,0.00,0.000000,0.00,0.101311,49353.16,50
20,2,10,50,5000,0.534943,9346.78,0.000000,0.00,0.000000,0.00,0.102420,48818.70,50
21,2,10,50,5000,0.533291,9375.75,0.000000,0.00,0.000000,0.00,0.101509,49256.51,50
22,2,10,50,5000,0.534354,9357.10,0.000000,0.00,0.000000,0.00,0.101720,49154.78,50
23,2,10,50,5000,0.539164,9273.61,0.000000,0.00,0.000000,0.00,0.101032,49489.48,50
24,2,10,50,5000,0.537823,9296.75,0.000000,0.00,0.000000,0.00,0.101781,49124.88,50
25,2,10,50,5000,0.531001,9416.19,0.000000,0.00,0.000000,0.00,0.101655,49185.86,50
26,2,10,50,5000,0.534568,9353.35,0.000000,0.00,0.000000,0.00,0.101033,49488.78,50
27,2,10,50,5000,0.534071,9362.06,0.000000,0.00,0.000000,0.00,0.099966,50016.92,50
28,2,10,50,5000,0.534959,9346.50,0.000000,0.00,0.000000,0.00,0.099646,50177.40,50
29,2,10,50,5000,0.538027,9293.22,0.000000,0.00,0.000000,0.00,0.100990,49509.86,50
30,2,10,50,5000,0.540270,9254.64,0.000000,0.00,0.000000,0.00,0.102201,48923.20,50
31,2,10,50,5000,0.536549,9318.82,0.000000,0.00,0.000000,0.00,0.102159,48943.54,50
32,2,10,50,5000,0.540144,9256.79,0.000000,0.00,0.000000,0.00,0.101440,49290.03,50
33,2,10,50,5000,0.537419,9303.72,0.000000,0.00,0.000000,0.00,0.100891,49558.23,50
34,2,10,50,5000,0.537387,9304.28,0.000000,0.00,0.000000,0.00,0.101306,49355.63,50
35,2,10,50,5000,0.538438,9286.12,0.000000,0.00,0.000000,0.00,0.101057,49476.99,50
36,2,10,50,5000,0.533734,9367.96,0.000000,0.00,0.000000,0.00,0.101957,49040.13,50
37,2,10,50,5000,0.538938,9277.50,0.000000,0.00,0.000000,0.00,0.101277,49369.50,50
38,2,10,50,5000,0.538040,9292.99,0.000000,0.00,0.000000,0.00,0.100491,49755.87,50
39,2,10,50,5000,0.540034,9258.68,0.000000,0.00,0.000000,0.00,0.100263,49868.63,50
40,2,10,50,5000,0.539008,9276.29,0.000000,0.00,0.000000,0.00,0.100140,49930.03,50
41,2,10,50,5000,0.535476,9337.48,0.000000,0.00,0.000000,0.00,0.099369,50317.57,50
