batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,2,30,50,5000,0.528483,9461.04,0.194987,25642.69,0.198633,25172.01,0.115257,43381.19,25
1,2,30,50,5000,0.529225,9447.78,0.198128,25236.16,0.196933,25389.32,0.116507,42915.75,25
2,2,30,50,5000,0.548849,9109.98,0.193073,25896.98,0.197739,25285.90,0.121295,41221.90,26
3,2,30,50,5000,0.525860,9508.23,0.196420,25455.66,0.196305,25470.61,0.110995,45047.23,25
4,2,30,50,5000,0.527932,9470.92,0.195753,25542.39,0.195254,25607.73,0.128075,39039.76,25
5,2,30,50,5000,0.528081,9468.24,0.198491,25190.03,0.196181,25486.66,0.120232,41586.37,25
6,2,30,50,5000,0.530646,9422.49,0.195291,25602.88,0.196202,25483.99,0.118814,42082.71,25
7,2,30,50,5000,0.528256,9465.10,0.195037,25636.15,0.196450,25451.74,0.121777,41058.69,25
8,2,30,50,5000,0.531195,9412.75,0.196575,25435.58,0.196701,25419.23,0.119894,41703.38,24
9,2,30,50,5000,0.527782,9473.61,0.197295,25342.71,0.195557,25568.00,0.127325,39269.68,25
10,2,30,50,5000,0.529853,9436.57,0.195893,25524.12,0.193874,25789.90,0.119575,41814.88,25
11,2,30,50,5000,0.527406,9480.37,0.196891,25394.73,0.196346,25465.20,0.119170,41956.77,26
12,2,30,50,5000,0.529377,9445.07,0.199477,25065.58,0.197673,25294.33,0.119975,41675.47,25
13,2,30,50,5000,0.529001,9451.77,0.198571,25179.95,0.197106,25367.03,0.127575,39192.66,27
14,2,30,50,5000,0.527395,9480.56,0.195477,25578.44,0.195538,25570.52,0.121282,41226.11,25
15,2,30,50,5000,0.530070,9432.72,0.200245,24969.40,0.195597,25562.79,0.124745,40081.64,25
16,2,30,50,5000,0.527352,9481.33,0.197942,25259.88,0.196246,25478.19,0.124704,40095.09,26
17,2,30,50,5000,0.536108,9326.48,0.196529,25441.49,0.194032,25768.92,0.120335,41550.56,25
18,2,30,50,5000,0.527681,9475.42,0.195105,25627.21,0.196726,25416.00,0.123513,40481.58,25
19,2,30,50,5000,0.525625,9512.48,0.194654,25686.59,0.196336,25466.55,0.117634,42504.84,25
20,2,30,50,5000,0.527956,9470.49,0.198832,25146.91,0.195423,25585.47,0.118950,42034.51,25
21,2,30,50,5000,0.532969,9381.41,0.197794,25278.88,0.199449,25069.01,0.121264,41232.20,25
22,2,30,50,5000,0.532049,9397.62,0.195109,25626.74,0.197972,25256.08,0.119778,41743.96,25
23,2,30,50,5000,0.526443,9497.71,0.199381,25077.60,0.195048,25634.65,0.113390,44095.44,25
