batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,8,40,50,5000,0.526320,9499.93,0.000000,0.00,0.000000,0.00,0.190976,26181.35,36
1,8,40,50,5000,0.523733,9546.85,0.000000,0.00,0.000000,0.00,0.187998,26596.00,32
2,8,40,50,5000,0.529654,9440.12,0.000000,0.00,0.000000,0.00,0.186745,26774.43,33
3,8,40,50,5000,0.527187,9484.30,0.000000,0.00,0.000000,0.00,0.180079,27765.57,29
4,8,40,50,5000,0.528788,9455.58,0.000000,0.00,0.000000,0.00,0.185503,26953.79,33
5,8,40,50,5000,0.531482,9407.66,0.000000,0.00,0.000000,0.00,0.188464,26530.33,31
6,8,40,50,5000,0.528841,9454.63,0.000000,0.00,0.000000,0.00,0.186779,26769.60,32
7,8,40,50,5000,0.528429,9462.00,0.000000,0.00,0.000000,0.00,0.184411,27113.35,32
8,8,40,50,5000,0.526356,9499.27,0.000000,0.00,0.000000,0.00,0.185065,27017.53,32
9,8,40,50,5000,0.528085,9468.17,0.000000,0.00,0.000000,0.00,0.190774,26209.02,31
10,8,40,50,5000,0.525769,9509.88,0.000000,0.00,0.000000,0.00,0.187240,26703.74,32
11,8,40,50,5000,0.531168,9413.22,0.000000,0.00,0.000000,0.00,0.185059,27018.37,31
12,8,40,50,5000,0.527277,9482.68,0.000000,0.00,0.000000,0.00,0.182285,27429.50,34
13,8,40,50,5000,0.528617,9458.65,0.000000,0.00,0.000000,0.00,0.183139,27301.63,31
14,8,40,50,5000,0.525898,9507.55,0.000000,0.00,0.000000,0.00,0.184503,27099.76,28
15,8,40,50,5000,0.551261,9070.11,0.000000,0.00,0.000000,0.00,0.185662,26930.60,31
16,8,40,50,5000,0.528005,9469.61,0.000000,0.00,0.000000,0.00,0.186198,26853.21,32
17,8,40,50,5000,0.527020,9487.30,0.000000,0.00,0.000000,0.00,0.179819,27805.72,31
18,8,40,50,5000,0.526020,9505.34,0.000000,0.00,0.000000,0.00,0.179563,27845.43,28
19,8,40,50,5000,0.525774,9509.80,0.000000,0.00,0.000000,0.00,0.186308,26837.23,33
20,8,40,50,5000,0.526306,9500.18,0.000000,0.00,0.000000,0.00,0.189193,26427.98,33
21,8,40,50,5000,0.527525,9478.23,0.000000,0.00,0.000000,0.00,0.195595,25562.98,31
22,8,40,50,5000,0.529092,9450.16,0.000000,0.00,0.000000,0.00,0.179889,27794.98,33
23,8,40,50,5000,0.527205,9483.97,0.000000,0.00,0.000000,0.00,0.193112,25891.72,34
24,8,40,50,5000,0.526162,9502.78,0.000000,0.00,0.000000,0.00,0.183283,27280.16,34
25,8,40,50,5000,0.528373,9463.00,0.000000,0.00,0.000000,0.00,0.183145,27300.75,33
