batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,3,40,50,5000,0.525411,9516.36,0.000000,0.00,0.000000,0.00,0.151856,32925.97,24
1,3,40,50,5000,0.527931,9470.93,0.000000,0.00,0.000000,0.00,0.158691,31507.81,23
2,3,40,50,5000,0.539822,9262.31,0.000000,0.00,0.000000,0.00,0.147188,33970.16,23
3,3,40,50,5000,0.543326,9202.58,0.000000,0.00,0.000000,0.00,0.154323,32399.49,24
4,3,40,50,5000,0.527685,9475.35,0.000000,0.00,0.000000,0.00,0.143898,34746.77,22
5,3,40,50,5000,0.523782,9545.95,0.000000,0.00,0.000000,0.00,0.152761,32730.78,22
6,3,40,50,5000,0.524986,9524.07,0.000000,0.00,0.000000,0.00,0.155222,32211.88,24
7,3,40,50,5000,0.525384,9516.85,0.000000,0.00,0.000000,0.00,0.148837,33593.72,22
8,3,40,50,5000,0.527903,9471.43,0.000000,0.00,0.000000,0.00,0.153148,32648.13,20
9,3,40,50,5000,0.527283,9482.57,0.000000,0.00,0.000000,0.00,0.149678,33405.10,20
10,3,40,50,5000,0.523295,9554.83,0.000000,0.00,0.000000,0.00,0.158590,31527.93,22
11,3,40,50,5000,0.523139,9557.68,0.000000,0.00,0.000000,0.00,0.150750,33167.49,22
12,3,40,50,5000,0.526800,9491.26,0.000000,0.00,0.000000,0.00,0.144096,34699.08,21
13,3,40,50,5000,0.525889,9507.71,0.000000,0.00,0.000000,0.00,0.154529,32356.39,23
14,3,40,50,5000,0.522764,9564.55,0.000000,0.00,0.000000,0.00,0.149997,33333.90,23
15,3,40,50,5000,0.550911,9075.87,0.000000,0.00,0.000000,0.00,0.147455,33908.74,20
16,3,40,50,5000,0.523143,9557.62,0.000000,0.00,0.000000,0.00,0.155755,32101.63,25
17,3,40,50,5000,0.525845,9508.50,0.000000,0.00,0.000000,0.00,0.145451,34375.77,24
18,3,40,50,5000,0.525592,9513.09,0.000000,0.00,0.000000,0.00,0.157428,31760.46,26
19,3,40,50,5000,0.523776,9546.07,0.000000,0.00,0.000000,0.00,0.155208,32214.84,20
20,3,40,50,5000,0.523954,9542.82,0.000000,0.00,0.000000,0.00,0.156308,31988.15,24
21,3,40,50,5000,0.545253,9170.05,0.000000,0.00,0.000000,0.00,0.143786,34773.80,22
22,3,40,50,5000,0.543809,9194.41,0.000000,0.00,0.000000,0.00,0.151368,33032.14,25
23,3,40,50,5000,0.525934,9506.90,0.000000,0.00,0.000000,0.00,0.162302,30806.68,26
24,3,40,50,5000,0.525503,9514.70,0.000000,0.00,0.000000,0.00,0.151716,32956.29,21
25,3,40,50,5000,0.528071,9468.42,0.000000,0.00,0.000000,0.00,0.154337,32396.57,22
26,3,40,50,5000,0.527353,9481.31,0.000000,0.00,0.000000,0.00,0.150844,33146.76,23
27,3,40,50,5000,0.525855,9508.32,0.000000,0.00,0.000000,0.00,0.156528,31943.19,24
28,3,40,50,5000,0.524941,9524.88,0.000000,0.00,0.000000,0.00,0.161936,30876.34,23
29,3,40,50,5000,0.525585,9513.22,0.000000,0.00,0.000000,0.00,0.169747,29455.54,22
30,3,40,50,5000,0.527848,9472.43,0.000000,0.00,0.000000,0.00,0.155583,32137.26,19
31,3,40,50,5000,0.525598,9512.98,0.000000,0.00,0.000000,0.00,0.151885,32919.62,21
32,3,40,50,5000,0.525706,9511.02,0.000000,0.00,0.000000,0.00,0.146473,34136.10,22
33,3,40,50,5000,0.525616,9512.64,0.000000,0.00,0.000000,0.00,0.150894,33135.91,23
34,3,40,50,5000,0.524610,9530.88,0.000000,0.00,0.000000,0.00,0.151972,32900.77,21
35,3,40,50,5000,0.526028,9505.19,0.000000,0.00,0.000000,0.00,0.144971,34489.73,23
36,3,40,50,5000,0.544576,9181.46,0.000000,0.00,0.000000,0.00,0.147910,33804.26,24
37,3,40,50,5000,0.528814,9455.11,0.000000,0.00,0.000000,0.00,0.148536,33661.88,22
38,3,40,50,5000,0.526552,9495.74,0.000000,0.00,0.000000,0.00,0.161100,31036.67,25
39,3,40,50,5000,0.531489,9407.53,0.000000,0.00,0.000000,0.00,0.150430,33237.95,24
40,3,40,50,5000,0.527503,9478.62,0.000000,0.00,0.000000,0.00,0.151983,32898.49,21
41,3,40,50,5000,0.525796,9509.39,0.000000,0.00,0.000000,0.00,0.147384,33924.96,21
42,3,40,50,5000,0.534926,9347.08,0.000000,0.00,0.000000,0.00,0.146549,34118.17,23
43,3,40,50,5000,0.553979,9025.62,0.000000,0.00,0.000000,0.00,0.151241,33059.87,22
