batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,6,40,50,5000,0.527254,9483.09,0.000000,0.00,0.000000,0.00,0.173941,28745.42,28
1,6,40,50,5000,0.524191,9538.50,0.000000,0.00,0.000000,0.00,0.174640,28630.28,29
2,6,40,50,5000,0.541307,9236.90,0.000000,0.00,0.000000,0.00,0.181962,27478.25,28
3,6,40,50,5000,0.548428,9116.97,0.000000,0.00,0.000000,0.00,0.178099,28074.20,27
4,6,40,50,5000,0.525738,9510.43,0.000000,0.00,0.000000,0.00,0.171794,29104.67,27
5,6,40,50,5000,0.529865,9436.37,0.000000,0.00,0.000000,0.00,0.176307,28359.60,27
6,6,40,50,5000,0.527156,9484.87,0.000000,0.00,0.000000,0.00,0.171855,29094.27,27
7,6,40,50,5000,0.528693,9457.29,0.000000,0.00,0.000000,0.00,0.171855,29094.32,28
8,6,40,50,5000,0.528190,9466.28,0.000000,0.00,0.000000,0.00,0.179708,27822.88,27
9,6,40,50,5000,0.526959,9488.41,0.000000,0.00,0.000000,0.00,0.179779,27811.89,29
10,6,40,50,5000,0.528193,9466.24,0.000000,0.00,0.000000,0.00,0.174909,28586.22,27
11,6,40,50,5000,0.531755,9402.83,0.000000,0.00,0.000000,0.00,0.167374,29873.23,30
12,6,40,50,5000,0.526796,9491.34,0.000000,0.00,0.000000,0.00,0.174234,28697.08,27
13,6,40,50,5000,0.524810,9527.25,0.000000,0.00,0.000000,0.00,0.172053,29060.83,29
14,6,40,50,5000,0.526908,9489.32,0.000000,0.00,0.000000,0.00,0.167587,29835.29,27
15,6,40,50,5000,0.526935,9488.84,0.000000,0.00,0.000000,0.00,0.178001,28089.78,30
16,6,40,50,5000,0.526414,9498.22,0.000000,0.00,0.000000,0.00,0.168811,29618.89,28
17,6,40,50,5000,0.529204,9448.16,0.000000,0.00,0.000000,0.00,0.171438,29165.04,29
18,6,40,50,5000,0.525199,9520.20,0.000000,0.00,0.000000,0.00,0.170613,29306.16,30
19,6,40,50,5000,0.525544,9513.95,0.000000,0.00,0.000000,0.00,0.172676,28956.04,29
