batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,1,20,50,5000,0.529040,9451.08,0.000000,0.00,0.000000,0.00,0.144830,34523.15,50
1,1,20,50,5000,0.526583,9495.18,0.000000,0.00,0.000000,0.00,0.143132,34932.78,50
2,1,20,50,5000,0.534406,9356.19,0.000000,0.00,0.000000,0.00,0.144108,34696.11,50
3,1,20,50,5000,0.527792,9473.44,0.000000,0.00,0.000000,0.00,0.139922,35734.16,50
4,1,20,50,5000,0.531513,9407.11,0.000000,0.00,0.000000,0.00,0.140941,35475.80,50
5,1,20,50,5000,0.524116,9539.88,0.000000,0.00,0.000000,0.00,0.140551,35574.28,50
6,1,20,50,5000,0.524750,9528.35,0.000000,0.00,0.000000,0.00,0.141189,35413.53,50
7,1,20,50,5000,0.526448,9497.61,0.000000,0.00,0.000000,0.00,0.143399,34867.69,50
8,1,20,50,5000,0.528264,9464.96,0.000000,0.00,0.000000,0.00,0.143219,34911.45,50
9,1,20,50,5000,0.527073,9486.35,0.000000,0.00,0.000000,0.00,0.141265,35394.58,50
10,1,20,50,5000,0.527010,9487.48,0.000000,0.00,0.000000,0.00,0.141924,35230.14,50
11,1,20,50,5000,0.524740,9528.53,0.000000,0.00,0.000000,0.00,0.142125,35180.39,50
12,1,20,50,5000,0.524196,9538.41,0.000000,0.00,0.000000,0.00,0.141855,35247.18,50
13,1,20,50,5000,0.526798,9491.30,0.000000,0.00,0.000000,0.00,0.142452,35099.45,50
14,1,20,50,5000,0.528841,9454.64,0.000000,0.00,0.000000,0.00,0.141259,35395.87,50
15,1,20,50,5000,0.529334,9445.82,0.000000,0.00,0.000000,0.00,0.141341,35375.46,50
16,1,20,50,5000,0.531708,9403.66,0.000000,0.00,0.000000,0.00,0.141656,35296.79,50
17,1,20,50,5000,0.526332,9499.71,0.000000,0.00,0.000000,0.00,0.141242,35400.13,50
18,1,20,50,5000,0.524524,9532.46,0.000000,0.00,0.000000,0.00,0.141771,35268.10,50
19,1,20,50,5000,0.526971,9488.18,0.000000,0.00,0.000000,0.00,0.144036,34713.66,50
20,1,20,50,5000,0.523558,9550.04,0.000000,0.00,0.000000,0.00,0.141947,35224.42,50
21,1,20,50,5000,0.525298,9518.41,0.000000,0.00,0.000000,0.00,0.140666,35545.28,50
22,1,20,50,5000,0.524306,9536.41,0.000000,0.00,0.000000,0.00,0.140017,35709.99,50
23,1,20,50,5000,0.546706,9145.69,0.000000,0.00,0.000000,0.00,0.139738,35781.16,50
24,1,20,50,5000,0.528413,9462.29,0.000000,0.00,0.000000,0.00,0.141425,35354.43,50
25,1,20,50,5000,0.527518,9478.34,0.000000,0.00,0.000000,0.00,0.142813,35010.71,50
26,1,20,50,5000,0.526133,9503.31,0.000000,0.00,0.000000,0.00,0.141888,35239.12,50
27,1,20,50,5000,0.526082,9504.23,0.000000,0.00,0.000000,0.00,0.142521,35082.54,50
28,1,20,50,5000,0.526587,9495.10,0.000000,0.00,0.000000,0.00,0.142540,35077.91,50
29,1,20,50,5000,0.529567,9441.68,0.000000,0.00,0.000000,0.00,0.144965,34491.15,50
30,1,20,50,5000,0.532279,9393.57,0.000000,0.00,0.000000,0.00,0.141868,35244.09,50
31,1,20,50,5000,0.530159,9431.13,0.000000,0.00,0.000000,0.00,0.144266,34658.25,50
32,1,20,50,5000,0.528756,9456.15,0.000000,0.00,0.000000,0.00,0.141749,35273.60,50
33,1,20,50,5000,0.525493,9514.87,0.000000,0.00,0.000000,0.00,0.139446,35856.24,50
