batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,1,30,50,5000,0.528567,9459.53,0.194425,25716.83,0.198712,25161.99,0.115484,43296.15,26
1,1,30,50,5000,0.525926,9507.05,0.195707,25548.34,0.196845,25400.64,0.112048,44623.78,25
2,1,30,50,5000,0.534031,9362.76,0.197559,25308.91,0.197765,25282.54,0.121437,41173.52,25
3,1,30,50,5000,0.530072,9432.69,0.197044,25375.00,0.194184,25748.79,0.121048,41305.76,25
4,1,30,50,5000,0.531339,9410.20,0.196726,25416.00,0.197997,25252.89,0.123381,40525.00,25
5,1,30,50,5000,0.536702,9316.15,0.197226,25351.66,0.193898,25786.79,0.119801,41735.95,25
6,1,30,50,5000,0.526430,9497.93,0.196443,25452.62,0.193477,25842.80,0.121392,41188.72,26
7,1,30,50,5000,0.526724,9492.63,0.196311,25469.73,0.195973,25513.67,0.114260,43759.73,25
8,1,30,50,5000,0.526383,9498.78,0.195645,25556.54,0.194917,25651.90,0.122847,40701.04,25
9,1,30,50,5000,0.532121,9396.36,0.195493,25576.37,0.197901,25265.18,0.118460,42208.18,25
10,1,30,50,5000,0.534600,9352.79,0.194277,25736.46,0.196887,25395.27,0.118226,42291.84,26
11,1,30,50,5000,0.526722,9492.68,0.197276,25345.20,0.196809,25405.34,0.113638,43999.20,25
12,1,30,50,5000,0.528266,9464.93,0.195119,25625.35,0.196624,25429.25,0.120910,41353.09,25
13,1,30,50,5000,0.528586,9459.19,0.195636,25557.72,0.195068,25632.02,0.114180,43790.67,25
14,1,30,50,5000,0.528785,9455.64,0.196935,25389.08,0.192605,25959.82,0.115430,43316.48,25
15,1,30,50,5000,0.530248,9429.56,0.196209,25483.01,0.195742,25543.77,0.118349,42248.09,25
16,1,30,50,5000,0.529328,9445.93,0.195445,25582.70,0.195696,25549.82,0.117198,42662.96,25
17,1,30,50,5000,0.528602,9458.91,0.198091,25240.88,0.195388,25590.16,0.115864,43153.99,25
18,1,30,50,5000,0.527336,9481.62,0.198390,25202.93,0.199568,25054.15,0.128843,38806.93,25
19,1,30,50,5000,0.529149,9449.13,0.196146,25491.25,0.195947,25517.12,0.125416,39867.26,26
