batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,13679,8,10,0.666657,20518.79,0.334973,40836.11,0.270744,50523.80,0.306132,44683.33,0.368355,37135.40,0.277566,49281.96,0.477299,28659.21,0.678796,0.136883,0.268571,0.277566,1.361816,0.127422,17,1339079,1448784,8602654,6608,0,0,0,11637,0,0,0,8930,0,0,0,3906,0,0,0,5182,0,0,0,105,0,0,0,16290181522686356851,12660389987259375045,12660389987259375045,8413649451118563891,5404898860550821514,4071082038174601821,0,0,0,0,0,0
1,100,14553,8,10,0.673341,21613.11,0.293870,49521.97,0.232741,62528.84,0.279476,52072.42,0.342495,42491.19,0.270480,53804.36,0.503864,28882.78,0.660938,0.103985,0.225319,0.270480,1.260722,0.132999,19,1299463,1641343,9646121,5654,0,0,0,9634,0,0,0,8597,0,0,0,3531,0,0,0,5013,0,0,0,68,0,0,0,10661044271286872451,14843584958465260910,14843584958465260910,1424694399152275178,18120233994647058969,7025103721255732847,0,0,0,0,0,0
2,100,13931,8,10,0.616559,22594.75,0.278126,50088.89,0.219596,63439.09,0.272997,51029.88,0.327972,42476.22,0.257296,54143.84,0.445063,31301.22,0.627997,0.096856,0.204684,0.257296,1.186834,0.128098,22,1272666,1326266,9350358,5305,0,0,0,9359,0,0,0,7825,0,0,0,3491,0,0,0,4606,0,0,0,86,0,0,0,1490727333569002472,4402424285216853895,4402424285216853895,1049501024281994910,7808941410451385177,2539034738150290684,0,0,0,0,0,0
3,100,13901,8,10,0.670080,20745.27,0.329198,42226.92,0.238919,58183.02,0.279086,49809.04,0.369724,37598.29,0.271044,51286.89,0.471170,29503.13,0.679938,0.093868,0.224772,0.271044,1.269621,0.126649,18,1258866,1401151,9060965,5485,0,0,0,9230,0,0,0,7988,0,0,0,3536,0,0,0,5041,0,0,0,84,0,0,0,14500193851064682657,5002308453480877089,5002308453480877089,15915446536853492252,18251518942391889630,859205285200062744,0,0,0,0,0,0
4,100,14066,8,10,0.679574,20698.25,0.331629,42414.87,0.260552,53985.46,0.318327,44187.30,0.382960,36729.72,0.286955,49018.14,0.517161,27198.47,0.693271,0.096967,0.209607,0.286955,1.286799,0.135819,20,1334691,1489381,8801525,7072,0,0,0,11189,0,0,0,7756,0,0,0,3953,0,0,0,4739,0,0,0,164,0,0,0,4350232754016254307,16059151523650557020,16864411614876087059,14740570392512317464,3201043341165274152,13396446810120057935,0,0,0,0,0,0
5,100,13375,8,10,0.626475,21349.62,0.302076,44276.87,0.249568,53592.50,0.299244,44696.03,0.346366,38615.18,0.274045,48805.78,0.422820,31632.82,0.638955,0.095006,0.207998,0.274045,1.216004,0.124741,17,1239067,1292737,9867979,5137,0,0,0,10260,0,0,0,8420,0,0,0,3586,0,0,0,5067,0,0,0,97,0,0,0,4028395905601630330,18130115087217178391,18130115087217178391,13137333110564342947,6051647726964723440,13733571769277934869,0,0,0,0,0,0
6,100,14060,8,10,0.711173,19770.15,0.334174,42073.91,0.267270,52605.90,0.307187,45770.17,0.384648,36552.89,0.274954,51135.75,0.528350,26611.13,0.720869,0.100095,0.210325,0.274954,1.306243,0.136535,24,1382757,1529337,9969365,6911,0,0,0,11377,0,0,0,8506,0,0,0,4021,0,0,0,4890,0,0,0,110,0,0,0,11317186355931760512,15031582686461311345,15031582686461311345,15493272146988416672,17881960210183518355,2847093830339689770,0,0,0,0,0,0
7,100,13097,8,10,0.631547,20737.98,0.300471,43588.24,0.210619,62183.40,0.264418,49531.44,0.344991,37963.28,0.250852,52209.99,0.481505,27200.11,0.641328,0.092141,0.192468,0.250852,1.176789,0.118380,18,1189016,1327476,10708072,5878,0,0,0,9383,0,0,0,7050,0,0,0,2965,0,0,0,4417,0,0,0,89,0,0,0,13285527963487704739,4382038379163290352,4382038379163290352,4689998498545166420,15811409504777605359,13969450206830234843,0,0,0,0,0,0
8,100,13416,8,10,0.656590,20432.84,0.283342,47349.16,0.239222,56081.87,0.300467,44650.53,0.344311,38964.77,0.264531,50716.09,0.432845,30994.95,0.668425,0.100307,0.221517,0.264531,1.254781,0.127188,16,1360513,1390348,8974075,5101,0,0,0,9956,0,0,0,8899,0,0,0,3928,0,0,0,5562,0,0,0,84,0,0,0,9282029056521524698,3812576794807007700,3812576794807007700,16858406457088217404,12354290250296393194,2690850827300496450,0,0,0,0,0,0
9,100,14084,8,10,0.656780,21444.01,0.299739,46987.56,0.236361,59586.83,0.297886,47279.75,0.346457,40651.48,0.260108,54146.78,0.455117,30945.86,0.668623,0.096854,0.216391,0.260108,1.241976,0.139013,15,1298485,1414345,9257711,5235,0,0,0,9229,0,0,0,8072,0,0,0,3426,0,0,0,4805,0,0,0,94,0,0,0,6442074769590520297,16936450751885753835,16936450751885753835,2889596036050776807,2060912399919481121,11527199335877782775,0,0,0,0,0,0
