batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,14225,8,10,0.645871,22024.52,0.306048,46479.63,0.225480,63087.57,0.289344,49162.85,0.353233,40270.85,0.285701,49789.80,0.487162,29199.75,0.659625,0.089201,0.202001,0.285701,1.236529,0.136994,16,1222188,1359768,10192203,6179,0,0,0,9890,0,0,0,7843,0,0,0,2992,0,0,0,4090,0,0,0,78,0,0,0,15307593580181666499,14425788877480096252,14425788877480096252,10380199479191706710,4918545534835175816,9160380227439754098,0,0,0,0,0,0
11,100,14412,8,10,0.643712,22388.90,0.311147,46318.92,0.236375,60971.01,0.294931,48865.65,0.360255,40004.98,0.264815,54422.89,0.509590,28281.55,0.648530,0.108417,0.215241,0.264815,1.237003,0.140492,19,1337234,1510694,8908297,7297,0,0,0,11345,0,0,0,7756,0,0,0,3339,0,0,0,4647,0,0,0,123,0,0,0,15765767866173500617,15863504748350047107,15863504748350047107,8253787167374055303,9663528801807837836,6064502717675651629,0,0,0,0,0,0
12,100,13180,8,10,0.651019,20245.17,0.307625,42844.32,0.213168,61829.05,0.268469,49093.17,0.351787,37465.86,0.264207,49885.11,0.468047,28159.56,0.649074,0.110093,0.237590,0.264207,1.260964,0.117080,18,1353107,1427502,8842488,5050,0,0,0,8623,0,0,0,7791,0,0,0,2939,0,0,0,3914,0,0,0,62,0,0,0,10465434070103503433,18260015632367671100,18260015632367671100,1370316325450726977,14049112207529938878,5493090138522339953,0,0,0,0,0,0
13,100,14450,8,10,0.671326,21524.56,0.294267,49105.07,0.243417,59363.20,0.293416,49247.54,0.349277,41371.20,0.258051,55996.72,0.488324,29590.99,0.680815,0.101192,0.214930,0.258051,1.254988,0.149918,21,1359817,1478892,9592941,6787,0,0,0,10332,0,0,0,10399,0,0,0,4185,0,0,0,5384,0,0,0,104,0,0,0,17232320025699932700,5912932714344454193,5912932714344454193,8509657285768987762,3345994354881571411,2420026132775584262,0,0,0,0,0,0
14,100,14110,8,10,0.775485,18195.07,0.395248,35699.13,0.934249,15103.04,0.847513,16648.72,0.452589,31176.22,0.333813,42269.22,0.548802,25710.56,0.788834,0.106345,0.235682,0.333813,1.464673,0.139273,17,1491668,1621148,9045153,7286,0,0,0,0,0,0,0,0,0,0,0,4485,0,0,0,5777,0,0,0,140,0,0,0,5693410859241076737,3369918934485571140,5693410859241076737,13817315250285446360,11680783227267992393,3888712400230782705,0,0,0,0,0,0
15,100,13388,8,10,0.659593,20297.35,0.321074,41697.61,0.262184,51063.36,0.308574,43386.67,0.362477,36934.78,0.278879,48006.49,0.461268,29024.36,0.671341,0.098187,0.220716,0.278879,1.269123,0.123619,17,1318064,1397509,8443671,5655,0,0,0,10822,0,0,0,8897,0,0,0,4159,0,0,0,5790,0,0,0,75,0,0,0,12623392605028902801,16382584326935043948,16382584326935043948,9767861672858594256,6363817128378098110,12368462825435942526,0,0,0,0,0,0
16,100,14314,8,10,0.721599,19836.51,0.391190,36590.91,0.282521,50665.29,0.326590,43828.64,0.385781,37103.93,0.341055,41969.75,0.526968,27162.94,0.732501,0.103232,0.217302,0.341055,1.394090,0.142519,19,1361067,1469697,11725657,6944,0,0,0,11859,0,0,0,10374,0,0,0,5000,0,0,0,6453,0,0,0,223,0,0,0,2441452051690704883,4743912956221617228,4743912956221617228,1903491953041522788,15443746086129180428,8991292275383372880,0,0,0,0,0,0
17,100,14382,8,10,0.669675,21476.08,0.321358,44753.87,0.841949,17081.79,0.813469,17679.84,0.384993,37356.50,0.300502,47859.98,0.479284,30007.26,0.681914,0.107758,0.215099,0.300502,1.305273,0.140621,23,1461887,1570802,8682847,7568,0,0,0,0,0,0,0,0,0,0,0,5076,0,0,0,6410,0,0,0,119,0,0,0,14841087524433724176,11066600469467807426,14841087524433724176,3010830788711583772,5923819700580312825,6321913424016368176,0,0,0,0,0,0
18,100,14191,8,10,0.735323,19298.99,0.365606,38815.05,0.295983,47945.28,0.343856,41270.18,0.415142,34183.45,0.320219,44316.60,0.549074,25845.34,0.738596,0.120968,0.241407,0.320219,1.421189,0.143563,21,1425190,1730090,8115586,7577,0,0,0,13213,0,0,0,9096,0,0,0,4748,0,0,0,5857,0,0,0,132,0,0,0,14032979804786766536,7926734587855905079,7926734587855905079,11481927878235779113,3211965714571192796,13254295609231704992,0,0,0,0,0,0
19,100,14870,8,10,0.810165,18354.29,0.405493,36671.38,0.329003,45197.22,0.391454,37986.58,0.475624,31264.21,0.348384,42682.85,0.611861,24302.90,0.813884,0.129166,0.237089,0.348384,1.528523,0.151806,25,1534643,1637083,9397807,8495,0,0,0,13868,0,0,0,9568,0,0,0,5641,0,0,0,6067,0,0,0,184,0,0,0,1549004920965126961,13223983116289662379,13223983116289662379,15271184425258728223,14032202167591396329,11766544672401193981,0,0,0,0,0,0
