batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,14635,8,10,0.891026,16424.88,0.536949,27255.83,0.442528,33071.36,0.902078,16223.66,0.157737,92780.75,0.916400,15970.10,0.692520,21132.97,0.914440,0.106164,0.263748,0.916400,2.200752,0.129671,17,1344040,1522115,22094225,9526,0,0,0,16371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,18111129282136864069,16261080356400210771,16261080356400210771,11107107755229032479,3814772828128353093,13998759589344530472,0,0,0,0,0,0
1,100,14705,8,10,0.760285,19341.44,0.403620,36432.74,0.322847,45547.96,0.770677,19080.63,0.174263,84383.74,0.752510,19541.28,0.581682,25280.12,0.764934,0.095954,0.218403,0.752510,1.831801,0.132968,16,1275139,1594229,20187281,8623,0,0,0,14913,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,95,0,0,0,9000018135908271896,6723795891784292468,6723795891784292468,5259523344058782267,14716168772883079030,543999619787832013,0,0,0,0,0,0
2,100,13744,8,10,0.776439,17701.32,0.448828,30621.98,0.374068,36742.01,0.785353,17500.41,0.131421,104579.76,0.645971,21276.49,0.593143,23171.47,0.793275,0.084947,0.193270,0.645971,1.717462,0.116165,19,1205986,1529836,23846738,8426,0,0,0,15162,0,0,0,0,0,0,0,0,0,0,0,1271,0,0,0,100,0,0,0,10220326392778295776,5065984277857055916,5065984277857055916,9561297146667156146,17650121142391477644,15371272752846035524,0,0,0,0,0,0
3,100,13339,8,10,0.910302,14653.37,0.612550,21776.18,0.505535,26385.90,0.922826,14454.51,0.153417,86945.80,0.689186,19354.72,0.729607,18282.43,0.922715,0.090645,0.184848,0.689186,1.887393,0.112616,24,1235500,1335310,27449382,9002,0,0,0,15814,0,0,0,0,0,0,0,0,0,0,0,1522,0,0,0,77,0,0,0,3519313317099163269,15508550740924659546,15508550740924659546,3335811462863732833,10786176133329782621,17866349939793286414,0,0,0,0,0,0
4,100,13302,8,10,0.829050,16044.87,0.465185,28595.10,0.390889,34030.11,0.844518,15751.00,0.112874,117848.00,0.705055,18866.62,0.627045,21213.80,0.834060,0.083452,0.192413,0.705055,1.814979,0.108381,23,1135520,1203280,22869434,8309,0,0,0,14604,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,79,0,0,0,12581275282157189482,15050661091968202056,15050661091968202056,158337216414622080,838048004546121656,4145420137469622692,0,0,0,0,0,0
5,100,15419,8,10,0.849912,18141.88,0.536599,28734.69,0.380851,40485.67,0.866506,17794.45,0.151472,101794.08,0.838397,18391.05,0.691279,22305.04,0.855991,0.093308,0.208378,0.838397,1.996074,0.151045,19,1280108,1584908,20117251,10652,0,0,0,15650,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,72,0,0,0,15384952364892125095,10207557416939216461,10207557416939216461,6446403440801708138,4184511086190360582,7827347968583251027,0,0,0,0,0,0
6,100,15541,8,10,0.821094,18927.20,0.490633,31675.40,0.420177,36986.80,0.856430,18146.25,0.365932,42469.67,0.817670,19006.44,0.691633,22470.01,0.837043,0.117315,0.229668,0.817670,2.001697,0.155918,20,1311674,1653914,11734392,8956,0,0,0,15418,0,0,0,0,0,0,0,0,0,0,0,2314,0,0,0,74,0,0,0,13420583423186344780,2294733371085494131,2294733371085494131,13377165188986900438,3188881558960483688,9204883952495109808,0,0,0,0,0,0
7,100,14202,8,10,0.692141,20518.93,0.365192,38889.10,0.299100,47482.38,0.701989,20231.08,0.155624,91258.36,0.642357,22109.22,0.530312,26780.44,0.702000,0.096951,0.200071,0.642357,1.641379,0.119618,20,1234974,1514349,13564975,7493,0,0,0,13571,0,0,0,0,0,0,0,0,0,0,0,1677,0,0,0,81,0,0,0,14267620282648399980,8887842914046754239,8887842914046754239,10580157487357107558,978362418068788634,10898962654354700499,0,0,0,0,0,0
8,100,13584,8,10,0.750457,18100.97,0.371319,36583.08,0.295108,46030.64,0.770962,17619.54,0.155868,87150.48,0.743299,18275.28,0.528894,25683.78,0.767979,0.087992,0.199291,0.743299,1.798562,0.115698,23,1235205,1296385,17832872,7428,0,0,0,13270,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,109,0,0,0,12177246722060402814,1716622752997557053,1716622752997557053,13266003745347935784,8493352091401941239,5862423406687823184,0,0,0,0,0,0
9,100,14206,8,10,0.782968,18143.78,0.395322,35935.27,0.298194,47640.12,0.796480,17835.97,0.127305,111590.58,0.729434,19475.37,0.574486,24728.18,0.797621,0.090116,0.204995,0.729434,1.822166,0.126880,20,1242320,1351650,15988339,7641,0,0,0,13502,0,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,74,0,0,0,17025451624199801075,5153805153840347514,5153805153840347514,2134703549142460168,7998077984986373944,1534503592302865617,0,0,0,0,0,0
