batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,18072,8,10,0.994664,18168.95,0.445277,40585.97,0.410327,44042.90,0.457454,39505.61,0.506960,35647.79,0.418173,43216.59,0.768556,23514.24,0.935275,0.087835,0.217933,0.418173,1.659215,0.210328,20,1623720,2705410,9699106,11642,3707,2863,31,19096,3898,3613,46,11914,6648,4702,48,5742,2606,1685,1,6805,3473,2267,4,242,0,0,0,1430532967664384526,12413065869334957254,12413065869334957254,1461490428528529658,9507841367315337645,14819708939222048278,2119,1579,0,0,2166,1385
1,100,17248,8,10,0.876342,19681.81,0.432118,39915.04,0.370187,46592.67,0.437701,39405.90,0.474959,36314.71,0.374003,46117.22,0.653038,26411.92,0.890856,0.103233,0.185539,0.374003,1.553632,0.200220,22,1569055,1690185,9045600,10540,3466,2648,59,17072,3708,3412,72,12150,6834,4950,29,5719,2578,1677,1,6725,3385,2172,2,207,0,0,0,4130579488724180108,10428086648867717756,10428086648867717756,992257602238164445,4151821341689671611,10618034756388649362,2008,1516,0,0,2051,1332
2,100,17320,8,10,1.130074,15326.43,0.654002,26483.09,0.519787,33321.37,0.508880,34035.55,0.679476,25490.25,0.509535,33991.80,0.882342,19629.58,1.144968,0.113914,0.208080,0.509535,1.976496,0.199034,17,1645453,1784243,8755758,12679,3830,2914,54,18295,3962,3640,86,13234,7516,5446,34,6736,2968,2004,0,8218,4104,2737,7,178,0,0,0,7898889672829380152,13739408183138436041,13739408183138436041,12172058767698627269,5094375558008665146,14048009188646292182,2235,1652,0,0,2650,1739
3,100,17430,8,10,0.906530,19227.16,0.461676,37753.77,0.404837,43054.34,0.457178,38125.16,0.506471,34414.60,0.387937,44930.03,0.698095,24967.96,0.914996,0.101644,0.197416,0.387937,1.601992,0.200776,18,1620257,1765077,7997905,12361,3866,2965,61,19665,3973,3674,69,12632,7137,5117,38,6529,2996,1998,1,7691,3847,2474,2,266,0,0,0,9211652975767646501,13063786808960319444,13063786808960319444,6737284926146220251,10576942809682011697,2693169927934114308,2093,1570,0,0,2522,1636
4,100,17481,8,10,1.023204,17084.58,0.549181,31831.05,1.093973,15979.37,1.064478,16422.13,0.593889,29434.80,0.458887,38094.38,0.784070,22295.20,1.026673,0.100445,0.194553,0.458887,1.780557,0.200848,20,1585891,1713676,8501489,11455,3627,2791,28,0,0,0,0,0,0,0,0,6718,2942,1966,0,8499,4163,2994,2,257,0,0,0,12131714585237044430,4038005661376506925,12131714585237044430,9622113061257539236,9505877569484508775,3228345204642697068,0,0,0,0,2653,1936
5,100,16498,8,10,0.908389,18161.81,0.482491,34193.42,0.399033,41344.93,0.461577,35742.69,0.520981,31667.18,0.381968,43192.06,0.669950,24625.72,0.925942,0.095085,0.193037,0.381968,1.596033,0.174441,18,1512415,1598660,8771725,10814,3523,2693,44,17984,3636,3426,56,13023,7191,5310,49,6985,3004,2094,1,7982,3945,2706,3,215,0,0,0,124904962644781975,9743398882811414120,9743398882811414120,4529552303737285659,16515589616974050249,3288729658500030241,2420,1857,0,0,2549,1736
6,100,16403,8,10,0.937336,17499.59,0.482318,34008.68,0.383973,42719.16,0.457335,35866.47,0.531183,30880.15,0.388776,42191.37,0.715423,22927.71,0.952466,0.094005,0.181531,0.388776,1.616778,0.178947,20,1518607,1636897,7947003,10654,3336,2535,35,16866,3617,3398,46,11745,6504,4724,37,5925,2654,1735,1,7164,3430,2276,3,189,0,0,0,11061162961821425992,10301620130713651826,10301620130713651826,11369676348735476538,7635391910831837668,995006849725366061,1940,1478,0,0,2165,1442
7,100,17219,8,10,0.922433,18666.93,0.466889,36880.29,0.392869,43828.91,0.463046,37186.39,0.515991,33370.72,0.404104,42610.33,0.704558,24439.45,0.931334,0.096846,0.195881,0.404104,1.628164,0.191822,21,1558545,1710125,8618595,12042,3621,2822,41,18772,3746,3510,53,11981,6595,4649,60,6258,2806,1829,1,7647,3675,2512,4,192,0,0,0,4346904379706324807,13026902075663190717,13026902075663190717,3141527499080803412,4020179955589655655,13851720993492955383,1930,1362,0,0,2195,1515
8,100,16400,8,10,0.941802,17413.43,0.496101,33057.79,0.372311,44049.25,0.412646,39743.50,0.541871,30265.51,0.386053,42481.16,0.720626,22757.98,0.956679,0.094693,0.173030,0.386053,1.610455,0.177306,25,1496154,1599639,8632083,10412,3385,2547,50,16219,3440,3175,74,11144,6208,4512,44,6151,2648,1806,2,6418,3143,2145,2,167,0,0,0,9066251284379413628,2154059633709946844,2154059633709946844,5578647540093607609,11679376382692854419,5324986273561466848,1765,1352,0,0,1907,1347
9,100,16675,8,10,0.985319,16923.45,0.510824,32643.32,0.409119,40758.35,0.448407,37187.24,0.550971,30264.74,0.425095,39226.51,0.745272,22374.39,1.007290,0.087626,0.180428,0.425095,1.700440,0.185285,19,1555888,1684063,8482509,10751,3428,2617,39,17728,3694,3434,59,11574,6397,4515,46,6320,2877,1998,4,7323,3616,2515,3,254,0,0,0,9690714261063681671,15230943299641145650,15230943299641145650,1777303770272914945,8244220736083130527,14482907684010082884,1908,1336,0,0,2284,1574
