batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,17175,8,10,0.920800,18652.25,0.459190,37402.80,0.393680,43626.75,0.467516,36736.70,0.510061,33672.43,0.388130,44250.69,0.705646,24339.39,0.931460,0.096117,0.182572,0.388130,1.598278,0.188199,20,1527943,2049743,8513351,10623,3401,2594,31,17416,3585,3353,40,11763,6512,4736,39,6017,2672,1850,3,7223,3420,2460,1,179,0,0,0,7492563281631761603,5033384789185522564,5033384789185522564,16763330670668123676,14361255041839425377,11114132453653753598,1790,1357,0,0,2192,1589
11,100,17921,8,10,0.905770,19785.37,0.461311,38848.00,0.384099,46657.25,0.455343,39357.14,0.488493,36686.32,0.375497,47726.05,0.738106,24279.72,0.929561,0.102473,0.191897,0.375497,1.599428,0.199903,19,1590450,2044835,8314334,12064,3938,2995,43,17848,4201,3801,61,13016,7291,5323,40,5859,2619,1742,0,6963,3247,2177,3,225,0,0,0,2491875668951503182,14699982648759344177,14699982648759344177,778999604140187300,17300249812676621151,3345570597796706629,2226,1608,0,0,2195,1463
12,100,16987,8,10,0.938536,18099.47,0.465532,36489.47,0.385203,44098.78,0.445897,38096.27,0.505643,33594.85,0.393468,43172.49,0.708770,23966.86,0.950341,0.118404,0.186270,0.393468,1.648484,0.184243,23,1552358,1772138,8340850,10320,3420,2582,37,16921,3554,3269,54,11500,6391,4576,43,6022,2671,1786,2,7111,3634,2521,1,168,0,0,0,12497154053472034141,12676623284844050995,12676623284844050995,11683425151731416422,10420998731611265943,14246533874151283024,1841,1372,0,0,2294,1599
13,100,15859,8,10,1.021124,15530.93,0.513681,30873.25,0.373386,42473.50,0.428256,37031.55,0.547061,28989.44,0.444653,35665.99,0.779381,20348.19,1.043389,0.102825,0.205041,0.444653,1.795908,0.176153,18,1652335,1794830,8739109,8887,3113,2295,66,14410,3348,3099,83,10904,6177,4456,34,5339,2487,1638,2,6843,3324,2393,2,237,0,0,0,4936276234304797675,5108429322599425090,5108429322599425090,16962774697707941805,8853635876802129340,13088723211405557366,1941,1505,0,0,2019,1447
14,100,16527,8,10,1.374675,12022.47,0.758773,21781.23,0.493854,33465.33,0.514164,32143.45,0.748413,22082.73,0.421667,39194.41,0.968257,17068.82,1.389672,0.092732,0.174483,0.421667,2.078554,0.183639,24,1467057,1576437,8474442,9200,3007,2182,66,11347,3366,2972,66,12511,6860,5141,37,5642,2607,1735,2,6408,3179,2108,1,184,0,0,0,4498985342474570422,16671188957242065597,16671188957242065597,8733327509953192242,6745979827381636003,18403649534669664695,2070,1661,0,0,1939,1304
15,100,17001,8,10,1.329994,12782.76,0.712488,23861.46,0.469377,36220.37,0.545171,31184.70,0.714651,23789.24,0.385642,44084.89,0.889276,19117.80,1.332511,0.099961,0.187703,0.385642,2.005817,0.193121,21,1510552,1778927,8381152,11403,3798,2845,35,10146,3361,2855,29,13287,7324,5720,46,5200,2399,1560,1,7145,3522,2498,0,134,0,0,0,6245922439938972308,13270407928430701178,13270407928430701178,16354472107837423680,16116411721811726635,6021561989065967796,2274,1802,0,0,2316,1651
16,100,16078,8,10,1.334151,12051.11,0.745774,21558.82,0.531939,30225.30,0.559179,28752.86,0.731750,21972.00,0.340492,47219.85,1.086844,14793.29,1.353595,0.091201,0.183333,0.340492,1.968622,0.171760,18,1441649,1565129,9077299,9113,3163,2343,44,10470,3147,2780,39,11859,6714,4948,50,5585,2536,1694,0,6614,3243,2203,3,242,0,0,0,12415473380632260829,9680002158339358741,9680002158339358741,6507142326095602646,3558028753452026808,1396320790818258349,2204,1706,0,0,2212,1519
17,100,16639,8,10,1.376032,12092.02,0.704403,23621.42,0.492648,33774.59,0.525703,31650.97,0.731678,22740.88,0.405435,41039.83,0.891950,18654.64,1.388730,0.114637,0.190000,0.405435,2.098803,0.209542,28,1579517,1726517,9854623,8806,3034,2106,60,9055,2739,2256,44,12380,7766,5764,45,5430,2581,1570,3,6798,3570,2249,0,162,0,0,0,12953889967018965222,6479305178860945379,6479305178860945379,9915522878828262370,9880588371882520278,16503854284810522173,3195,2437,0,0,2024,1298
18,100,16464,8,10,1.095149,15033.58,0.558254,29491.93,0.435035,37845.19,0.464442,35448.98,0.590338,27889.12,0.381350,43172.99,0.708086,23251.43,1.104517,0.092941,0.180618,0.381350,1.759426,0.188399,32,1486333,1592783,9454712,9919,3289,2420,59,15321,3551,3255,65,12130,6780,4951,41,5767,2594,1728,1,6150,3131,2064,2,129,0,0,0,8562143461666359035,6393202080229524428,6393202080229524428,12629285274995561239,1824879054723697730,5479778912299583197,2275,1722,0,0,1614,1035
19,100,15786,8,10,1.421837,11102.54,0.769240,20521.54,0.505802,31209.85,0.528870,29848.53,0.774885,20372.05,0.407363,38751.72,1.170459,13487.01,1.440057,0.092802,0.191026,0.407363,2.131248,0.166652,18,1540794,1725214,8498128,8845,2976,2200,68,10435,3307,2927,52,11173,6355,4853,47,4404,2042,1319,1,6435,3297,2246,3,98,0,0,0,2690607873717337775,16557226182013594291,16557226182013594291,16286267447282853336,14469850128911952203,10567914842952297463,2417,1979,0,0,2266,1519
