batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,18072,8,10,1.018687,17740.49,0.435383,41508.25,0.378572,47737.35,0.462992,39033.11,0.535800,33728.97,0.415712,43472.36,0.751277,24055.05,0.912572,0.154328,0.334893,0.415712,1.817506,0.271741,20,2130932,3240912,9699106,11440,0,0,0,18018,0,0,0,9495,0,0,0,5016,0,0,0,5382,0,0,0,221,0,0,0,1430532967664384526,12413065869334957254,12413065869334957254,1461490428528529658,2259519614404274831,16166866146743104358,0,0,0,0,0,0
1,100,17248,8,10,0.909246,18969.57,0.417285,41333.91,0.364034,47380.15,0.443831,38861.61,0.502265,34340.47,0.456054,37820.05,0.650389,26519.53,0.914524,0.144877,0.292923,0.456054,1.808379,0.253658,19,2059574,2205004,9045600,10343,0,0,0,16672,0,0,0,9736,0,0,0,4914,0,0,0,4587,0,0,0,204,0,0,0,4130579488724180108,10428086648867717756,10428086648867717756,992257602238164445,4421934307489061907,10001545694717847885,0,0,0,0,0,0
2,100,17320,8,10,1.124705,15399.60,0.646184,26803.49,0.522867,33125.08,0.512963,33764.64,0.705927,24535.12,0.539024,32132.13,0.877036,19748.33,1.138283,0.153756,0.298069,0.539024,2.129133,0.249964,21,2149430,2314675,8755758,12554,0,0,0,17640,0,0,0,11193,0,0,0,5899,0,0,0,6320,0,0,0,189,0,0,0,7898889672829380152,13739408183138436041,13739408183138436041,12172058767698627269,8239538218113529793,9848535875795032510,0,0,0,0,0,0
3,100,17430,8,10,0.913417,19082.19,0.458350,38027.67,0.399736,43603.74,0.467406,37290.89,0.529319,32929.08,0.410868,42422.34,0.691096,25220.82,0.921278,0.143185,0.284373,0.410868,1.759704,0.252197,21,2121121,2296546,7997905,12096,0,0,0,19252,0,0,0,10378,0,0,0,5541,0,0,0,5728,0,0,0,257,0,0,0,9211652975767646501,13063786808960319444,13063786808960319444,6737284926146220251,13270574854966571966,15619100615596586961,0,0,0,0,0,0
4,100,17481,8,10,1.030615,16961.72,0.544529,32102.98,1.102086,15861.74,1.063746,16433.43,0.620169,28187.46,0.475070,36796.69,0.776999,22498.10,1.041268,0.153823,0.308792,0.475070,1.978952,0.256190,20,2085754,2241304,8501489,11122,0,0,0,0,0,0,0,0,0,0,0,5639,0,0,0,6119,0,0,0,252,0,0,0,12131714585237044430,4038005661376506925,12131714585237044430,9622113061257539236,3784389400447845272,15292687672863287833,0,0,0,0,0,0
5,100,16498,8,10,0.921205,17909.16,0.471969,34955.68,0.396092,41651.98,0.450446,36625.93,0.543986,30328.00,0.397668,41486.90,0.665988,24772.22,0.932837,0.123222,0.283467,0.397668,1.737194,0.218950,18,1989120,2099795,8771725,10517,0,0,0,17990,0,0,0,10015,0,0,0,5839,0,0,0,5882,0,0,0,213,0,0,0,124904962644781975,9743398882811414120,9743398882811414120,4529552303737285659,14134946355974111296,83862109412190468,0,0,0,0,0,0
6,100,16403,8,10,0.982751,16690.90,0.475829,34472.49,0.374361,43816.01,0.459562,35692.68,0.548798,29888.94,0.407323,40270.25,0.712211,23031.10,0.977093,0.124051,0.313354,0.407323,1.821821,0.237208,18,1996279,2146014,7947003,10284,0,0,0,16754,0,0,0,9217,0,0,0,4789,0,0,0,5383,0,0,0,209,0,0,0,11061162961821425992,10301620130713651826,10301620130713651826,11369676348735476538,11427798950736981384,2895021414066339196,0,0,0,0,0,0
7,100,17219,8,10,0.928163,18551.71,0.456730,37700.61,0.390616,44081.68,0.463517,37148.62,0.543399,31687.59,0.425188,40497.34,0.692254,24873.83,0.927483,0.163055,0.309179,0.425188,1.824905,0.244006,22,2059526,2240441,8618595,11717,0,0,0,17933,0,0,0,9799,0,0,0,5417,0,0,0,5842,0,0,0,198,0,0,0,4346904379706324807,13026902075663190717,13026902075663190717,3141527499080803412,5660357036107218793,12078405730224226247,0,0,0,0,0,0
8,100,16400,8,10,0.958114,17116.97,0.485749,33762.32,0.367436,44633.68,0.430765,38071.81,0.563325,29112.86,0.399246,41077.46,0.712347,23022.50,0.970006,0.121353,0.257173,0.399246,1.747777,0.223255,25,1972866,2098376,8632083,10278,0,0,0,16036,0,0,0,9202,0,0,0,5232,0,0,0,5161,0,0,0,166,0,0,0,9066251284379413628,2154059633709946844,2154059633709946844,5578647540093607609,12940574610629372433,5131294450007558655,0,0,0,0,0,0
9,100,16675,8,10,1.007920,16543.98,0.501826,33228.65,0.405364,41135.84,0.470897,35411.17,0.567657,29375.15,0.433266,38486.79,0.736947,22627.12,1.012341,0.120118,0.265564,0.433266,1.831289,0.240982,24,2066686,2221001,8482509,10619,0,0,0,17353,0,0,0,9635,0,0,0,5301,0,0,0,5587,0,0,0,211,0,0,0,9690714261063681671,15230943299641145650,15230943299641145650,1777303770272914945,4739318279646135636,14357341235718536801,0,0,0,0,0,0
10,100,17175,8,10,0.923623,18595.25,0.451442,38044.74,0.397427,43215.53,0.463019,37093.47,0.534999,32102.84,0.411876,41699.49,0.707973,24259.40,0.937430,0.128240,0.262788,0.411876,1.740334,0.236739,23,2040386,2584916,8513351,10541,0,0,0,17282,0,0,0,9612,0,0,0,5365,0,0,0,6184,0,0,0,173,0,0,0,7492563281631761603,5033384789185522564,5033384789185522564,16763330670668123676,15834393511376087961,6047593932763814773,0,0,0,0,0,0
