batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,18072,8,10,1.022117,17680.95,0.435137,41531.77,0.385613,46865.59,0.469826,38465.27,0.526750,34308.49,0.412089,43854.59,0.760958,23749.02,0.913698,0.135027,0.291952,0.412089,1.752766,0.210424,21,1623060,2705410,9699106,11417,0,0,0,18093,0,0,0,11631,0,0,0,5822,0,0,0,6637,0,0,0,242,0,0,0,1430532967664384526,12413065869334957254,12413065869334957254,1461490428528529658,13937591477085421156,14819708939222048278,0,0,0,0,0,0
1,100,17248,8,10,0.899437,19176.44,0.421493,40921.17,0.360705,47817.48,0.440764,39132.05,0.494877,34853.08,0.387963,44457.85,0.658553,26190.74,0.898840,0.126105,0.250330,0.387963,1.663238,0.200577,22,1568505,1690185,9045600,10453,0,0,0,16657,0,0,0,11814,0,0,0,5724,0,0,0,6547,0,0,0,207,0,0,0,4130579488724180108,10428086648867717756,10428086648867717756,992257602238164445,12111437897044895854,10618034756388649362,0,0,0,0,0,0
2,100,17320,8,10,1.120322,15459.84,0.644610,26868.96,0.505099,34290.31,0.510136,33951.74,0.697143,24844.27,0.521327,33222.89,0.882824,19618.87,1.134891,0.135969,0.272657,0.521327,2.064845,0.199522,19,1645203,1784243,8755758,12615,0,0,0,18075,0,0,0,12701,0,0,0,6574,0,0,0,8192,0,0,0,178,0,0,0,7898889672829380152,13739408183138436041,13739408183138436041,12172058767698627269,11222043400412207646,14048009188646292182,0,0,0,0,0,0
3,100,17430,8,10,0.946441,18416.36,0.458517,38013.89,0.398953,43689.40,0.464295,37540.78,0.528782,32962.55,0.424513,41058.85,0.715329,24366.41,0.952420,0.111692,0.272179,0.424513,1.760803,0.200872,20,1620072,1765077,7997905,12228,0,0,0,19602,0,0,0,11869,0,0,0,6499,0,0,0,7408,0,0,0,266,0,0,0,9211652975767646501,13063786808960319444,13063786808960319444,6737284926146220251,6910983535760377661,2693169927934114308,0,0,0,0,0,0
4,100,17481,8,10,1.034286,16901.52,0.545310,32056.98,1.104112,15832.63,1.077272,16227.10,0.610176,28649.09,0.466799,37448.67,0.785988,22240.80,1.040083,0.117310,0.257127,0.466799,1.881318,0.201077,20,1585551,1713676,8501489,11352,0,0,0,0,0,0,0,0,0,0,0,6466,0,0,0,7491,0,0,0,257,0,0,0,12131714585237044430,4038005661376506925,12131714585237044430,9622113061257539236,2014627499228862441,3228345204642697068,0,0,0,0,0,0
5,100,16498,8,10,0.929843,17742.79,0.469967,35104.56,0.394529,41816.99,0.458523,35980.74,0.533239,30939.21,0.392206,42064.63,0.674054,24475.79,0.932031,0.117185,0.268975,0.392206,1.710397,0.174649,16,1512105,1598660,8771725,10482,0,0,0,17607,0,0,0,12123,0,0,0,6948,0,0,0,7410,0,0,0,215,0,0,0,124904962644781975,9743398882811414120,9743398882811414120,4529552303737285659,9623980918722497409,3288729658500030241,0,0,0,0,0,0
6,100,16403,8,10,0.956326,17152.10,0.474744,34551.27,0.379326,43242.50,0.458767,35754.51,0.544782,30109.31,0.408007,40202.78,0.713762,22981.04,0.954296,0.117820,0.258872,0.408007,1.738995,0.179042,18,1518567,1636897,7947003,10512,0,0,0,17099,0,0,0,11372,0,0,0,5669,0,0,0,7043,0,0,0,189,0,0,0,11061162961821425992,10301620130713651826,10301620130713651826,11369676348735476538,7087603275939308024,995006849725366061,0,0,0,0,0,0
7,100,17219,8,10,0.925537,18604.33,0.461105,37342.87,0.379373,45388.03,0.463980,37111.50,0.526318,32715.98,0.409476,42051.26,0.702367,24515.66,0.922634,0.123935,0.244368,0.409476,1.700413,0.191920,22,1558270,1710125,8618595,11551,0,0,0,18372,0,0,0,11484,0,0,0,6279,0,0,0,7489,0,0,0,192,0,0,0,4346904379706324807,13026902075663190717,13026902075663190717,3141527499080803412,3957969528489805933,13851720993492955383,0,0,0,0,0,0
8,100,16400,8,10,0.957949,17119.92,0.499559,32828.93,0.362020,45301.37,0.419558,39088.80,0.555870,29503.32,0.392349,41799.47,0.716824,22878.70,0.958070,0.110050,0.221329,0.392349,1.681798,0.177831,25,1495964,1599639,8632083,10255,0,0,0,16302,0,0,0,10740,0,0,0,6005,0,0,0,6112,0,0,0,167,0,0,0,9066251284379413628,2154059633709946844,2154059633709946844,5578647540093607609,17531491824725715159,5324986273561466848,0,0,0,0,0,0
9,100,16675,8,10,1.001664,16647.29,0.506355,32931.43,0.404381,41235.83,0.450386,37023.80,0.561911,29675.49,0.414522,40227.07,0.749654,22243.58,1.005006,0.110739,0.239615,0.414522,1.769881,0.184697,19,1555728,1684063,8482509,10735,0,0,0,17253,0,0,0,10831,0,0,0,6176,0,0,0,6739,0,0,0,254,0,0,0,9690714261063681671,15230943299641145650,15230943299641145650,1777303770272914945,18280138531623130200,14482907684010082884,0,0,0,0,0,0
