batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,14225,8,10,0.639756,22235.06,0.312210,45562.24,0.234175,60745.20,0.278696,51041.34,0.370237,38421.31,0.285138,49888.20,0.491249,28956.79,0.656031,0.105705,0.230354,0.285138,1.277227,0.165875,16,1589401,1735256,10192203,6261,2316,1577,170,9686,2625,2327,166,6608,3842,2969,0,2771,1407,845,2,3518,1950,1262,0,53,0,0,0,15307593580181666499,14425788877480096252,14425788877480096252,10380199479191706710,15427712834080495307,8333532001654697994,1330,1088,0,0,1442,944
11,100,14412,8,10,0.630242,22867.41,0.317031,45459.27,0.243003,59307.84,0.287379,50149.73,0.373895,38545.56,0.270601,53259.14,0.501113,28759.95,0.648398,0.114518,0.231247,0.270601,1.264763,0.172628,19,1715076,1899111,8908297,7586,2709,1832,485,11746,3116,2758,486,6743,3744,2836,0,2990,1502,876,0,3731,2009,1293,15,75,0,0,0,15765767866173500617,15863504748350047107,15863504748350047107,8253787167374055303,379519511887576875,10601985899244325359,1284,1050,0,0,1375,912
12,100,13180,8,10,0.635790,20730.11,0.310274,42478.61,0.221241,59572.99,0.276217,47716.16,0.366081,36002.96,0.266812,49398.12,0.474778,27760.33,0.647770,0.120329,0.256744,0.266812,1.291654,0.142572,18,1701789,1783149,8842488,5162,1988,1319,58,8530,2216,1976,58,6795,3871,3060,0,2691,1318,789,0,3551,1892,1248,1,64,0,0,0,10465434070103503433,18260015632367671100,18260015632367671100,1370316325450726977,16733598801833239680,9645000892826799909,1470,1252,0,0,1357,890
13,100,14450,8,10,0.661566,21842.13,0.305724,47264.80,0.250452,57695.73,0.298653,48383.96,0.372463,38795.83,0.271303,53261.55,0.487159,29661.77,0.679476,0.112408,0.236929,0.271303,1.300115,0.184318,20,1739653,1871123,9592941,7047,2611,1840,51,10600,2840,2561,49,8090,4537,3557,0,3763,1784,1128,0,4041,2220,1357,2,73,0,0,0,17232320025699932700,5912932714344454193,5912932714344454193,8509657285768987762,8792246570341496361,13218426876910226091,1510,1256,0,0,1483,884
14,100,14110,8,10,0.793572,17780.36,0.398681,35391.71,0.903397,15618.83,0.897007,15730.09,0.475890,29649.71,0.325982,43284.57,0.582892,24206.89,0.805215,0.126440,0.297547,0.325982,1.555184,0.166278,19,1869792,2012122,9045153,7450,2652,1932,70,0,0,0,0,0,0,0,0,4196,1966,1247,1,4280,2244,1393,0,105,0,0,0,5693410859241076737,3369918934485571140,5693410859241076737,13817315250285446360,11997866903163722404,720024417129573569,0,0,0,0,1525,951
15,100,13388,8,10,0.652557,20516.21,0.324485,41259.28,0.265057,50509.83,0.315187,42476.35,0.382001,35047.06,0.281944,47484.54,0.463666,28874.22,0.670410,0.108883,0.252795,0.281944,1.314032,0.150212,15,1683091,1772536,8443671,5637,2091,1495,43,10651,2414,2303,47,7127,3905,2982,0,3711,1747,1114,0,4771,2535,1661,4,55,0,0,0,12623392605028902801,16382584326935043948,16382584326935043948,9767861672858594256,15134116130569089859,14345301329366278973,1360,1139,0,0,1855,1227
16,100,14314,8,10,0.713624,20058.19,0.370782,38604.94,0.309806,46203.17,0.341149,41958.15,0.406370,35224.05,0.331527,43175.91,0.524190,27306.91,0.729425,0.119143,0.236328,0.331527,1.416423,0.169949,19,1749442,1874177,11725657,7070,2540,1779,46,12433,2828,2645,58,8364,4438,3482,0,4316,2007,1294,3,5133,2776,1779,3,173,0,0,0,2441452051690704883,4743912956221617228,4743912956221617228,1903491953041522788,3494547249410131220,1691612302393833971,1433,1193,0,0,1916,1269
17,100,14382,8,10,0.664720,21636.16,0.327820,43871.66,0.825341,17425.53,0.851741,16885.41,0.399122,36034.08,0.308676,46592.55,0.472782,30419.95,0.681424,0.122999,0.252171,0.308676,1.365271,0.170978,20,1849014,1970549,8682847,7680,2747,1996,104,0,0,0,0,0,0,0,0,4451,2099,1389,0,4637,2547,1607,2,97,0,0,0,14841087524433724176,11066600469467807426,14841087524433724176,3010830788711583772,6617322195134755251,2598644740625238609,0,0,0,0,1694,1080
18,100,14191,8,10,0.717772,19770.91,0.373312,38013.73,0.295135,48083.06,0.344609,41180.05,0.428980,33080.82,0.336638,42155.10,0.542635,26151.99,0.736773,0.119028,0.249146,0.336638,1.441586,0.162968,20,1822273,2140843,8115586,7529,2630,1938,105,13531,2878,2690,103,7765,4162,3113,0,4199,1932,1249,0,4567,2323,1512,3,88,0,0,0,14032979804786766536,7926734587855905079,7926734587855905079,11481927878235779113,3447530671439641652,9473792812407917069,1266,1006,0,0,1567,992
19,100,14870,8,10,0.787401,18884.90,0.412212,36073.69,0.326098,45599.81,0.398265,37336.93,0.481498,30882.78,0.356366,41726.75,0.611771,24306.49,0.807008,0.128737,0.245779,0.356366,1.537889,0.182046,28,1939160,2057835,9397807,8369,2955,2185,145,14395,3179,2972,127,8164,4620,3427,0,4924,2270,1491,0,4594,2468,1549,0,174,0,0,0,1549004920965126961,13223983116289662379,13223983116289662379,15271184425258728223,11868994361510510745,9201632259386352061,1412,1172,0,0,1496,987
