batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,14635,8,10,0.896000,16333.70,0.534482,27381.67,0.442198,33096.04,0.394119,37133.45,0.595438,24578.54,0.425972,34356.75,0.692339,21138.48,0.922819,0.122080,0.296067,0.425972,1.766938,0.166141,17,1766808,1941383,22094225,9087,0,0,0,16386,0,0,0,8520,0,0,0,5848,0,0,0,6904,0,0,0,120,0,0,0,18111129282136864069,16261080356400210771,16261080356400210771,11107107755229032479,7664596691699940037,16919633628257972101,0,0,0,0,0,0
1,100,14705,8,10,0.756945,19426.79,0.405092,36300.39,0.328045,44826.20,0.382805,38413.78,0.469445,31324.21,0.330078,44550.13,0.574676,25588.33,0.764434,0.116345,0.239526,0.330078,1.450382,0.166009,17,1696974,2012634,20187281,8697,0,0,0,14974,0,0,0,8545,0,0,0,4800,0,0,0,5743,0,0,0,107,0,0,0,9000018135908271896,6723795891784292468,6723795891784292468,5259523344058782267,16784617504238369632,236669536858407794,0,0,0,0,0,0
2,100,13744,8,10,0.776247,17705.71,0.450109,30534.81,0.365490,37604.27,0.381747,36002.91,0.497958,27600.75,0.340168,40403.53,0.583557,23552.09,0.804838,0.099412,0.233601,0.340168,1.478019,0.147070,21,1606769,1929289,23846738,8328,0,0,0,14525,0,0,0,8861,0,0,0,5523,0,0,0,6235,0,0,0,105,0,0,0,10220326392778295776,5065984277857055916,5065984277857055916,9561297146667156146,16265416915169026209,8953103660135846580,0,0,0,0,0,0
3,100,13339,8,10,0.919945,14499.78,0.611694,21806.66,0.514034,25949.63,0.424555,31418.78,0.669440,19925.62,0.344562,38712.87,0.721179,18496.11,0.927511,0.115149,0.214359,0.344562,1.601581,0.142020,21,1620285,1714910,27449382,8955,0,0,0,16293,0,0,0,8981,0,0,0,5607,0,0,0,5786,0,0,0,87,0,0,0,3519313317099163269,15508550740924659546,15508550740924659546,3335811462863732833,15120401330575401244,15252580668176233436,0,0,0,0,0,0
4,100,13302,8,10,0.828093,16063.41,0.470451,28274.98,0.394474,33720.82,0.422415,31490.34,0.525121,25331.32,0.296633,44843.37,0.606541,21930.93,0.829836,0.093732,0.207770,0.296633,1.427971,0.139356,23,1512529,1582124,22869434,8336,0,0,0,14592,0,0,0,8406,0,0,0,5488,0,0,0,5353,0,0,0,70,0,0,0,12581275282157189482,15050661091968202056,15050661091968202056,158337216414622080,13116125581295316743,17054653257485178665,0,0,0,0,0,0
5,100,15419,8,10,0.842097,18310.24,0.529585,29115.23,0.371359,41520.48,0.379521,40627.51,0.564464,27316.19,0.351273,43894.67,0.692165,22276.49,0.852337,0.110336,0.235339,0.351273,1.549286,0.193060,17,1704870,1999360,20117251,10576,0,0,0,15126,0,0,0,9081,0,0,0,5236,0,0,0,5775,0,0,0,70,0,0,0,15384952364892125095,10207557416939216461,10207557416939216461,6446403440801708138,889320969465168719,16956560707048985289,0,0,0,0,0,0
6,100,15541,8,10,0.822868,18886.37,0.494265,31442.67,0.417721,37204.26,0.368462,42178.06,0.555242,27989.62,0.431157,36044.91,0.683552,22735.66,0.838258,0.114634,0.242003,0.431157,1.626051,0.199223,22,1774448,2103738,11734392,9156,0,0,0,15437,0,0,0,8561,0,0,0,5456,0,0,0,6179,0,0,0,74,0,0,0,13420583423186344780,2294733371085494131,2294733371085494131,13377165188986900438,5902232750792767198,15307422220423773351,0,0,0,0,0,0
7,100,14202,8,10,0.689130,20608.59,0.369866,38397.73,0.295080,48129.33,0.328008,43297.70,0.425347,33389.19,0.309424,45898.21,0.534486,26571.33,0.701937,0.105419,0.248669,0.309424,1.365449,0.151925,17,1627141,1898166,13564975,7403,0,0,0,13306,0,0,0,7978,0,0,0,4688,0,0,0,5404,0,0,0,98,0,0,0,14267620282648399980,8887842914046754239,8887842914046754239,10580157487357107558,13469519322445181533,1500952928710189107,0,0,0,0,0,0
8,100,13584,8,10,0.747687,18168.04,0.370698,36644.35,0.294309,46155.58,0.336596,40356.95,0.428530,31699.03,0.321827,42209.02,0.523857,25930.74,0.759230,0.107773,0.226621,0.321827,1.415451,0.147237,23,1631503,1688633,17832872,7145,0,0,0,13223,0,0,0,8092,0,0,0,4677,0,0,0,4824,0,0,0,100,0,0,0,12177246722060402814,1716622752997557053,1716622752997557053,13266003745347935784,97943510964702588,10269736437138603867,0,0,0,0,0,0
9,100,14206,8,10,0.785570,18083.67,0.395346,35933.12,0.293898,48336.55,0.342156,41519.04,0.447891,31717.52,0.297356,47774.38,0.572261,24824.33,0.796122,0.109420,0.233641,0.297356,1.436539,0.159844,20,1652951,1758761,15988339,7659,0,0,0,13198,0,0,0,7911,0,0,0,4515,0,0,0,5069,0,0,0,82,0,0,0,17025451624199801075,5153805153840347514,5153805153840347514,2134703549142460168,14144589374453892123,2113341513104530759,0,0,0,0,0,0
