batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,18072,8,10,1.027790,17583.35,0.436400,41411.55,0.381173,47411.53,0.461122,39191.36,0.525693,34377.50,0.417906,43244.17,0.753864,23972.48,0.923162,0.144167,0.334400,0.417906,1.819635,0.269301,20,2130932,3240912,9699106,11890,0,0,0,18271,0,0,0,9558,0,0,0,5019,0,0,0,5505,0,0,0,221,0,0,0,1430532967664384526,12413065869334957254,12413065869334957254,1461490428528529658,2259519614404274831,16166866146743104358,0,0,0,0,0,0
1,100,17248,8,10,0.904781,19063.17,0.420009,41065.83,0.359158,48023.38,0.441862,39034.84,0.499440,34534.70,0.449995,38329.35,0.647987,26617.82,0.904344,0.140615,0.292041,0.449995,1.786995,0.253526,19,2059574,2205004,9045600,10490,0,0,0,16667,0,0,0,9784,0,0,0,5075,0,0,0,4460,0,0,0,204,0,0,0,4130579488724180108,10428086648867717756,10428086648867717756,992257602238164445,4421934307489061907,10001545694717847885,0,0,0,0,0,0
2,100,17320,8,10,1.117071,15504.83,0.642678,26949.73,0.512515,33794.15,0.519764,33322.83,0.706782,24505.42,0.535418,32348.58,0.879102,19701.93,1.136117,0.156000,0.289063,0.535418,2.116597,0.250314,21,2149430,2314675,8755758,12736,0,0,0,18253,0,0,0,11295,0,0,0,5829,0,0,0,6309,0,0,0,189,0,0,0,7898889672829380152,13739408183138436041,13739408183138436041,12172058767698627269,8239538218113529793,9848535875795032510,0,0,0,0,0,0
3,100,17430,8,10,0.922627,18891.71,0.456246,38203.07,0.395688,44049.83,0.462276,37704.73,0.528144,33002.37,0.418995,41599.57,0.695611,25057.09,0.925590,0.143138,0.285499,0.418995,1.773223,0.256233,21,2121121,2296546,7997905,12072,0,0,0,19830,0,0,0,10490,0,0,0,5546,0,0,0,5813,0,0,0,257,0,0,0,9211652975767646501,13063786808960319444,13063786808960319444,6737284926146220251,13270574854966571966,15619100615596586961,0,0,0,0,0,0
4,100,17481,8,10,1.023665,17076.87,0.545359,32054.13,1.094343,15973.97,1.062670,16450.08,0.617648,28302.53,0.469714,37216.28,0.765646,22831.70,1.037444,0.152630,0.315330,0.469714,1.975118,0.256220,20,2085754,2241304,8501489,11465,0,0,0,0,0,0,0,0,0,0,0,5556,0,0,0,6081,0,0,0,252,0,0,0,12131714585237044430,4038005661376506925,12131714585237044430,9622113061257539236,3784389400447845272,15292687672863287833,0,0,0,0,0,0
5,100,16498,8,10,0.920962,17913.87,0.471050,35023.85,0.419015,39373.27,0.451693,36524.84,0.547174,30151.28,0.408093,40427.10,0.663733,24856.38,0.934278,0.122243,0.283671,0.408093,1.748284,0.221844,18,1989120,2099795,8771725,10789,0,0,0,17555,0,0,0,10245,0,0,0,6110,0,0,0,5885,0,0,0,213,0,0,0,124904962644781975,9743398882811414120,9743398882811414120,4529552303737285659,14134946355974111296,83862109412190468,0,0,0,0,0,0
6,100,16403,8,10,0.953029,17211.45,0.472409,34722.06,0.378819,43300.41,0.454316,36104.86,0.553717,29623.42,0.410163,39991.40,0.700703,23409.36,0.956679,0.124726,0.289110,0.410163,1.780679,0.226277,18,1996279,2146014,7947003,10279,0,0,0,17002,0,0,0,9128,0,0,0,4834,0,0,0,5391,0,0,0,209,0,0,0,11061162961821425992,10301620130713651826,10301620130713651826,11369676348735476538,11427798950736981384,2895021414066339196,0,0,0,0,0,0
7,100,17219,8,10,0.908745,18948.11,0.454539,37882.30,0.382321,45038.05,0.469438,36680.04,0.539288,31929.16,0.427037,40322.00,0.686846,25069.68,0.929936,0.128724,0.274383,0.427037,1.760080,0.244033,22,2059526,2240441,8618595,11739,0,0,0,18348,0,0,0,9655,0,0,0,5275,0,0,0,5899,0,0,0,198,0,0,0,4346904379706324807,13026902075663190717,13026902075663190717,3141527499080803412,5660357036107218793,12078405730224226247,0,0,0,0,0,0
8,100,16400,8,10,0.952345,17220.64,0.494781,33145.97,0.364121,45040.02,0.431564,38001.33,0.565767,28987.19,0.403185,40676.08,0.714199,22962.79,0.962136,0.124131,0.249129,0.403185,1.738582,0.222963,25,1972866,2098376,8632083,10367,0,0,0,16414,0,0,0,9148,0,0,0,5267,0,0,0,5058,0,0,0,166,0,0,0,9066251284379413628,2154059633709946844,2154059633709946844,5578647540093607609,12940574610629372433,5131294450007558655,0,0,0,0,0,0
9,100,16675,8,10,0.994368,16769.45,0.501159,33272.87,0.393735,42350.82,0.448275,37198.18,0.567133,29402.30,0.431308,38661.50,0.736298,22647.09,1.004243,0.124260,0.260033,0.431308,1.819844,0.234454,24,2066686,2221001,8482509,10439,0,0,0,17262,0,0,0,9203,0,0,0,5362,0,0,0,5789,0,0,0,211,0,0,0,9690714261063681671,15230943299641145650,15230943299641145650,1777303770272914945,4739318279646135636,14357341235718536801,0,0,0,0,0,0
