batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,17175,8,10,0.936714,18335.37,0.448472,38296.66,0.395533,43422.46,0.463496,37055.31,0.534263,32147.06,0.415365,41349.18,0.699525,24552.37,0.947203,0.128042,0.273117,0.415365,1.763728,0.236302,23,2040386,2584916,8513351,10664,0,0,0,17226,0,0,0,9793,0,0,0,5402,0,0,0,6154,0,0,0,173,0,0,0,7492563281631761603,5033384789185522564,5033384789185522564,16763330670668123676,15834393511376087961,6047593932763814773,0,0,0,0,0,0
11,100,17921,8,10,0.921396,19449.84,0.446282,40156.22,0.370683,48345.83,0.446131,40169.78,0.513683,34887.29,0.375246,47757.99,0.721535,24837.31,0.939719,0.134000,0.278999,0.375246,1.727964,0.252186,20,2111794,2594649,8314334,11758,0,0,0,18126,0,0,0,10451,0,0,0,4820,0,0,0,5173,0,0,0,181,0,0,0,2491875668951503182,14699982648759344177,14699982648759344177,778999604140187300,2215082669636682652,4605631442435494788,0,0,0,0,0,0
12,100,16987,8,10,0.939435,18082.15,0.448058,37912.52,0.372482,45604.83,0.459476,36970.41,0.532321,31911.18,0.398121,42667.93,0.695511,24423.78,0.945369,0.130454,0.283695,0.398121,1.757638,0.233706,21,2065211,2310976,8340850,10324,0,0,0,16906,0,0,0,8787,0,0,0,4990,0,0,0,4922,0,0,0,182,0,0,0,12497154053472034141,12676623284844050995,12676623284844050995,11683425151731416422,17953444244696650415,14664255576014933869,0,0,0,0,0,0
13,100,15859,8,10,1.027938,15427.98,0.497896,31852.06,0.368019,43092.83,0.421604,37615.90,0.578217,27427.42,0.414125,38295.23,0.776933,20412.30,1.046533,0.143162,0.300087,0.414125,1.903907,0.222095,19,2137978,2305768,8739109,8923,0,0,0,14485,0,0,0,8596,0,0,0,4567,0,0,0,5768,0,0,0,176,0,0,0,4936276234304797675,5108429322599425090,5108429322599425090,16962774697707941805,9849078346395829172,5935379699802335054,0,0,0,0,0,0
14,100,16527,8,10,1.385278,11930.45,0.738172,22389.10,0.490977,33661.48,0.544070,30376.62,0.782058,21132.71,0.430166,38420.09,1.099408,15032.64,1.393173,0.125495,0.289121,0.430166,2.237953,0.233764,23,1951887,2084717,8474442,9440,0,0,0,11032,0,0,0,10253,0,0,0,4844,0,0,0,5292,0,0,0,222,0,0,0,4498985342474570422,16671188957242065597,16671188957242065597,8733327509953192242,6467973754385835528,17033091007579086946,0,0,0,0,0,0
15,100,17001,8,10,1.324742,12833.44,0.715407,23764.10,0.461360,36849.74,0.536715,31676.05,0.741110,22939.92,0.402958,42190.48,1.072424,15852.87,1.336218,0.122757,0.265708,0.402958,2.127641,0.242602,21,1994338,2283358,8381152,11154,0,0,0,10200,0,0,0,10378,0,0,0,4584,0,0,0,5052,0,0,0,158,0,0,0,6245922439938972308,13270407928430701178,13270407928430701178,16354472107837423680,18295945146909249628,3006283563637803566,0,0,0,0,0,0
16,100,16078,8,10,1.359984,11822.20,0.740772,21704.37,0.522475,30772.78,0.580784,27683.26,0.755709,21275.39,0.370927,43345.41,1.079712,14891.01,1.356323,0.142876,0.275701,0.370927,2.145828,0.215407,18,1908527,2049567,9077299,8965,0,0,0,10359,0,0,0,9360,0,0,0,4752,0,0,0,5199,0,0,0,133,0,0,0,12415473380632260829,9680002158339358741,9680002158339358741,6507142326095602646,15728630708002662589,566007126441162266,0,0,0,0,0,0
17,100,16639,8,10,1.412283,11781.63,0.699403,23790.29,0.492897,33757.59,0.541242,30742.27,0.752850,22101.35,0.412196,40366.73,1.073622,15498.00,1.413786,0.149701,0.261711,0.412196,2.237393,0.256255,30,2069676,2241281,9854623,8563,0,0,0,9273,0,0,0,10486,0,0,0,4900,0,0,0,5230,0,0,0,169,0,0,0,12953889967018965222,6479305178860945379,6479305178860945379,9915522878828262370,9479116530413707720,5114126962491109899,0,0,0,0,0,0
18,100,16464,8,10,1.080825,15232.81,0.551815,29836.11,0.419445,39251.91,0.456330,36079.15,0.604340,27242.96,0.388106,42421.43,0.820927,20055.37,1.096565,0.127296,0.262533,0.388106,1.874500,0.248691,29,1965884,2096819,9454712,9874,0,0,0,15700,0,0,0,10018,0,0,0,4988,0,0,0,5100,0,0,0,159,0,0,0,8562143461666359035,6393202080229524428,6393202080229524428,12629285274995561239,283286168435958262,15969896431071408216,0,0,0,0,0,0
19,100,15786,8,10,1.443302,10937.42,0.757689,20834.39,0.496497,31794.78,0.537848,29350.30,0.796543,19818.13,0.414410,38092.68,1.163823,13563.92,1.452754,0.126577,0.284929,0.414410,2.278671,0.209806,18,1982115,2183520,8498128,8342,0,0,0,10300,0,0,0,8593,0,0,0,3736,0,0,0,4430,0,0,0,122,0,0,0,2690607873717337775,16557226182013594291,16557226182013594291,16286267447282853336,9245802244936678608,18366260033610819173,0,0,0,0,0,0
