batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
10,100,14594,8,10,0.927340,15737.49,0.565746,25796.04,0.417317,34971.05,0.459778,31741.43,0.629815,23171.87,0.396487,36808.26,0.700207,20842.39,0.942019,0.121349,0.272401,0.396487,1.732255,0.175029,18,1811517,1901357,14229602,8652,2983,2228,56,14408,3364,3173,57,8804,4303,3278,0,5718,2398,1727,0,6292,2931,2151,1,88,0,0,0,4501445705733826870,15603775671172433616,15603775671172433616,6527801541459544938,11426740157933037645,6392937719400868747,1039,841,0,0,1937,1406
11,100,14306,8,10,1.433366,9980.70,1.067178,13405.45,0.964641,14830.39,0.989501,14457.79,1.121754,12753.24,0.647211,22104.07,1.205195,11870.28,1.460664,0.113947,0.232162,0.647211,2.453984,0.163192,29,1755208,1820933,14228816,7815,2632,1958,50,13086,3634,3491,53,9143,4569,3506,0,5106,2120,1424,0,5332,2442,1650,1,67,0,0,0,990859956850139487,913926792460518183,913926792460518183,1378853760927812122,7054548086877290790,16480279064036088907,1307,1063,0,0,1435,957
12,100,14637,8,10,0.928503,15764.09,0.527578,27743.76,0.451049,32450.99,0.476447,30721.12,0.555946,26328.11,0.413649,35385.10,0.676027,21651.50,0.922853,0.111122,0.256556,0.413649,1.704179,0.164784,17,1665924,1754179,18734012,7018,2558,1828,40,11619,3174,2972,50,8567,4379,3368,0,4475,2024,1381,0,5191,2546,1746,0,122,0,0,0,2103018990469387510,117629602573646687,117629602573646687,6250066733135269418,9998992543612342960,11062148369262993346,1216,969,0,0,1871,1279
13,100,19445,8,10,0.955903,20342.01,0.561595,34624.60,0.503923,38587.28,0.508124,38268.21,0.629062,30911.09,0.453397,42887.37,0.850921,22851.71,0.972560,0.119234,0.283933,0.453397,1.829124,0.233115,21,1832328,2717133,18248307,8618,2813,2080,47,13810,3815,3598,56,8681,4415,3334,0,5161,2157,1478,0,5547,2686,1890,3,111,0,0,0,7343182963142953200,924954449231131932,924954449231131932,138585247719086455,9264837236830649569,12455686920964876962,1290,1030,0,0,1816,1283
14,100,22352,8,10,0.848978,26328.11,0.487115,45886.47,0.409136,54632.22,0.336073,66509.35,0.562885,39709.74,0.403884,55342.64,0.815264,27416.89,0.865071,0.117159,0.281986,0.403884,1.668100,0.258954,20,1725662,2694097,14920000,7141,2482,1791,28,11894,3385,3192,23,9032,4555,3501,0,5267,2253,1589,0,5946,2845,2047,2,86,0,0,0,10170295632724050886,2071752296048682208,2071752296048682208,7669484729134688637,6545610646574518449,15793941061781330301,1362,1096,0,0,1991,1417
15,100,15072,8,10,1.128265,13358.56,0.737648,20432.50,0.629318,23949.75,0.600573,25096.04,0.796974,18911.54,0.616039,24465.97,0.891721,16902.14,1.145037,0.113643,0.243102,0.616039,2.117821,0.184905,18,1760825,1835330,15092793,8343,2719,2084,42,13840,3319,3166,50,8677,4285,3208,0,5808,2381,1669,0,6092,2797,1915,0,114,0,0,0,5493572768155614155,1463268662115167736,1463268662115167736,721759537484126554,9077486490447965820,9256060431063286318,1180,978,0,0,1843,1246
16,100,15082,8,10,0.941054,16026.71,0.518990,29060.28,0.401992,37518.20,0.431400,34960.60,0.572667,26336.41,0.368498,40928.32,0.695246,21693.03,0.934016,0.115557,0.235803,0.368498,1.653874,0.177692,23,1692571,1791376,19379538,7523,2535,1828,44,12450,3137,2941,44,7602,3878,2865,0,4540,2014,1338,0,4740,2296,1517,2,113,0,0,0,4523094465018548120,8632848498711948121,8632848498711948121,440177877989909235,4483826519443254043,14036740419634058253,997,824,0,0,1445,960
17,100,15003,8,10,0.809462,18534.54,0.416957,35982.14,0.301687,49730.42,0.355711,42177.45,0.453391,33090.62,0.317441,47262.30,0.569135,26361.08,0.823794,0.113541,0.277688,0.317441,1.532464,0.181087,20,1844168,1966353,16900797,7950,2705,1942,35,13587,3015,2867,46,7596,3878,2827,0,4963,2178,1455,1,5267,2592,1739,4,68,0,0,0,13583197461880909231,9022071813311972273,9022071813311972273,8969137145660063436,6729191026245714522,64250072627726773,1093,857,0,0,1759,1168
18,100,15544,8,10,1.187078,13094.34,0.793376,19592.22,0.683334,22747.28,0.651430,23861.35,0.849819,18290.94,0.391003,39754.19,0.957082,16241.04,1.198898,0.117877,0.229735,0.391003,1.937513,0.189411,29,1828973,1937568,14031959,8956,3002,2216,35,14718,4047,3803,40,9823,5032,3889,0,6271,2527,1823,0,6347,2928,1985,0,102,0,0,0,8518122716453247992,7393121200192889471,7393121200192889471,15557158976341283556,11818579732874905965,8658310803728053016,1643,1408,0,0,1911,1308
19,100,15573,8,10,0.979620,15896.98,0.614773,25331.32,0.533955,29165.40,0.580390,26831.95,0.678429,22954.51,0.525538,29632.49,0.769035,20250.04,1.001382,0.115443,0.245277,0.525538,1.887641,0.196708,22,1868844,2002369,14356037,10766,3357,2604,70,16897,3877,3704,64,8874,4477,3287,0,6194,2583,1793,0,6494,2964,2098,2,144,0,0,0,13217738036031763004,9612548117808578446,9612548117808578446,17347639653596035591,7071064070662751458,13083229375353453926,1100,924,0,0,1748,1241
