batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,14635,8,10,0.891474,16416.62,0.545662,26820.63,0.455560,32125.28,0.402514,36358.99,0.605856,24155.90,0.426978,34275.73,0.695622,21038.74,0.898185,0.131498,0.309921,0.426978,1.766582,0.169989,17,1766808,1941383,22094225,9383,3080,2373,64,15986,3675,3520,72,8654,4438,3324,0,5813,2373,1735,0,6883,3004,2268,0,120,0,0,0,18111129282136864069,16261080356400210771,16261080356400210771,11107107755229032479,7664596691699940037,16919633628257972101,1312,1072,0,0,1966,1459
1,100,14705,8,10,0.746512,19698.27,0.408673,35982.31,0.332462,44230.67,0.389791,37725.32,0.480618,30596.02,0.333097,44146.31,0.573533,25639.33,0.766511,0.106675,0.235296,0.333097,1.441579,0.166795,17,1696974,2012634,20187281,8611,2637,1968,38,15020,2852,2737,42,8543,4346,3402,0,4846,1973,1341,0,5664,2530,1821,0,107,0,0,0,9000018135908271896,6723795891784292468,6723795891784292468,5259523344058782267,16784617504238369632,236669536858407794,1225,1070,0,0,1750,1256
2,100,13744,8,10,0.796561,17254.17,0.457350,30051.36,0.382574,35925.08,0.382479,35933.96,0.506675,27125.89,0.342240,40158.98,0.583085,23571.17,0.797314,0.120176,0.236991,0.342240,1.496721,0.146845,21,1606769,1929289,23846738,8451,2828,2166,39,15086,3310,3187,62,8943,4547,3524,0,5468,2226,1555,0,6090,2754,2001,1,105,0,0,0,10220326392778295776,5065984277857055916,5065984277857055916,9561297146667156146,16265416915169026209,8953103660135846580,1279,1065,0,0,1845,1350
3,100,13339,8,10,0.916063,14561.22,0.616016,21653.64,0.522516,25528.42,0.422341,31583.45,0.672412,19837.53,0.349593,38155.75,0.726272,18366.40,0.925787,0.102778,0.212633,0.349593,1.590791,0.142237,21,1620285,1714910,27449382,9036,2948,2298,41,15512,4049,3888,60,8720,4392,3389,0,5814,2395,1728,0,5918,2758,2009,1,87,0,0,0,3519313317099163269,15508550740924659546,15508550740924659546,3335811462863732833,15120401330575401244,15252580668176233436,1265,1086,0,0,1684,1199
4,100,13302,8,10,0.816870,16284.10,0.474349,28042.66,0.393546,33800.34,0.415480,32015.99,0.531317,25035.92,0.309252,43013.47,0.604329,22011.20,0.828570,0.091554,0.201026,0.309252,1.430402,0.138599,23,1512529,1582124,22869434,8289,2793,2093,69,14928,3520,3411,88,8326,4227,3212,0,5499,2234,1571,0,5437,2513,1747,2,70,0,0,0,12581275282157189482,15050661091968202056,15050661091968202056,158337216414622080,13116125581295316743,17054653257485178665,1224,1055,0,0,1560,1113
5,100,15419,8,10,0.832982,18510.60,0.542651,28414.23,0.387341,39807.32,0.392109,39323.28,0.569763,27062.11,0.354502,43494.78,0.686799,22450.54,0.845788,0.111795,0.234154,0.354502,1.546240,0.192787,17,1704870,1999360,20117251,10661,3515,2644,39,15984,4032,3694,57,9125,4616,3702,0,5338,2166,1534,0,5761,2559,1905,2,70,0,0,0,15384952364892125095,10207557416939216461,10207557416939216461,6446403440801708138,889320969465168719,16956560707048985289,1466,1262,0,0,1828,1368
6,100,15541,8,10,0.823182,18879.17,0.498744,31160.29,0.430609,36090.77,0.380396,40854.81,0.559992,27752.18,0.432387,35942.35,0.689468,22540.57,0.838942,0.123932,0.242759,0.432387,1.638019,0.199228,22,1774448,2103738,11734392,9243,2934,2202,61,15370,3628,3403,59,8127,4165,3155,0,5558,2267,1615,0,6171,2857,2044,0,74,0,0,0,13420583423186344780,2294733371085494131,2294733371085494131,13377165188986900438,5902232750792767198,15307422220423773351,1259,1074,0,0,1855,1332
7,100,14202,8,10,0.686192,20696.82,0.375466,37824.97,0.303793,46748.99,0.328146,43279.49,0.432065,32870.03,0.334213,42493.89,0.539756,26311.87,0.701193,0.110315,0.247994,0.334213,1.393714,0.155976,17,1627141,1898166,13564975,7426,2494,1828,37,13926,2800,2660,55,7992,4105,3238,0,4735,1942,1273,0,5477,2443,1776,0,98,0,0,0,14267620282648399980,8887842914046754239,8887842914046754239,10580157487357107558,13469519322445181533,1500952928710189107,1252,1102,0,0,1679,1206
8,100,13584,8,10,0.757252,17938.55,0.380315,35717.78,0.304318,44637.54,0.339552,40005.71,0.431289,31496.27,0.324650,41841.97,0.524817,25883.33,0.759150,0.122116,0.233578,0.324650,1.439494,0.145175,23,1631503,1688633,17832872,7154,2491,1820,45,13023,2652,2524,57,8133,4226,3167,0,4686,2028,1327,0,4997,2322,1580,1,100,0,0,0,12177246722060402814,1716622752997557053,1716622752997557053,13266003745347935784,97943510964702588,10269736437138603867,1405,1137,0,0,1519,1087
9,100,14206,8,10,0.791305,17952.63,0.403436,35212.49,0.305141,46555.48,0.341732,41570.60,0.457806,31030.58,0.303523,46803.63,0.577988,24578.37,0.791881,0.126601,0.243139,0.303523,1.465145,0.162729,20,1652951,1758761,15988339,7827,2699,2005,41,13813,2876,2732,54,7564,3884,2962,0,4643,1983,1339,0,5060,2345,1612,0,82,0,0,0,17025451624199801075,5153805153840347514,5153805153840347514,2134703549142460168,14144589374453892123,2113341513104530759,1165,959,0,0,1623,1133
