batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta,cgraph_cross_block_aborts,cgraph_cross_block_cascade,graph_cross_block_aborts,graph_cross_block_cascade,integ_cross_block_aborts,integ_cross_block_cascade
0,100,14635,8,10,0.892505,16397.67,0.534761,27367.37,0.443937,32966.37,0.397976,36773.59,0.593747,24648.55,0.423607,34548.55,0.693747,21095.59,0.918083,0.123989,0.286606,0.423607,1.752285,0.168446,17,1766808,1941383,22094225,9152,0,0,0,16592,0,0,0,8433,0,0,0,5856,0,0,0,6954,0,0,0,120,0,0,0,18111129282136864069,16261080356400210771,16261080356400210771,11107107755229032479,7664596691699940037,16919633628257972101,0,0,0,0,0,0
1,100,14705,8,10,0.760013,19348.35,0.403550,36439.09,0.323709,45426.59,0.386582,38038.49,0.473116,31081.18,0.332776,44188.90,0.576140,25523.32,0.782078,0.103930,0.241775,0.332776,1.460559,0.166224,17,1696974,2012634,20187281,8642,0,0,0,14453,0,0,0,8580,0,0,0,4755,0,0,0,5547,0,0,0,107,0,0,0,9000018135908271896,6723795891784292468,6723795891784292468,5259523344058782267,16784617504238369632,236669536858407794,0,0,0,0,0,0
2,100,13744,8,10,0.777405,17679.34,0.451953,30410.26,0.371103,37035.55,0.396549,34659.03,0.498138,27590.74,0.342570,40120.28,0.584835,23500.63,0.814542,0.098754,0.237390,0.342570,1.493256,0.149049,21,1606769,1929289,23846738,8227,0,0,0,14682,0,0,0,8930,0,0,0,5424,0,0,0,6027,0,0,0,105,0,0,0,10220326392778295776,5065984277857055916,5065984277857055916,9561297146667156146,16265416915169026209,8953103660135846580,0,0,0,0,0,0
3,100,13339,8,10,0.922558,14458.71,0.608436,21923.43,0.508701,26221.71,0.421651,31635.17,0.661924,20151.87,0.348644,38259.63,0.723744,18430.55,0.929848,0.112491,0.220687,0.348644,1.611671,0.143002,21,1620285,1714910,27449382,8991,0,0,0,15582,0,0,0,8993,0,0,0,5745,0,0,0,6057,0,0,0,87,0,0,0,3519313317099163269,15508550740924659546,15508550740924659546,3335811462863732833,15120401330575401244,15252580668176233436,0,0,0,0,0,0
4,100,13302,8,10,0.840215,15831.66,0.467189,28472.42,0.395534,33630.47,0.414631,32081.54,0.525568,25309.77,0.299243,44452.23,0.611243,21762.21,0.842330,0.108237,0.221342,0.299243,1.471152,0.139191,23,1512529,1582124,22869434,8193,0,0,0,14996,0,0,0,8205,0,0,0,5497,0,0,0,5338,0,0,0,70,0,0,0,12581275282157189482,15050661091968202056,15050661091968202056,158337216414622080,13116125581295316743,17054653257485178665,0,0,0,0,0,0
5,100,15419,8,10,0.845428,18238.11,0.535665,28784.76,0.383420,40214.37,0.380094,40566.27,0.562960,27389.13,0.356113,43298.05,0.692902,22252.78,0.859694,0.140422,0.256098,0.356113,1.612328,0.194083,17,1704870,1999360,20117251,10509,0,0,0,15756,0,0,0,9185,0,0,0,5242,0,0,0,5729,0,0,0,70,0,0,0,15384952364892125095,10207557416939216461,10207557416939216461,6446403440801708138,889320969465168719,16956560707048985289,0,0,0,0,0,0
6,100,15541,8,10,0.828440,18759.36,0.491430,31624.04,0.425600,36515.54,0.392222,39622.97,0.556819,27910.31,0.426539,36435.11,0.686086,22651.69,0.840773,0.124360,0.251384,0.426539,1.643057,0.199494,22,1774448,2103738,11734392,8961,0,0,0,15231,0,0,0,8708,0,0,0,5487,0,0,0,6285,0,0,0,74,0,0,0,13420583423186344780,2294733371085494131,2294733371085494131,13377165188986900438,5902232750792767198,15307422220423773351,0,0,0,0,0,0
7,100,14202,8,10,0.691084,20550.31,0.363281,39093.74,0.295940,47989.43,0.322296,44065.12,0.432466,32839.56,0.308820,45987.99,0.533659,26612.49,0.701696,0.106463,0.252225,0.308820,1.369204,0.151872,17,1627141,1898166,13564975,7416,0,0,0,13555,0,0,0,7722,0,0,0,4628,0,0,0,5334,0,0,0,98,0,0,0,14267620282648399980,8887842914046754239,8887842914046754239,10580157487357107558,13469519322445181533,1500952928710189107,0,0,0,0,0,0
8,100,13584,8,10,0.752163,18059.91,0.371466,36568.63,0.291972,46524.98,0.335566,40480.87,0.423986,32038.79,0.322034,42181.93,0.523931,25927.10,0.760419,0.111602,0.235323,0.322034,1.429377,0.145598,23,1631503,1688633,17832872,7190,0,0,0,12894,0,0,0,7756,0,0,0,4690,0,0,0,4954,0,0,0,100,0,0,0,12177246722060402814,1716622752997557053,1716622752997557053,13266003745347935784,97943510964702588,10269736437138603867,0,0,0,0,0,0
9,100,14206,8,10,0.792349,17928.97,0.399101,35594.98,0.301638,47096.18,0.339709,41818.10,0.456289,31133.78,0.307311,46226.79,0.569941,24925.38,0.796798,0.119372,0.237969,0.307311,1.461450,0.159852,20,1652951,1758761,15988339,7779,0,0,0,13571,0,0,0,7665,0,0,0,4453,0,0,0,5013,0,0,0,82,0,0,0,17025451624199801075,5153805153840347514,5153805153840347514,2134703549142460168,14144589374453892123,2113341513104530759,0,0,0,0,0,0
