batch_idx,start_block,end_block,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,16774645,16774744,100,13679,0.671306,20376.69,0.459224,29787.18,0.450939,30334.50,0.342805,39903.10,19
1,16774745,16774844,100,14553,0.654073,22249.80,0.433479,33572.57,0.435125,33445.59,0.326459,44578.38,17
2,16774845,16774944,100,13931,0.623578,22340.44,0.403823,34497.76,0.423118,32924.63,0.314596,44282.20,15
3,16774945,16775044,100,13901,0.660841,21035.33,0.472983,29390.06,0.465894,29837.24,0.351492,39548.60,14
4,16775045,16775144,100,14066,0.677350,20766.22,0.463737,30331.83,0.480111,29297.42,0.357696,39323.93,19
5,16775145,16775244,100,13375,0.630241,21222.03,0.403396,33156.04,0.426775,31339.72,0.339469,39399.79,18
6,16775245,16775344,100,14060,0.720576,19512.17,0.483858,29058.13,0.484725,29006.12,0.334181,42073.07,26
7,16775345,16775444,100,13097,0.629941,20790.84,0.440474,29733.85,0.435891,30046.53,0.325090,40287.28,23
8,16775445,16775544,100,13416,0.651195,20602.13,0.392255,34202.28,0.419030,32016.78,0.341941,39234.88,19
9,16775545,16775644,100,14084,0.654516,21518.18,0.436328,32278.49,0.430296,32730.99,0.326528,43132.65,19
10,16775645,16775744,100,14225,0.643395,22109.28,0.440566,32287.98,0.452262,31452.99,0.327767,43399.75,12
11,16775745,16775844,100,14412,0.645808,22316.24,0.450383,31999.45,0.436675,33003.96,0.341252,42232.70,14
12,16775845,16775944,100,13180,0.633295,20811.78,0.439641,29978.98,0.437194,30146.83,0.305181,43187.54,15
13,16775945,16776044,100,14450,0.668091,21628.79,0.426140,33909.08,0.435545,33176.81,0.322379,44823.08,15
14,16776045,16776144,100,14110,0.774633,18215.09,0.630226,22388.80,0.505889,27891.47,0.370981,38034.34,19
15,16776145,16776244,100,13388,0.660914,20256.80,0.458069,29227.02,0.442706,30241.29,0.351174,38123.60,18
16,16776245,16776344,100,14314,0.717219,19957.63,0.525477,27240.01,0.496815,28811.55,0.385604,37120.98,22
17,16776345,16776444,100,14382,0.691914,20785.81,0.455755,31556.44,0.463226,31047.50,0.366453,39246.53,11
18,16776445,16776544,100,14191,0.739176,19198.41,0.518099,27390.51,0.525990,26979.61,0.414976,34197.17,31
19,16776545,16776644,100,14870,0.793937,18729.44,0.589802,25211.87,0.600144,24777.39,0.453143,32815.24,28
20,16776645,16776744,100,14874,0.749211,19852.88,0.519273,28643.89,0.552011,26945.10,0.420022,35412.41,25
21,16776745,16776844,100,15018,0.692884,21674.63,0.488463,30745.44,0.487785,30788.18,0.367215,40896.97,16
22,16776845,16776944,100,16167,0.684298,23625.66,0.437409,36960.84,0.482960,33474.80,0.396436,40780.82,28
23,16776945,16777044,100,15610,0.698003,22363.79,0.476488,32760.54,0.487638,32011.45,0.359404,43433.01,13
24,16777045,16777144,100,15393,0.720754,21356.80,0.494341,31138.42,0.499013,30846.91,0.433845,35480.43,37
25,16777145,16777244,100,15575,0.821298,18963.88,0.489213,31836.86,0.541672,28753.57,0.470165,33126.64,36
26,16777245,16777344,100,15004,0.771422,19449.80,0.490516,30588.21,0.522307,28726.38,0.442491,33908.04,34
27,16777345,16777444,100,15907,0.770807,20636.81,0.506135,31428.37,0.517314,30749.19,0.417326,38116.49,31
28,16777445,16777544,100,17133,0.670534,25551.26,0.434464,39434.76,0.452481,37864.59,0.346912,49387.11,30
29,16777545,16777644,100,15750,0.704662,22351.14,0.465949,33802.00,0.483811,32554.05,0.399299,39444.11,34
