batch_idx,start_block,end_block,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,16774645,16774744,100,13679,0.661200,20688.15,0.463657,29502.39,0.452543,30226.99,0.352623,38792.09,19
1,16774745,16774844,100,14553,0.644628,22575.80,0.412580,35273.13,0.428944,33927.49,0.323757,44950.37,20
2,16774845,16774944,100,13931,0.618330,22530.05,0.395614,35213.63,0.405264,34375.16,0.320286,43495.45,22
3,16774945,16775044,100,13901,0.659856,21066.72,0.473494,29358.35,0.465961,29832.97,0.329586,42177.18,16
4,16775045,16775144,100,14066,0.676707,20785.95,0.475442,29585.07,0.480559,29270.07,0.360960,38968.35,23
5,16775145,16775244,100,13375,0.627175,21325.80,0.424420,31513.61,0.432627,30915.78,0.332594,40214.24,19
6,16775245,16775344,100,14060,0.729629,19270.07,0.488207,28799.28,0.485582,28954.97,0.345958,40640.76,23
7,16775345,16775444,100,13097,0.630287,20779.41,0.415955,31486.62,0.439000,29833.74,0.324566,40352.38,25
8,16775445,16775544,100,13416,0.651795,20583.16,0.399316,33597.43,0.426715,31440.20,0.343597,39045.79,19
9,16775545,16775644,100,14084,0.656522,21452.46,0.420119,33523.85,0.434727,32397.33,0.337796,41693.83,23
10,16775645,16775744,100,14225,0.648141,21947.40,0.416960,34115.97,0.444954,31969.58,0.317277,44834.59,17
11,16775745,16775844,100,14412,0.639604,22532.70,0.452437,31854.14,0.434357,33180.04,0.325461,44281.82,19
12,16775845,16775944,100,13180,0.636889,20694.34,0.426814,30879.95,0.432584,30468.10,0.311986,42245.44,16
13,16775945,16776044,100,14450,0.673807,21445.30,0.410765,35178.26,0.427764,33780.32,0.331547,43583.54,25
14,16776045,16776144,100,14110,0.777211,18154.67,0.628111,22464.17,0.513039,27502.81,0.349742,40344.07,20
15,16776145,16776244,100,13388,0.654763,20447.09,0.455546,29388.92,0.445177,30073.42,0.352622,37967.05,19
16,16776245,16776344,100,14314,0.719668,19889.73,0.538389,26586.71,0.489152,29262.89,0.415787,34426.32,19
17,16776345,16776444,100,14382,0.667862,21534.40,0.457615,31428.20,0.456848,31480.94,0.375481,38302.84,21
18,16776445,16776544,100,14191,0.722276,19647.62,0.518025,27394.45,0.514258,27595.12,0.414026,34275.64,27
19,16776545,16776644,100,14870,0.795841,18684.64,0.568063,26176.65,0.598327,24852.63,0.479624,31003.44,33
20,16776645,16776744,100,14874,0.747044,19910.48,0.542501,27417.45,0.557100,26698.98,0.401006,37091.71,24
21,16776745,16776844,100,15018,0.682327,22009.96,0.492311,30505.09,0.489444,30683.81,0.368290,40777.63,23
22,16776845,16776944,100,16167,0.687487,23516.10,0.440701,36684.77,0.489157,33050.72,0.391927,41249.98,25
23,16776945,16777044,100,15610,0.698533,22346.82,0.471808,33085.52,0.487323,32032.11,0.363197,42979.38,19
24,16777045,16777144,100,15393,0.721601,21331.73,0.493961,31162.37,0.504493,30511.80,0.418321,36797.09,28
25,16777145,16777244,100,15575,0.821535,18958.42,0.493583,31554.95,0.533761,29179.74,0.488325,31894.72,46
26,16777245,16777344,100,15004,0.769299,19503.47,0.497978,30129.85,0.518845,28918.09,0.455646,32929.10,34
27,16777345,16777444,100,15907,0.778707,20427.46,0.507594,31338.07,0.510054,31186.87,0.403570,39415.75,23
28,16777445,16777544,100,17133,0.673281,25447.01,0.443829,38602.67,0.446826,38343.76,0.356350,48079.18,30
29,16777545,16777644,100,15750,0.704657,22351.29,0.457581,34420.16,0.487935,32278.92,0.406023,38790.90,35
30,16777645,16777744,100,16020,0.677748,23637.12,0.431640,37114.22,0.435639,36773.55,0.354016,45252.22,30
31,16777745,16777844,100,17300,0.601140,28778.65,0.463487,37325.79,0.488039,35447.98,0.409213,42276.32,46
32,16777845,16777944,100,15673,0.621488,25218.49,0.349653,44824.43,0.377957,41467.67,0.307575,50956.75,20
33,16777945,16778044,100,14808,0.576913,25667.67,0.350707,42223.23,0.362027,40903.05,0.296325,49972.23,20
34,16778045,16778144,100,17223,0.647389,26603.78,0.403619,42671.41,0.439922,39150.15,0.336397,51198.49,32
35,16778145,16778244,100,14729,0.626391,23514.06,0.407259,36166.17,0.413428,35626.52,0.340502,43256.75,18
36,16778245,16778344,100,14230,0.629144,22618.03,0.414789,34306.57,0.412140,34527.11,0.321165,44307.43,22
37,16778345,16778444,100,14563,0.617457,23585.46,0.440423,33065.92,0.428120,34016.17,0.311532,46746.33,21
38,16778445,16778544,100,14766,0.636651,23193.23,0.435417,33912.31,0.440087,33552.44,0.362038,40785.82,25
39,16778545,16778644,100,15804,0.638533,24750.50,0.419632,37661.56,0.422081,37443.07,0.332277,47562.78,24
40,16778645,16778744,100,16064,0.661815,24272.66,0.434185,36998.08,0.443718,36203.17,0.356343,45080.15,30
41,16778745,16778844,100,15896,0.654781,24276.82,0.465534,34145.74,0.476697,33346.11,0.384277,41366.00,36
42,16778845,16778944,100,14379,0.691546,20792.54,0.474533,30301.37,0.478041,30079.03,0.423789,33929.64,18
