batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,3,40,50,5000,0.527310,9482.08,0.250943,19924.88,0.253119,19753.56,0.147363,33929.81,24
1,3,40,50,5000,0.527813,9473.05,0.250438,19965.02,0.253631,19713.65,0.143139,34931.03,22
2,3,40,50,5000,0.525554,9513.76,0.248722,20102.80,0.252405,19809.46,0.151347,33036.69,23
3,3,40,50,5000,0.525654,9511.97,0.249983,20001.33,0.252160,19828.66,0.141881,35240.82,21
4,3,40,50,5000,0.550194,9087.70,0.247881,20170.96,0.252030,19838.90,0.149591,33424.55,21
5,3,40,50,5000,0.527054,9486.69,0.249786,20017.11,0.251686,19866.01,0.144439,34616.64,23
6,3,40,50,5000,0.528187,9466.35,0.251341,19893.32,0.251314,19895.44,0.160805,31093.57,22
7,3,40,50,5000,0.527344,9481.49,0.249747,20020.24,0.250496,19960.39,0.146716,34079.39,22
8,3,40,50,5000,0.525088,9522.21,0.247641,20190.51,0.250132,19989.44,0.144238,34664.88,20
9,3,40,50,5000,0.525053,9522.85,0.248957,20083.77,0.250099,19992.09,0.146278,34181.45,21
10,3,40,50,5000,0.524759,9528.19,0.248477,20122.59,0.250787,19937.26,0.149282,33493.69,21
11,3,40,50,5000,0.529510,9442.69,0.248118,20151.73,0.249791,20016.72,0.146511,34127.18,22
12,3,40,50,5000,0.530977,9416.60,0.251156,19907.92,0.250595,19952.48,0.145072,34465.72,21
13,3,40,50,5000,0.527913,9471.26,0.252598,19794.26,0.251689,19865.81,0.147433,33913.61,20
14,3,40,50,5000,0.525491,9514.91,0.251468,19883.24,0.249218,20062.77,0.147868,33813.84,20
15,3,40,50,5000,0.526928,9488.96,0.250047,19996.27,0.252400,19809.82,0.150656,33188.10,22
16,3,40,50,5000,0.522797,9563.94,0.251279,19898.19,0.249981,20001.55,0.144624,34572.44,22
17,3,40,50,5000,0.524045,9541.17,0.252931,19768.22,0.251750,19860.95,0.150654,33188.52,24
18,3,40,50,5000,0.526095,9503.99,0.250068,19994.54,0.252521,19800.37,0.143260,34901.57,23
19,3,40,50,5000,0.524581,9531.42,0.252695,19786.69,0.252552,19797.94,0.151979,32899.31,24
20,3,40,50,5000,0.523678,9547.86,0.247387,20211.22,0.249422,20046.36,0.151288,33049.62,20
21,3,40,50,5000,0.526689,9493.27,0.250137,19989.01,0.251056,19915.89,0.145931,34262.82,24
22,3,40,50,5000,0.531118,9414.11,0.250462,19963.13,0.250697,19944.42,0.143080,34945.47,22
