batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,4,40,50,5000,0.525347,9517.51,0.251898,19849.33,0.253642,19712.86,0.153981,32471.55,25
1,4,40,50,5000,0.525907,9507.38,0.252363,19812.72,0.250682,19945.57,0.146914,34033.53,21
2,4,40,50,5000,0.546525,9148.72,0.249415,20046.93,0.253802,19700.38,0.152828,32716.45,24
3,4,40,50,5000,0.526230,9501.54,0.250526,19958.02,0.254200,19669.52,0.149697,33400.75,21
4,4,40,50,5000,0.528833,9454.78,0.254344,19658.38,0.252375,19811.75,0.156208,32008.70,24
5,4,40,50,5000,0.526952,9488.53,0.249925,20006.03,0.248692,20105.19,0.148367,33700.14,19
6,4,40,50,5000,0.525840,9508.59,0.254049,19681.26,0.252261,19820.75,0.153696,32531.82,20
7,4,40,50,5000,0.527160,9484.79,0.251776,19858.91,0.253229,19744.95,0.152565,32772.92,24
8,4,40,50,5000,0.527557,9477.64,0.248520,20119.12,0.249069,20074.73,0.154840,32291.34,19
9,4,40,50,5000,0.524894,9525.74,0.253135,19752.31,0.249902,20007.80,0.148062,33769.60,22
10,4,40,50,5000,0.526097,9503.95,0.249895,20008.39,0.252395,19810.21,0.152207,32850.06,20
11,4,40,50,5000,0.524092,9540.31,0.251724,19863.01,0.250981,19921.80,0.140210,35660.83,22
12,4,40,50,5000,0.527038,9486.98,0.253884,19694.01,0.249158,20067.61,0.143697,34795.50,21
13,4,40,50,5000,0.524302,9536.49,0.249338,20053.08,0.254028,19682.90,0.146164,34208.18,17
14,4,40,50,5000,0.525884,9507.81,0.252344,19814.20,0.249609,20031.35,0.148611,33644.94,23
15,4,40,50,5000,0.525453,9515.61,0.252756,19781.89,0.250462,19963.13,0.145319,34406.95,21
16,4,40,50,5000,0.528110,9467.73,0.255072,19602.29,0.252229,19823.27,0.144327,34643.66,23
17,4,40,50,5000,0.525601,9512.92,0.252999,19762.90,0.249584,20033.35,0.148626,33641.57,24
