batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,3,10,50,5000,0.529271,9446.95,0.104388,47898.06,0.100129,49935.42,0.099621,50190.28,50
1,3,10,50,5000,0.530886,9418.22,0.106601,46903.66,0.104094,48033.49,0.099680,50160.40,50
2,3,10,50,5000,0.531185,9412.92,0.106640,46886.74,0.101903,49066.46,0.100951,49528.87,50
3,3,10,50,5000,0.527467,9479.27,0.104927,47652.13,0.100046,49976.77,0.099221,50392.64,50
4,3,10,50,5000,0.531517,9407.03,0.106620,46895.51,0.101716,49156.61,0.100363,49818.96,50
5,3,10,50,5000,0.529076,9450.43,0.105241,47509.89,0.099732,50134.30,0.098189,50922.02,50
6,3,10,50,5000,0.527594,9476.98,0.102524,48769.04,0.097944,51049.79,0.097968,51037.08,50
7,3,10,50,5000,0.530147,9431.35,0.103510,48304.49,0.100302,49849.65,0.100730,49637.89,50
8,3,10,50,5000,0.527456,9479.46,0.102877,48601.54,0.099791,50104.86,0.099372,50316.23,50
9,3,10,50,5000,0.526313,9500.05,0.105082,47581.83,0.099813,50093.69,0.099567,50217.29,50
10,3,10,50,5000,0.530603,9423.23,0.105455,47413.63,0.100206,49897.16,0.100739,49633.30,50
11,3,10,50,5000,0.529256,9447.22,0.105349,47461.22,0.099040,50484.50,0.098485,50769.11,50
12,3,10,50,5000,0.529210,9448.05,0.104299,47939.20,0.100998,49505.87,0.098980,50515.36,50
13,3,10,50,5000,0.530466,9425.68,0.105210,47523.79,0.099419,50292.08,0.100160,49920.05,50
14,3,10,50,5000,0.526892,9489.62,0.103882,48131.70,0.098963,50524.11,0.098905,50553.41,50
15,3,10,50,5000,0.530704,9421.45,0.108019,46288.32,0.098905,50553.43,0.098396,50815.06,50
16,3,10,50,5000,0.528922,9453.18,0.102740,48666.53,0.100583,49710.38,0.098036,51001.82,50
17,3,10,50,5000,0.526381,9498.82,0.103427,48343.39,0.099504,50249.04,0.098929,50541.26,50
18,3,10,50,5000,0.528025,9469.24,0.104633,47786.20,0.101238,49388.65,0.101211,49401.59,50
19,3,10,50,5000,0.526652,9493.94,0.107045,46709.46,0.101538,49242.77,0.100531,49736.01,50
20,3,10,50,5000,0.552598,9048.16,0.103687,48222.17,0.100035,49982.66,0.098804,50605.09,50
21,3,10,50,5000,0.529323,9446.02,0.106095,47127.59,0.098741,50637.33,0.099947,50026.35,50
22,3,10,50,5000,0.529522,9442.47,0.105099,47574.37,0.100971,49519.35,0.099904,50048.19,50
23,3,10,50,5000,0.526983,9487.98,0.105069,47587.58,0.100207,49896.75,0.100416,49792.63,50
24,3,10,50,5000,0.528126,9467.43,0.103957,48097.04,0.098551,50735.20,0.099481,50260.76,50
25,3,10,50,5000,0.530164,9431.04,0.103518,48300.71,0.100628,49687.93,0.098708,50654.47,50
26,3,10,50,5000,0.531646,9404.75,0.104190,47989.06,0.098745,50635.41,0.098381,50822.66,50
27,3,10,50,5000,0.528238,9465.42,0.103518,48300.97,0.099465,50269.18,0.098137,50949.28,50
28,3,10,50,5000,0.526795,9491.36,0.104502,47846.05,0.101035,49487.63,0.099603,50199.15,50
29,3,10,50,5000,0.529190,9448.39,0.102926,48578.44,0.099307,50348.91,0.098097,50969.93,50
30,3,10,50,5000,0.526581,9495.22,0.103756,48189.88,0.098795,50609.82,0.099378,50312.87,50
31,3,10,50,5000,0.530929,9417.46,0.104249,47962.03,0.100500,49751.13,0.098428,50798.57,50
32,3,10,50,5000,0.528861,9454.28,0.104179,47994.54,0.098214,50909.33,0.099032,50488.74,50
33,3,10,50,5000,0.551349,9068.67,0.104676,47766.63,0.099442,50280.78,0.099257,50374.37,50
34,3,10,50,5000,0.526309,9500.13,0.104944,47644.58,0.101228,49393.46,0.100706,49649.31,50
35,3,10,50,5000,0.525985,9505.98,0.105689,47308.78,0.100365,49818.04,0.099515,50243.92,50
36,3,10,50,5000,0.525972,9506.21,0.105081,47582.21,0.101341,49338.42,0.100423,49789.44,50
37,3,10,50,5000,0.527409,9480.31,0.104363,47909.49,0.098980,50515.10,0.098212,50910.11,50
38,3,10,50,5000,0.525694,9511.24,0.103388,48361.72,0.100501,49750.86,0.098953,50529.29,50
39,3,10,50,5000,0.526571,9495.40,0.104190,47989.04,0.099006,50501.98,0.098436,50794.56,50
40,3,10,50,5000,0.527884,9471.77,0.105401,47437.73,0.100504,49749.50,0.098651,50683.88,50
41,3,10,50,5000,0.529097,9450.06,0.104187,47990.50,0.100140,49930.20,0.100363,49819.36,50
42,3,10,50,5000,0.529868,9436.30,0.103663,48233.25,0.098996,50506.90,0.100162,49918.92,50
43,3,10,50,5000,0.527192,9484.21,0.104069,48044.90,0.099948,50026.14,0.099641,50180.05,50
