batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,4,20,50,5000,0.528994,9451.90,0.142844,35003.31,0.143798,34770.88,0.144821,34525.37,50
1,4,20,50,5000,0.528956,9452.59,0.140426,35606.04,0.141410,35358.24,0.143794,34771.88,50
2,4,20,50,5000,0.534105,9361.46,0.142875,34995.59,0.145613,34337.49,0.143697,34795.54,50
3,4,20,50,5000,0.527903,9471.45,0.140631,35554.11,0.140481,35591.99,0.139773,35772.38,50
4,4,20,50,5000,0.528331,9463.76,0.143389,34870.26,0.144027,34715.65,0.142205,35160.59,50
5,4,20,50,5000,0.528674,9457.63,0.143262,34901.14,0.140725,35530.37,0.140278,35643.58,50
6,4,20,50,5000,0.531851,9401.12,0.140957,35471.86,0.141231,35403.12,0.141039,35451.09,50
7,4,20,50,5000,0.528957,9452.56,0.141827,35254.34,0.142417,35108.20,0.141562,35320.20,50
8,4,20,50,5000,0.527053,9486.70,0.144220,34669.29,0.142663,35047.75,0.141523,35330.05,50
9,4,20,50,5000,0.529273,9446.92,0.143922,34741.06,0.144634,34570.04,0.142914,34985.98,50
10,4,20,50,5000,0.528485,9461.01,0.143643,34808.48,0.144921,34501.55,0.142429,35105.22,50
11,4,20,50,5000,0.527713,9474.85,0.143496,34844.13,0.141972,35218.24,0.143824,34764.65,50
12,4,20,50,5000,0.531204,9412.57,0.144559,34588.02,0.141946,35224.70,0.141226,35404.22,50
13,4,20,50,5000,0.527924,9471.06,0.142245,35150.73,0.141655,35297.01,0.142043,35200.60,50
14,4,20,50,5000,0.532442,9390.70,0.143935,34737.98,0.142232,35153.88,0.142995,34966.14,50
15,4,20,50,5000,0.525091,9522.17,0.141054,35447.41,0.140411,35609.64,0.142869,34997.05,50
16,4,20,50,5000,0.527287,9482.49,0.142811,35011.36,0.142691,35040.72,0.143598,34819.55,50
17,4,20,50,5000,0.547465,9133.01,0.143482,34847.53,0.143160,34926.05,0.140082,35693.45,50
18,4,20,50,5000,0.527401,9480.45,0.143784,34774.36,0.142124,35180.53,0.143006,34963.49,50
19,4,20,50,5000,0.531028,9415.70,0.142995,34966.27,0.143987,34725.37,0.141330,35378.25,50
20,4,20,50,5000,0.526660,9493.79,0.143794,34771.87,0.143487,34846.41,0.141956,35222.24,50
21,4,20,50,5000,0.526415,9498.22,0.142830,35006.59,0.141147,35424.15,0.139725,35784.61,50
22,4,20,50,5000,0.550108,9089.12,0.142355,35123.37,0.142828,35007.22,0.141540,35325.79,50
23,4,20,50,5000,0.527217,9483.77,0.144538,34592.88,0.144086,34701.62,0.142330,35129.69,50
24,4,20,50,5000,0.530090,9432.36,0.142625,35057.05,0.141890,35238.66,0.140755,35522.77,50
25,4,20,50,5000,0.528592,9459.08,0.141648,35298.82,0.141866,35244.49,0.142370,35119.64,50
26,4,20,50,5000,0.528612,9458.73,0.142874,34995.85,0.142003,35210.54,0.140734,35528.11,50
27,4,20,50,5000,0.526583,9495.18,0.142141,35176.38,0.142757,35024.56,0.141018,35456.57,50
28,4,20,50,5000,0.526853,9490.31,0.142929,34982.50,0.143730,34787.38,0.143354,34878.67,50
