batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,2,40,50,5000,0.532694,9386.25,0.248581,20114.16,0.252188,19826.51,0.141682,35290.20,22
1,2,40,50,5000,0.527179,9484.44,0.249163,20067.20,0.249149,20068.33,0.141946,35224.69,21
2,2,40,50,5000,0.528081,9468.24,0.250213,19983.01,0.252731,19783.87,0.150374,33250.54,23
3,2,40,50,5000,0.527954,9470.53,0.252265,19820.41,0.249160,20067.45,0.142668,35046.39,22
4,2,40,50,5000,0.531146,9413.61,0.251306,19896.10,0.254142,19674.06,0.145520,34359.52,23
5,2,40,50,5000,0.527931,9470.94,0.249270,20058.58,0.247379,20211.90,0.146396,34154.03,22
6,2,40,50,5000,0.547545,9131.67,0.249972,20002.25,0.252708,19785.71,0.144631,34570.76,21
7,2,40,50,5000,0.546387,9151.02,0.248171,20147.43,0.250839,19933.13,0.149756,33387.69,23
8,2,40,50,5000,0.524746,9528.42,0.248649,20108.70,0.251309,19895.81,0.151062,33098.98,19
9,2,40,50,5000,0.525851,9508.39,0.249770,20018.44,0.251778,19858.77,0.147193,33968.98,19
10,2,40,50,5000,0.525030,9523.26,0.248311,20136.00,0.250587,19953.18,0.141910,35233.53,21
11,2,40,50,5000,0.528510,9460.55,0.249580,20033.67,0.249818,20014.56,0.136836,36540.00,23
12,2,40,50,5000,0.534002,9363.26,0.252790,19779.24,0.252130,19831.05,0.143365,34875.94,22
13,2,40,50,5000,0.532156,9395.74,0.250978,19922.08,0.253095,19755.43,0.148302,33714.91,20
14,2,40,50,5000,0.524643,9530.29,0.250509,19959.40,0.250010,19999.17,0.144628,34571.42,22
15,2,40,50,5000,0.526831,9490.72,0.249587,20033.10,0.250906,19927.78,0.149246,33501.71,22
16,2,40,50,5000,0.525606,9512.84,0.253141,19751.81,0.251396,19888.93,0.140830,35503.76,23
17,2,40,50,5000,0.525941,9506.78,0.249364,20051.01,0.248107,20152.60,0.147274,33950.38,24
18,2,40,50,5000,0.527182,9484.40,0.252710,19785.49,0.251852,19852.95,0.141145,35424.60,23
19,2,40,50,5000,0.526569,9495.43,0.248919,20086.86,0.252087,19834.42,0.149872,33361.75,22
20,2,40,50,5000,0.524592,9531.22,0.248361,20131.96,0.251506,19880.25,0.146557,34116.43,23
21,2,40,50,5000,0.527493,9478.81,0.249645,20028.45,0.248943,20084.91,0.149063,33542.84,22
22,2,40,50,5000,0.525020,9523.44,0.249079,20073.93,0.251253,19900.27,0.145785,34297.05,22
23,2,40,50,5000,0.526479,9497.06,0.250602,19951.95,0.251281,19898.02,0.142424,35106.48,20
24,2,40,50,5000,0.529296,9446.51,0.251906,19848.68,0.250962,19923.33,0.142360,35122.23,22
25,2,40,50,5000,0.526782,9491.59,0.252512,19801.07,0.250717,19942.83,0.150829,33150.16,18
26,2,40,50,5000,0.527178,9484.46,0.247158,20230.01,0.251324,19894.66,0.149526,33439.02,23
27,2,40,50,5000,0.524084,9540.45,0.251301,19896.47,0.253299,19739.51,0.148500,33670.03,22
28,2,40,50,5000,0.525258,9519.13,0.247778,20179.32,0.247186,20227.69,0.146341,34166.88,20
29,2,40,50,5000,0.533055,9379.89,0.251281,19898.01,0.251103,19912.18,0.152834,32715.17,18
30,2,40,50,5000,0.525352,9517.43,0.252740,19783.14,0.250270,19978.41,0.149803,33377.09,20
31,2,40,50,5000,0.526954,9488.49,0.249685,20025.20,0.249889,20008.88,0.148875,33585.16,21
32,2,40,50,5000,0.534440,9355.60,0.251378,19890.34,0.245902,20333.31,0.146614,34103.08,20
33,2,40,50,5000,0.524872,9526.13,0.250937,19925.29,0.249081,20073.81,0.145662,34326.13,23
34,2,40,50,5000,0.528061,9468.60,0.250622,19950.34,0.249627,20029.89,0.148538,33661.51,21
35,2,40,50,5000,0.527209,9483.90,0.252807,19777.90,0.251979,19842.94,0.148067,33768.43,25
36,2,40,50,5000,0.547687,9129.30,0.250498,19960.25,0.248890,20089.23,0.148246,33727.65,22
37,2,40,50,5000,0.524086,9540.42,0.252248,19821.78,0.254392,19654.68,0.145841,34283.89,20
38,2,40,50,5000,0.529541,9442.14,0.252108,19832.74,0.252475,19803.96,0.148454,33680.40,23
39,2,40,50,5000,0.524634,9530.46,0.248901,20088.31,0.249501,20039.99,0.145786,34296.86,21
40,2,40,50,5000,0.525690,9511.30,0.251680,19866.50,0.251810,19856.25,0.149624,33417.15,21
41,2,40,50,5000,0.532059,9397.45,0.255205,19592.11,0.252382,19811.24,0.150297,33267.56,20
42,2,40,50,5000,0.525642,9512.17,0.250499,19960.13,0.249511,20039.19,0.140119,35684.08,24
43,2,40,50,5000,0.528944,9452.79,0.249686,20025.12,0.250542,19956.70,0.140474,35593.80,21
44,2,40,50,5000,0.524838,9526.74,0.248672,20106.85,0.249389,20049.01,0.146670,34090.15,24
45,2,40,50,5000,0.527184,9484.36,0.250161,19987.09,0.251178,19906.21,0.149172,33518.26,23
46,2,40,50,5000,0.527599,9476.90,0.253049,19759.05,0.251719,19863.40,0.145960,34255.85,22
47,2,40,50,5000,0.526296,9500.36,0.250044,19996.45,0.248606,20112.13,0.160387,31174.57,20
48,2,40,50,5000,0.525518,9514.43,0.254892,19616.17,0.250370,19970.46,0.144959,34492.42,22
49,2,40,50,5000,0.530631,9422.75,0.250445,19964.46,0.251878,19850.91,0.152383,32811.98,23
50,2,40,50,5000,0.526250,9501.19,0.248773,20098.64,0.249723,20022.20,0.146643,34096.30,19
51,2,40,50,5000,0.525813,9509.08,0.251125,19910.39,0.251814,19855.92,0.144675,34560.15,21
52,2,40,50,5000,0.549073,9106.25,0.250790,19936.99,0.252322,19815.98,0.154432,32376.64,18
53,2,40,50,5000,0.526835,9490.63,0.250758,19939.54,0.251502,19880.54,0.151984,32898.12,20
54,2,40,50,5000,0.544059,9190.18,0.250315,19974.82,0.249682,20025.47,0.142887,34992.68,20
55,2,40,50,5000,0.526093,9504.02,0.248646,20108.94,0.246000,20325.24,0.151589,32983.85,22
56,2,40,50,5000,0.529136,9449.37,0.251719,19863.40,0.252248,19821.76,0.144360,34635.61,23
57,2,40,50,5000,0.526450,9497.59,0.250934,19925.56,0.250718,19942.71,0.142902,34989.06,21
58,2,40,50,5000,0.525681,9511.47,0.250784,19937.50,0.248655,20108.17,0.148858,33589.02,20
59,2,40,50,5000,0.525789,9509.52,0.249772,20018.29,0.251188,19905.39,0.144602,34577.59,22
60,2,40,50,5000,0.525247,9519.33,0.248926,20086.31,0.252792,19779.14,0.146279,34181.35,21
61,2,40,50,5000,0.527444,9479.68,0.251706,19864.44,0.250246,19980.35,0.145517,34360.23,22
62,2,40,50,5000,0.526341,9499.54,0.250045,19996.39,0.251255,19900.11,0.150694,33179.88,23
63,2,40,50,5000,0.524331,9535.97,0.251339,19893.45,0.250286,19977.14,0.141227,35403.99,21
64,2,40,50,5000,0.523423,9552.51,0.251884,19850.40,0.250231,19981.56,0.146350,34164.56,22
65,2,40,50,5000,0.526127,9503.41,0.250222,19982.22,0.249631,20029.53,0.144645,34567.50,20
66,2,40,50,5000,0.525252,9519.24,0.254002,19684.88,0.252651,19790.14,0.149004,33556.18,23
67,2,40,50,5000,0.528357,9463.30,0.251586,19873.96,0.250322,19974.23,0.149710,33397.80,22
68,2,40,50,5000,0.523587,9549.52,0.250035,19997.21,0.251306,19896.10,0.144767,34538.23,24
69,2,40,50,5000,0.524736,9528.60,0.252917,19769.33,0.252802,19778.30,0.139828,35758.19,22
70,2,40,50,5000,0.528494,9460.84,0.251221,19902.83,0.251733,19862.34,0.148140,33751.91,19
71,2,40,50,5000,0.525329,9517.85,0.250054,19995.66,0.252755,19781.98,0.144604,34577.29,21
72,2,40,50,5000,0.525041,9523.06,0.248310,20136.09,0.254402,19653.91,0.148100,33760.96,20
73,2,40,50,5000,0.525936,9506.87,0.255172,19594.62,0.249378,20049.91,0.144966,34490.88,23
74,2,40,50,5000,0.525493,9514.88,0.252449,19805.99,0.250190,19984.85,0.148465,33677.97,22
75,2,40,50,5000,0.524627,9530.57,0.251301,19896.48,0.251538,19877.74,0.142508,35085.79,23
76,2,40,50,5000,0.524191,9538.50,0.254203,19669.32,0.252064,19836.25,0.147472,33904.65,21
77,2,40,50,5000,0.547376,9134.49,0.248268,20139.53,0.249516,20038.79,0.148741,33615.53,22
78,2,40,50,5000,0.524987,9524.04,0.251558,19876.10,0.255481,19570.95,0.147747,33841.72,21
79,2,40,50,5000,0.525513,9514.51,0.249772,20018.22,0.251335,19893.74,0.145254,34422.36,24
80,2,40,50,5000,0.525045,9523.00,0.250546,19956.42,0.252330,19815.34,0.144055,34708.93,23
81,2,40,50,5000,0.528455,9461.54,0.248896,20088.72,0.251360,19891.82,0.148772,33608.56,22
82,2,40,50,5000,0.528896,9453.66,0.252166,19828.22,0.253334,19736.77,0.147008,34011.77,20
83,2,40,50,5000,0.527016,9487.38,0.251896,19849.48,0.253353,19735.29,0.146281,34180.82,23
84,2,40,50,5000,0.525204,9520.10,0.250702,19943.96,0.249170,20066.65,0.148512,33667.21,21
85,2,40,50,5000,0.525653,9511.98,0.250295,19976.42,0.252571,19796.41,0.149917,33351.71,22
86,2,40,50,5000,0.524561,9531.78,0.252321,19816.04,0.248917,20087.03,0.143373,34874.13,21
87,2,40,50,5000,0.523888,9544.02,0.255447,19573.56,0.250753,19939.97,0.147211,33964.84,19
88,2,40,50,5000,0.525773,9509.81,0.252394,19810.33,0.251432,19886.13,0.147385,33924.82,20
89,2,40,50,5000,0.526606,9494.77,0.250739,19941.09,0.252482,19803.43,0.143966,34730.51,21
90,2,40,50,5000,0.524039,9541.28,0.253171,19749.47,0.252688,19787.27,0.141773,35267.52,21
91,2,40,50,5000,0.525625,9512.49,0.249228,20061.92,0.250445,19964.49,0.149549,33433.78,23
92,2,40,50,5000,0.529444,9443.87,0.251433,19885.98,0.251494,19881.19,0.151662,32968.08,21
93,2,40,50,5000,0.526560,9495.59,0.251348,19892.77,0.249212,20063.21,0.139727,35784.18,23
94,2,40,50,5000,0.524076,9540.59,0.250909,19927.52,0.248462,20123.82,0.148238,33729.52,22
95,2,40,50,5000,0.523269,9555.31,0.249279,20057.84,0.250060,19995.23,0.152668,32750.84,18
96,2,40,50,5000,0.523421,9552.55,0.250415,19966.89,0.249422,20046.31,0.148658,33634.28,22
97,2,40,50,5000,0.524518,9532.57,0.252088,19834.37,0.249738,20020.97,0.146765,34067.95,21
98,2,40,50,5000,0.525614,9512.69,0.251256,19900.05,0.249888,20008.96,0.155337,32187.99,20
99,2,40,50,5000,0.523668,9548.04,0.248113,20152.12,0.250547,19956.32,0.142791,35016.22,23
