batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,3,20,50,5000,0.526048,9504.84,0.143084,34944.53,0.144858,34516.46,0.143206,34914.75,50
1,3,20,50,5000,0.526687,9493.30,0.144964,34491.25,0.142984,34968.92,0.141889,35238.90,50
2,3,20,50,5000,0.531312,9410.67,0.141998,35211.86,0.143292,34893.85,0.144046,34711.13,50
3,3,20,50,5000,0.530255,9429.42,0.142202,35161.30,0.140050,35701.45,0.140569,35569.75,50
4,3,20,50,5000,0.527076,9486.30,0.142826,35007.73,0.143318,34887.49,0.142763,35023.07,50
5,3,20,50,5000,0.526624,9494.44,0.140912,35483.26,0.142139,35176.91,0.140620,35556.82,50
6,3,20,50,5000,0.523570,9549.82,0.144285,34653.54,0.143011,34962.26,0.141331,35377.86,50
7,3,20,50,5000,0.527575,9477.33,0.143145,34929.66,0.142299,35137.39,0.144125,34692.07,50
8,3,20,50,5000,0.523828,9545.12,0.143517,34839.03,0.141274,35392.11,0.141214,35407.30,50
9,3,20,50,5000,0.527713,9474.85,0.144126,34691.75,0.143460,34853.02,0.142843,35003.35,50
10,3,20,50,5000,0.524916,9525.34,0.144263,34658.88,0.143671,34801.85,0.143866,34754.47,50
11,3,20,50,5000,0.527179,9484.45,0.143263,34900.75,0.143130,34933.25,0.143437,34858.50,50
12,3,20,50,5000,0.526652,9493.94,0.142021,35206.16,0.141848,35248.95,0.140767,35519.79,50
13,3,20,50,5000,0.524074,9540.64,0.144332,34642.25,0.143373,34874.06,0.140240,35653.19,50
14,3,20,50,5000,0.525536,9514.10,0.142461,35097.28,0.141838,35251.49,0.141712,35282.82,50
15,3,20,50,5000,0.524934,9525.00,0.145544,34353.87,0.142572,35070.10,0.139750,35778.11,50
16,3,20,50,5000,0.528714,9456.91,0.142795,35015.15,0.142730,35031.23,0.141077,35441.68,50
17,3,20,50,5000,0.526475,9497.12,0.141006,35459.37,0.141570,35318.19,0.141148,35423.86,50
18,3,20,50,5000,0.548998,9107.50,0.141750,35273.25,0.144376,34631.72,0.140879,35491.41,50
19,3,20,50,5000,0.548890,9109.29,0.141345,35374.49,0.143300,34891.84,0.142656,35049.40,50
20,3,20,50,5000,0.546940,9141.77,0.141720,35280.78,0.139534,35833.51,0.138240,36168.87,50
21,3,20,50,5000,0.526689,9493.27,0.142468,35095.67,0.142801,35013.75,0.141235,35401.98,50
22,3,20,50,5000,0.527654,9475.90,0.141816,35256.93,0.142976,34970.94,0.141508,35333.62,50
23,3,20,50,5000,0.526533,9496.09,0.144675,34560.26,0.141655,35297.08,0.141797,35261.65,50
24,3,20,50,5000,0.527055,9486.68,0.145505,34362.97,0.142650,35050.70,0.141572,35317.66,50
25,3,20,50,5000,0.548218,9120.47,0.141125,35429.50,0.141031,35453.22,0.141935,35227.41,50
26,3,20,50,5000,0.525465,9515.38,0.143765,34779.00,0.142591,35065.45,0.140891,35488.32,50
27,3,20,50,5000,0.527990,9469.87,0.142795,35015.12,0.141960,35221.07,0.139827,35758.56,50
28,3,20,50,5000,0.526890,9489.65,0.141260,35395.68,0.145880,34274.71,0.144023,34716.70,50
29,3,20,50,5000,0.525814,9509.06,0.145928,34263.49,0.145360,34397.44,0.142573,35069.77,50
30,3,20,50,5000,0.542584,9215.16,0.142616,35059.28,0.143102,34940.20,0.145011,34480.20,50
31,3,20,50,5000,0.528925,9453.14,0.141410,35358.30,0.139619,35811.84,0.140387,35615.77,50
32,3,20,50,5000,0.550154,9088.36,0.142755,35024.96,0.143853,34757.77,0.142808,35011.97,50
33,3,20,50,5000,0.527810,9473.10,0.144236,34665.45,0.139904,35738.87,0.142723,35033.00,50
34,3,20,50,5000,0.524909,9525.46,0.142527,35081.13,0.142255,35148.15,0.141516,35331.79,50
35,3,20,50,5000,0.524900,9525.62,0.143251,34903.79,0.141377,35366.49,0.139629,35809.09,50
36,3,20,50,5000,0.534615,9352.53,0.144785,34534.01,0.145867,34277.84,0.144149,34686.27,50
37,3,20,50,5000,0.526014,9505.45,0.141471,35342.96,0.143085,34944.27,0.140741,35526.35,50
38,3,20,50,5000,0.525749,9510.25,0.142850,35001.76,0.140275,35644.21,0.145862,34278.98,50
39,3,20,50,5000,0.524835,9526.80,0.144140,34688.39,0.144964,34491.28,0.144683,34558.22,50
40,3,20,50,5000,0.526525,9496.23,0.143124,34934.64,0.142268,35144.82,0.142062,35195.93,50
41,3,20,50,5000,0.529946,9434.93,0.141064,35444.82,0.141635,35301.97,0.142173,35168.36,50
42,3,20,50,5000,0.548514,9115.54,0.141558,35321.13,0.140239,35653.51,0.141672,35292.77,50
43,3,20,50,5000,0.530518,9424.75,0.144872,34513.31,0.142013,35208.13,0.141531,35327.83,50
44,3,20,50,5000,0.526970,9488.21,0.142186,35165.14,0.140224,35657.20,0.141170,35418.31,50
45,3,20,50,5000,0.527338,9481.58,0.143850,34758.43,0.143584,34822.72,0.142608,35061.26,50
46,3,20,50,5000,0.533364,9374.46,0.142982,34969.51,0.142288,35140.08,0.142358,35122.83,50
47,3,20,50,5000,0.526951,9488.55,0.141948,35224.22,0.141381,35365.54,0.141710,35283.45,50
48,3,20,50,5000,0.524274,9536.99,0.146199,34199.88,0.146154,34210.56,0.142550,35075.45,50
49,3,20,50,5000,0.523695,9547.55,0.142770,35021.31,0.140738,35527.00,0.140311,35635.06,50
50,3,20,50,5000,0.548063,9123.05,0.139880,35744.81,0.141999,35211.52,0.142220,35156.91,50
51,3,20,50,5000,0.531667,9404.39,0.141864,35245.14,0.145486,34367.63,0.145798,34293.97,50
52,3,20,50,5000,0.524257,9537.31,0.139886,35743.31,0.141970,35218.71,0.140302,35637.47,50
53,3,20,50,5000,0.527706,9474.98,0.141339,35375.97,0.142517,35083.48,0.143397,34868.30,50
54,3,20,50,5000,0.529251,9447.31,0.142642,35052.71,0.144242,34663.94,0.141503,35334.90,50
55,3,20,50,5000,0.524379,9535.09,0.144525,34595.98,0.138656,36060.56,0.141495,35336.91,50
56,3,20,50,5000,0.524944,9524.82,0.140633,35553.59,0.142220,35156.70,0.142135,35177.93,50
57,3,20,50,5000,0.524313,9536.29,0.144329,34643.15,0.140919,35481.35,0.141703,35285.15,50
58,3,20,50,5000,0.525230,9519.63,0.146209,34197.71,0.142098,35187.03,0.144495,34603.25,50
59,3,20,50,5000,0.524728,9528.75,0.142723,35032.81,0.141676,35291.90,0.140750,35524.08,50
60,3,20,50,5000,0.527272,9482.78,0.141288,35388.81,0.142423,35106.68,0.144417,34622.07,50
61,3,20,50,5000,0.527446,9479.65,0.144387,34629.16,0.142374,35118.71,0.140821,35505.96,50
62,3,20,50,5000,0.524267,9537.13,0.145273,34417.84,0.143995,34723.50,0.141370,35368.22,50
63,3,20,50,5000,0.531817,9401.74,0.140467,35595.55,0.142335,35128.34,0.140193,35665.17,50
64,3,20,50,5000,0.525958,9506.47,0.144492,34603.98,0.143841,34760.65,0.141975,35217.50,50
65,3,20,50,5000,0.525766,9509.94,0.142374,35118.74,0.141328,35378.61,0.142755,35025.15,50
66,3,20,50,5000,0.526394,9498.58,0.142764,35022.80,0.142643,35052.57,0.140245,35651.78,50
67,3,20,50,5000,0.524995,9523.90,0.142890,34991.98,0.143705,34793.52,0.143633,34810.95,50
68,3,20,50,5000,0.528344,9463.54,0.141328,35378.67,0.141994,35212.79,0.142265,35145.61,50
69,3,20,50,5000,0.551698,9062.93,0.141136,35426.79,0.144284,34653.97,0.143011,34962.29,50
70,3,20,50,5000,0.527783,9473.59,0.142960,34974.85,0.141865,35244.71,0.141052,35447.90,50
71,3,20,50,5000,0.528019,9469.35,0.142817,35009.85,0.143162,34925.58,0.142215,35158.05,50
72,3,20,50,5000,0.526322,9499.88,0.140020,35709.20,0.142884,34993.40,0.140847,35499.52,50
73,3,20,50,5000,0.528514,9460.49,0.144292,34652.01,0.143127,34934.01,0.142719,35033.79,50
74,3,20,50,5000,0.525554,9513.77,0.142142,35176.19,0.141956,35222.14,0.139916,35735.64,50
75,3,20,50,5000,0.529668,9439.87,0.144651,34566.02,0.144110,34695.76,0.141964,35220.08,50
76,3,20,50,5000,0.528022,9469.30,0.143559,34828.98,0.143817,34766.47,0.142438,35103.09,50
