batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,2,10,50,5000,0.527656,9475.87,0.105813,47253.17,0.100037,49981.53,0.101609,49208.47,50
1,2,10,50,5000,0.525886,9507.77,0.104162,48002.13,0.099680,50160.37,0.098770,50622.62,50
2,2,10,50,5000,0.529203,9448.17,0.103797,48171.07,0.101002,49504.01,0.100734,49635.46,50
3,2,10,50,5000,0.526322,9499.89,0.103354,48377.47,0.098875,50568.81,0.099140,50433.96,50
4,2,10,50,5000,0.526655,9493.88,0.103835,48153.51,0.100958,49525.74,0.100810,49598.14,50
5,2,10,50,5000,0.524890,9525.81,0.103993,48080.03,0.099665,50167.97,0.099751,50125.05,50
6,2,10,50,5000,0.546841,9143.42,0.102933,48575.37,0.099180,50413.56,0.099903,50048.80,50
7,2,10,50,5000,0.544768,9178.21,0.103832,48154.64,0.099342,50331.25,0.098521,50750.65,50
8,2,10,50,5000,0.525051,9522.89,0.104627,47788.88,0.100935,49536.75,0.101964,49036.68,50
9,2,10,50,5000,0.526743,9492.29,0.105013,47612.93,0.100175,49912.49,0.100541,49731.20,50
10,2,10,50,5000,0.527991,9469.86,0.104238,47966.94,0.099135,50436.08,0.099996,50002.11,50
11,2,10,50,5000,0.529685,9439.57,0.104408,47888.96,0.099981,50009.37,0.100683,49660.94,50
12,2,10,50,5000,0.524723,9528.84,0.103758,48189.02,0.099138,50434.58,0.100549,49726.88,50
13,2,10,50,5000,0.528578,9459.35,0.102434,48812.06,0.099416,50293.62,0.097436,51315.74,50
14,2,10,50,5000,0.527615,9476.61,0.103928,48110.37,0.101935,49050.80,0.101421,49299.42,50
15,2,10,50,5000,0.527677,9475.50,0.106861,46789.70,0.100354,49823.47,0.098611,50704.03,50
16,2,10,50,5000,0.547660,9129.74,0.102516,48773.06,0.099067,50471.00,0.098477,50773.10,50
17,2,10,50,5000,0.533216,9377.06,0.102642,48712.85,0.098777,50619.30,0.098620,50699.84,50
18,2,10,50,5000,0.529857,9436.51,0.104365,47908.60,0.102754,48660.03,0.099651,50174.95,50
19,2,10,50,5000,0.549763,9094.83,0.104050,48053.85,0.099870,50065.00,0.098347,50840.32,50
20,2,10,50,5000,0.527805,9473.20,0.101954,49041.68,0.099480,50261.58,0.098697,50660.34,50
21,2,10,50,5000,0.524245,9537.53,0.103251,48425.60,0.099272,50366.66,0.098420,50802.62,50
22,2,10,50,5000,0.525850,9508.41,0.102703,48683.91,0.099993,50003.46,0.098011,51014.65,50
23,2,10,50,5000,0.526699,9493.08,0.103572,48275.68,0.099727,50136.71,0.097794,51128.00,50
24,2,10,50,5000,0.534205,9359.70,0.103923,48112.65,0.099835,50082.64,0.098475,50774.05,50
25,2,10,50,5000,0.524896,9525.70,0.103680,48225.11,0.099723,50138.71,0.100647,49678.57,50
26,2,10,50,5000,0.528774,9455.84,0.105897,47215.56,0.100316,49842.40,0.099631,50185.36,50
27,2,10,50,5000,0.523837,9544.95,0.102672,48698.89,0.099146,50430.56,0.099907,50046.46,50
28,2,10,50,5000,0.526903,9489.41,0.103161,48468.00,0.099457,50272.77,0.098958,50526.24,50
29,2,10,50,5000,0.526378,9498.87,0.102076,48983.21,0.099755,50122.87,0.099385,50309.51,50
30,2,10,50,5000,0.528219,9465.77,0.102753,48660.21,0.100185,49907.80,0.099102,50453.13,50
31,2,10,50,5000,0.525268,9518.96,0.107370,46567.94,0.100819,49594.00,0.099823,50088.87,50
32,2,10,50,5000,0.525008,9523.66,0.105642,47329.70,0.099360,50322.09,0.099764,50118.38,50
33,2,10,50,5000,0.522769,9564.45,0.104953,47640.30,0.100966,49521.73,0.099287,50359.01,50
34,2,10,50,5000,0.524722,9528.86,0.104084,48038.22,0.100363,49819.27,0.098201,50915.97,50
35,2,10,50,5000,0.529085,9450.28,0.103814,48163.08,0.098231,50900.46,0.098200,50916.53,50
36,2,10,50,5000,0.526465,9497.31,0.104006,48074.23,0.100064,49967.89,0.100464,49768.87,50
37,2,10,50,5000,0.524004,9541.91,0.102882,48599.28,0.100706,49649.43,0.098317,50855.75,50
38,2,10,50,5000,0.525906,9507.39,0.104653,47777.10,0.099574,50214.04,0.098896,50558.12,50
39,2,10,50,5000,0.526361,9499.19,0.104187,47990.85,0.100108,49946.27,0.098838,50588.05,50
40,2,10,50,5000,0.525669,9511.69,0.104537,47829.93,0.099821,50089.42,0.100299,49851.02,50
41,2,10,50,5000,0.527173,9484.56,0.102746,48663.47,0.100722,49641.71,0.099398,50302.82,50
42,2,10,50,5000,0.527974,9470.16,0.102635,48716.56,0.098348,50840.05,0.098598,50711.03,50
43,2,10,50,5000,0.525530,9514.20,0.100708,49648.58,0.099060,50474.24,0.097527,51267.99,50
44,2,10,50,5000,0.527729,9474.56,0.105336,47467.06,0.098512,50755.33,0.099221,50392.34,50
45,2,10,50,5000,0.525820,9508.96,0.105603,47347.36,0.098843,50585.36,0.098513,50754.68,50
46,2,10,50,5000,0.525631,9512.38,0.104753,47731.11,0.098569,50725.64,0.098192,50920.75,50
47,2,10,50,5000,0.528657,9457.93,0.104281,47947.38,0.098397,50814.56,0.097920,51062.05,50
48,2,10,50,5000,0.525625,9512.49,0.104452,47868.85,0.099679,50161.13,0.100266,49867.33,50
49,2,10,50,5000,0.525777,9509.73,0.102798,48639.17,0.098316,50856.32,0.099862,50068.97,50
50,2,10,50,5000,0.527690,9475.25,0.102987,48549.82,0.098914,50549.20,0.100179,49910.82,50
51,2,10,50,5000,0.529447,9443.82,0.103697,48217.44,0.099973,50013.47,0.098523,50749.74,50
52,2,10,50,5000,0.525957,9506.47,0.105026,47607.40,0.100233,49883.83,0.099739,50131.05,50
53,2,10,50,5000,0.547798,9127.46,0.103068,48511.62,0.098538,50741.75,0.098543,50739.04,50
54,2,10,50,5000,0.549620,9097.19,0.103725,48204.42,0.098606,50706.85,0.098708,50654.33,50
55,2,10,50,5000,0.530991,9416.36,0.103077,48507.41,0.100233,49883.84,0.099496,50253.29,50
56,2,10,50,5000,0.525409,9516.40,0.103785,48176.45,0.100505,49748.94,0.099469,50266.87,50
57,2,10,50,5000,0.526149,9503.02,0.103754,48191.04,0.099214,50396.13,0.098529,50746.24,50
58,2,10,50,5000,0.529823,9437.11,0.102024,49008.27,0.098399,50813.37,0.097680,51187.57,50
59,2,10,50,5000,0.525077,9522.41,0.102922,48580.26,0.098273,50878.73,0.098420,50802.70,50
60,2,10,50,5000,0.526472,9497.18,0.103358,48375.74,0.098047,50996.00,0.097805,51122.18,50
61,2,10,50,5000,0.529556,9441.87,0.105896,47216.03,0.100404,49799.02,0.101306,49355.60,50
62,2,10,50,5000,0.528464,9461.39,0.103604,48260.62,0.099520,50241.34,0.099039,50484.95,50
63,2,10,50,5000,0.527260,9482.99,0.103620,48253.22,0.099623,50189.09,0.099193,50406.64,50
64,2,10,50,5000,0.523761,9546.33,0.104028,48063.82,0.098207,50912.77,0.098765,50625.48,50
65,2,10,50,5000,0.526076,9504.33,0.104664,47771.73,0.101618,49203.85,0.101218,49398.51,50
66,2,10,50,5000,0.526923,9489.05,0.105610,47343.82,0.100840,49583.46,0.100505,49748.59,50
67,2,10,50,5000,0.525134,9521.38,0.104429,47879.31,0.098869,50571.95,0.099250,50377.62,50
68,2,10,50,5000,0.525426,9516.09,0.103878,48133.59,0.099422,50290.50,0.100229,49885.73,50
