batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,1,40,50,5000,0.525807,9509.19,0.251003,19920.04,0.252878,19772.38,0.149881,33359.83,22
1,1,40,50,5000,0.525945,9506.69,0.250699,19944.26,0.250457,19963.53,0.145451,34375.77,22
2,1,40,50,5000,0.530062,9432.87,0.248920,20086.77,0.252184,19826.81,0.152640,32756.85,20
3,1,40,50,5000,0.525083,9522.30,0.250075,19994.01,0.250618,19950.68,0.145254,34422.44,21
4,1,40,50,5000,0.527163,9484.73,0.252552,19797.89,0.252165,19828.31,0.151382,33028.98,20
5,1,40,50,5000,0.524042,9541.22,0.252941,19767.48,0.248084,20154.48,0.148661,33633.51,23
6,1,40,50,5000,0.524473,9533.38,0.252420,19808.27,0.250797,19936.43,0.145925,34264.26,21
7,1,40,50,5000,0.525453,9515.60,0.251991,19841.95,0.251068,19914.89,0.147909,33804.59,22
8,1,40,50,5000,0.526633,9494.29,0.252588,19795.06,0.252286,19818.75,0.144128,34691.35,20
9,1,40,50,5000,0.527436,9479.82,0.250186,19985.12,0.249674,20026.13,0.149214,33509.02,21
10,1,40,50,5000,0.525514,9514.50,0.252487,19803.03,0.248929,20086.06,0.150353,33255.02,22
11,1,40,50,5000,0.527176,9484.50,0.250199,19984.08,0.249980,20001.57,0.152183,32855.07,19
12,1,40,50,5000,0.527198,9484.10,0.254426,19652.12,0.252613,19793.10,0.147144,33980.23,19
13,1,40,50,5000,0.524000,9541.99,0.251720,19863.30,0.248164,20147.94,0.151371,33031.47,23
14,1,40,50,5000,0.524127,9539.68,0.251631,19870.35,0.250843,19932.81,0.145417,34383.90,22
15,1,40,50,5000,0.524630,9530.52,0.250947,19924.51,0.248950,20084.37,0.151943,32907.10,21
16,1,40,50,5000,0.527462,9479.36,0.252080,19834.99,0.251866,19851.81,0.145358,34397.77,23
17,1,40,50,5000,0.526075,9504.34,0.252143,19830.00,0.251243,19901.04,0.145432,34380.33,24
18,1,40,50,5000,0.524553,9531.93,0.250471,19962.38,0.252286,19818.81,0.146946,34025.99,20
19,1,40,50,5000,0.524294,9536.64,0.255840,19543.46,0.252029,19839.00,0.149328,33483.32,21
