batch_idx,k,m,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,1,30,50,5000,0.529321,9446.06,0.196596,25432.93,0.197747,25284.80,0.114140,43805.86,25
1,1,30,50,5000,0.528508,9460.60,0.195947,25517.09,0.199950,25006.31,0.113923,43889.17,25
2,1,30,50,5000,0.525174,9520.65,0.196990,25382.00,0.195223,25611.75,0.120694,41427.11,25
3,1,30,50,5000,0.544468,9183.27,0.193673,25816.66,0.196623,25429.44,0.121628,41108.91,25
4,1,30,50,5000,0.528430,9462.00,0.196728,25415.78,0.195697,25549.68,0.125686,39781.79,25
5,1,30,50,5000,0.535224,9341.89,0.198360,25206.73,0.196363,25463.11,0.117529,42542.76,25
6,1,30,50,5000,0.525194,9520.29,0.195303,25601.19,0.194267,25737.83,0.115716,43209.30,25
7,1,30,50,5000,0.523503,9551.04,0.194437,25715.25,0.195804,25535.68,0.122259,40896.71,25
8,1,30,50,5000,0.527515,9478.41,0.198362,25206.45,0.198078,25242.57,0.118309,42262.21,24
9,1,30,50,5000,0.525498,9514.78,0.194046,25767.09,0.196334,25466.81,0.117035,42722.37,25
10,1,30,50,5000,0.525167,9520.78,0.197124,25364.78,0.195457,25581.02,0.118935,42039.86,25
11,1,30,50,5000,0.525350,9517.47,0.195698,25549.59,0.196147,25491.05,0.118825,42078.71,25
12,1,30,50,5000,0.525469,9515.31,0.196453,25451.38,0.194630,25689.76,0.120311,41558.90,25
13,1,30,50,5000,0.526810,9491.09,0.198066,25244.15,0.196734,25415.03,0.116144,43049.98,25
14,1,30,50,5000,0.524424,9534.28,0.196123,25494.18,0.192776,25936.89,0.121775,41059.32,26
15,1,30,50,5000,0.547417,9133.81,0.194841,25661.90,0.191683,26084.67,0.121512,41148.32,25
16,1,30,50,5000,0.524407,9534.59,0.193316,25864.38,0.196216,25482.07,0.119957,41681.66,25
17,1,30,50,5000,0.524497,9532.94,0.196121,25494.50,0.198309,25213.19,0.120416,41522.89,26
18,1,30,50,5000,0.526199,9502.11,0.197189,25356.32,0.195462,25580.41,0.119028,42006.92,25
19,1,30,50,5000,0.525503,9514.70,0.198368,25205.68,0.199911,25011.08,0.116039,43089.01,25
20,1,30,50,5000,0.524605,9530.98,0.194916,25652.10,0.196044,25504.51,0.116380,42962.79,25
21,1,30,50,5000,0.525411,9516.35,0.194815,25665.37,0.195727,25545.82,0.117571,42527.67,25
22,1,30,50,5000,0.526792,9491.42,0.194676,25683.70,0.192332,25996.65,0.119811,41732.56,25
23,1,30,50,5000,0.526395,9498.57,0.197172,25358.53,0.196617,25430.15,0.116259,43007.51,25
24,1,30,50,5000,0.524121,9539.78,0.196093,25498.06,0.196383,25460.45,0.117254,42642.58,25
25,1,30,50,5000,0.526792,9491.42,0.194886,25656.08,0.196507,25444.35,0.123133,40606.35,25
26,1,30,50,5000,0.528784,9455.66,0.198489,25190.36,0.196959,25386.06,0.121864,41029.34,25
27,1,30,50,5000,0.526161,9502.80,0.197607,25302.74,0.195565,25566.90,0.112933,44273.93,25
28,1,30,50,5000,0.527687,9475.31,0.197756,25283.69,0.196728,25415.77,0.120798,41391.27,25
29,1,30,50,5000,0.526953,9488.52,0.196832,25402.42,0.197423,25326.31,0.114176,43792.19,25
30,1,30,50,5000,0.524445,9533.89,0.193525,25836.46,0.193560,25831.72,0.124831,40054.22,25
31,1,30,50,5000,0.524388,9534.93,0.195345,25595.72,0.192241,26009.06,0.122368,40860.32,25
32,1,30,50,5000,0.525816,9509.03,0.194783,25669.62,0.196809,25405.38,0.113996,43861.19,25
33,1,30,50,5000,0.527553,9477.72,0.199638,25045.28,0.193847,25793.50,0.127243,39294.83,25
34,1,30,50,5000,0.526809,9491.10,0.195928,25519.63,0.193351,25859.66,0.114373,43716.44,25
35,1,30,50,5000,0.525490,9514.92,0.196485,25447.19,0.196306,25470.49,0.116408,42952.51,25
36,1,30,50,5000,0.534301,9358.03,0.196635,25427.84,0.198016,25250.44,0.122588,40786.96,25
37,1,30,50,5000,0.525773,9509.82,0.195684,25551.36,0.197947,25259.34,0.122077,40957.88,25
38,1,30,50,5000,0.525494,9514.86,0.197241,25349.67,0.196905,25392.96,0.123919,40349.09,25
39,1,30,50,5000,0.526548,9495.81,0.199832,25021.03,0.194850,25660.73,0.118540,42179.77,24
40,1,30,50,5000,0.527750,9474.18,0.193924,25783.29,0.195768,25540.42,0.116697,42845.87,25
41,1,30,50,5000,0.525450,9515.65,0.197368,25333.43,0.195360,25593.78,0.115645,43235.60,25
42,1,30,50,5000,0.531407,9408.98,0.195371,25592.33,0.198392,25202.69,0.119384,41881.72,25
43,1,30,50,5000,0.525752,9510.20,0.195781,25538.70,0.199208,25099.35,0.119107,41978.92,25
44,1,30,50,5000,0.528627,9458.47,0.198575,25179.38,0.198397,25202.00,0.114863,43530.02,25
45,1,30,50,5000,0.527321,9481.89,0.194802,25667.12,0.195797,25536.71,0.119091,41984.82,25
46,1,30,50,5000,0.525955,9506.52,0.194011,25771.73,0.194811,25665.96,0.121439,41172.83,25
47,1,30,50,5000,0.523980,9542.35,0.196225,25480.96,0.197174,25358.32,0.120708,41422.33,25
48,1,30,50,5000,0.525433,9515.97,0.195747,25543.15,0.195361,25593.66,0.119435,41863.73,25
49,1,30,50,5000,0.524731,9528.69,0.194232,25742.38,0.196678,25422.28,0.118420,42222.53,25
50,1,30,50,5000,0.525877,9507.92,0.195562,25567.39,0.196214,25482.39,0.116097,43067.53,25
51,1,30,50,5000,0.526510,9496.49,0.199018,25123.29,0.195528,25571.72,0.122861,40696.43,25
52,1,30,50,5000,0.524074,9540.65,0.199458,25067.88,0.199288,25089.28,0.119715,41766.01,25
53,1,30,50,5000,0.523718,9547.13,0.196964,25385.29,0.196748,25413.17,0.114590,43633.95,25
54,1,30,50,5000,0.525489,9514.95,0.194442,25714.55,0.196233,25479.94,0.117248,42644.67,25
55,1,30,50,5000,0.528620,9458.58,0.196943,25388.12,0.194898,25654.42,0.117699,42481.29,25
56,1,30,50,5000,0.544826,9177.24,0.195072,25631.53,0.195227,25611.19,0.119675,41779.67,25
57,1,30,50,5000,0.547743,9128.37,0.196658,25424.91,0.196196,25484.70,0.119952,41683.23,25
58,1,30,50,5000,0.525191,9520.34,0.196465,25449.83,0.195097,25628.32,0.124504,40159.33,25
59,1,30,50,5000,0.523170,9557.12,0.195403,25588.10,0.195867,25527.51,0.116982,42741.71,25
60,1,30,50,5000,0.524833,9526.84,0.198709,25162.47,0.195252,25607.91,0.128105,39030.33,25
61,1,30,50,5000,0.524551,9531.96,0.197398,25329.55,0.195957,25515.77,0.114987,43483.34,25
62,1,30,50,5000,0.546352,9151.61,0.192840,25928.19,0.195766,25540.68,0.116831,42796.95,25
63,1,30,50,5000,0.544867,9176.55,0.194311,25731.88,0.197726,25287.51,0.122331,40872.68,25
64,1,30,50,5000,0.525289,9518.57,0.194378,25723.03,0.197760,25283.13,0.114853,43533.87,25
65,1,30,50,5000,0.525125,9521.53,0.193881,25789.07,0.195812,25534.68,0.127717,39149.13,25
66,1,30,50,5000,0.524594,9531.18,0.196322,25468.41,0.195854,25529.19,0.122527,40807.40,25
67,1,30,50,5000,0.525436,9515.91,0.195801,25536.10,0.196565,25436.89,0.131144,38125.96,25
68,1,30,50,5000,0.526294,9500.39,0.196702,25419.18,0.196566,25436.73,0.117230,42651.13,25
69,1,30,50,5000,0.533292,9375.73,0.195558,25567.84,0.196990,25382.03,0.116523,42909.86,26
70,1,30,50,5000,0.525666,9511.75,0.195114,25626.09,0.193421,25850.34,0.128891,38792.43,25
71,1,30,50,5000,0.525411,9516.35,0.196239,25479.11,0.196853,25399.65,0.125626,39800.65,25
72,1,30,50,5000,0.534975,9346.24,0.197234,25350.63,0.196391,25459.42,0.115744,43198.85,25
73,1,30,50,5000,0.525290,9518.55,0.192886,25922.05,0.195458,25580.90,0.127555,39198.66,25
74,1,30,50,5000,0.524080,9540.53,0.193432,25848.88,0.195391,25589.74,0.120117,41626.08,26
75,1,30,50,5000,0.525629,9512.40,0.196847,25400.50,0.196583,25434.52,0.115146,43423.15,25
76,1,30,50,5000,0.525104,9521.92,0.195114,25625.99,0.197079,25370.48,0.110719,45159.37,25
77,1,30,50,5000,0.526386,9498.73,0.196859,25398.84,0.196314,25469.44,0.122065,40961.81,25
78,1,30,50,5000,0.528990,9451.98,0.197386,25331.10,0.198828,25147.40,0.126530,39516.34,25
79,1,30,50,5000,0.529934,9435.14,0.193983,25775.46,0.196171,25487.97,0.121360,41199.66,25
80,1,30,50,5000,0.529693,9439.43,0.194441,25714.73,0.198002,25252.26,0.113285,44136.47,25
81,1,30,50,5000,0.528103,9467.86,0.197651,25297.09,0.199297,25088.16,0.116555,42898.14,25
82,1,30,50,5000,0.529332,9445.87,0.196799,25406.62,0.193352,25859.56,0.117487,42557.75,25
83,1,30,50,5000,0.526888,9489.68,0.196460,25450.49,0.197741,25285.56,0.117037,42721.56,25
84,1,30,50,5000,0.527219,9483.73,0.197062,25372.72,0.195270,25605.51,0.120322,41555.32,25
85,1,30,50,5000,0.525873,9507.99,0.196824,25403.42,0.194965,25645.64,0.118562,42172.16,25
86,1,30,50,5000,0.526304,9500.22,0.195282,25604.03,0.196448,25452.07,0.117240,42647.48,25
87,1,30,50,5000,0.524329,9536.00,0.197908,25264.22,0.197698,25291.10,0.117869,42420.01,26
88,1,30,50,5000,0.523863,9544.49,0.196308,25470.14,0.195911,25521.80,0.120965,41334.39,25
89,1,30,50,5000,0.546044,9156.77,0.194397,25720.57,0.195398,25588.81,0.111426,44872.92,25
90,1,30,50,5000,0.527112,9485.65,0.195997,25510.56,0.193042,25901.14,0.115038,43463.87,25
91,1,30,50,5000,0.525037,9523.15,0.197145,25362.05,0.198434,25197.27,0.117778,42452.65,25
92,1,30,50,5000,0.529174,9448.68,0.195672,25552.99,0.197059,25373.12,0.119572,41815.74,25
93,1,30,50,5000,0.524079,9540.54,0.195643,25556.74,0.196975,25383.93,0.120291,41565.87,25
94,1,30,50,5000,0.524918,9525.30,0.195917,25521.04,0.196200,25484.23,0.120506,41491.78,25
95,1,30,50,5000,0.528411,9462.34,0.195005,25640.35,0.193210,25878.51,0.117423,42580.97,25
96,1,30,50,5000,0.525250,9519.27,0.196054,25503.17,0.194894,25654.91,0.112938,44271.97,25
97,1,30,50,5000,0.524211,9538.15,0.193911,25784.98,0.194795,25668.03,0.122357,40863.95,25
98,1,30,50,5000,0.524857,9526.40,0.198314,25212.57,0.197505,25315.79,0.119086,41986.50,25
99,1,30,50,5000,0.525438,9515.87,0.195384,25590.63,0.194754,25673.45,0.117582,42523.56,25
