batch_idx,num_blocks,num_txs,threads,merge_cap,seq_time_s,seq_tput,par_time_s,par_tput,concat_time_s,concat_tput,cgraph_time_s,cgraph_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,vegeta_time_s,vegeta_tput,phase_pre_execute_s,phase_graph_build_s,phase_integrate_s,phase_execute_s,phase_total_s,vegeta_speculate_s,num_integrated_groups,omakase_graph_bytes,vegeta_sched_bytes,calldata_bytes,par_re_exec,par_validation_aborts,par_cascade_aborts,par_wrote_new_loc,concat_re_exec,concat_validation_aborts,concat_cascade_aborts,concat_wrote_new_loc,cgraph_re_exec,cgraph_validation_aborts,cgraph_cascade_aborts,cgraph_wrote_new_loc,graph_re_exec,graph_validation_aborts,graph_cascade_aborts,graph_wrote_new_loc,integ_re_exec,integ_validation_aborts,integ_cascade_aborts,integ_wrote_new_loc,vegeta_re_exec,vegeta_validation_aborts,vegeta_cascade_aborts,vegeta_wrote_new_loc,digest_seq,digest_par,digest_concat,logical_seq,logical_integ,logical_vegeta
0,100,13679,8,10,0.657734,20797.15,0.340992,40115.35,0.276647,49445.75,0.301127,45425.97,0.359271,38074.31,0.270346,50598.08,0.496670,27541.41,0.665680,0.094428,0.190098,0.270346,1.220551,0.127828,17,1338424,1448784,8602654,6899,2588,1822,69,11618,2900,2655,69,10104,5728,4271,33,3993,1895,1234,5,5706,2763,1931,3,105,0,0,0,16290181522686356851,12660389987259375045,12660389987259375045,8413649451118563891,11357495751644599504,4071082038174601821
1,100,14553,8,10,0.641691,22679.13,0.307709,47294.74,0.233058,62443.61,0.837979,17366.79,0.342903,42440.51,0.260792,55802.99,0.509477,28564.60,0.658145,0.083357,0.163064,0.260792,1.165358,0.133346,18,1299198,1641343,9646121,5841,2306,1557,53,9513,2483,2248,60,0,0,0,0,3571,1691,1065,2,4940,2599,1780,1,68,0,0,0,10661044271286872451,14843584958465260910,14843584958465260910,1424694399152275178,17393203424048206410,2800294051974372679
2,100,13931,8,10,0.615573,22630.95,0.288852,48228.93,0.223920,62214.09,0.270256,51547.42,0.319759,43567.25,0.241313,57729.90,0.449711,30977.66,0.630280,0.089128,0.160575,0.241313,1.121296,0.127816,22,1272456,1326266,9350358,5195,2003,1354,66,9321,2312,2099,56,8166,4528,3393,19,3533,1701,1049,2,4803,2579,1634,1,86,0,0,0,1490727333569002472,4402424285216853895,4402424285216853895,1049501024281994910,4164465633868413917,2539034738150290684
3,100,13901,8,10,0.658015,21125.66,0.337949,41133.45,0.242837,57244.20,0.269483,51584.04,0.361498,38453.87,0.260643,53333.43,0.477652,29102.77,0.692108,0.074073,0.166642,0.260643,1.193466,0.126578,18,1258236,1401151,9060965,5689,2186,1503,47,9009,2466,2227,45,8143,4546,3291,14,3678,1814,1106,2,5382,2806,1888,6,84,0,0,0,14500193851064682657,5002308453480877089,5002308453480877089,15915446536853492252,839565483351919175,859205285200062744
4,100,14066,8,10,0.699049,20121.63,0.343439,40956.36,0.267042,52673.30,0.318805,44121.08,0.373655,37644.38,0.272230,51669.50,0.524686,26808.39,0.717547,0.076493,0.164149,0.272230,1.230420,0.135823,20,1332671,1489381,8801525,7049,2285,1680,296,11184,2533,2364,294,8956,4962,3719,79,4222,2097,1308,52,4572,2359,1560,14,164,0,0,0,4350232754016254307,16059151523650557020,16864411614876087059,14740570392512317464,7892003393297774863,13396446810120057935
5,100,13375,8,10,0.632054,21161.17,0.298238,44846.68,0.252215,53030.20,0.299910,44596.65,0.333420,40114.53,0.260673,51309.51,0.430875,31041.50,0.650084,0.077593,0.158572,0.260673,1.146922,0.122706,17,1238682,1292737,9867979,5262,2056,1398,189,10275,2564,2386,152,9260,5047,3771,15,3641,1768,1118,13,5339,2713,1851,12,97,0,0,0,4028395905601630330,18130115087217178391,18130115087217178391,13137333110564342947,635262676269237920,13733571769277934869
6,100,14060,8,10,0.708962,19831.82,0.352039,39938.71,0.273800,51351.37,0.307651,45701.08,0.375779,37415.59,0.267366,52587.13,0.524145,26824.63,0.727164,0.084801,0.161712,0.267366,1.241044,0.136283,23,1381802,1529337,9969365,7079,2536,1828,64,11836,2747,2549,104,9058,5088,3791,36,4265,2016,1307,3,4368,2247,1416,4,110,0,0,0,11317186355931760512,15031582686461311345,15031582686461311345,15493272146988416672,11513689783533774103,2847093830339689770
7,100,13097,8,10,0.626435,20907.21,0.310411,42192.44,0.218548,59927.44,0.264174,49577.08,0.337600,38794.45,0.240788,54392.15,0.488310,26821.08,0.639832,0.079592,0.146985,0.240788,1.107198,0.120480,18,1187936,1327476,10708072,5823,2194,1516,302,9186,2385,2115,306,7772,4524,3177,60,2986,1477,877,6,4090,2243,1446,159,89,0,0,0,13285527963487704739,4382038379163290352,4382038379163290352,4689998498545166420,6773696704357076435,13969450206830234843
8,100,13416,8,10,0.653117,20541.49,0.295563,45391.41,0.249934,53678.16,0.300510,44644.14,0.328834,40798.73,0.259689,51661.89,0.435902,30777.57,0.672477,0.085005,0.163845,0.259689,1.181015,0.129288,17,1359998,1390348,8974075,5107,1979,1318,73,9925,2306,2154,78,9411,5224,3948,18,4091,1865,1163,5,5082,2572,1704,3,84,0,0,0,9282029056521524698,3812576794807007700,3812576794807007700,16858406457088217404,16622690770694867663,2690850827300496450
9,100,14084,8,10,0.657207,21430.07,0.310561,45350.17,0.241520,58314.11,0.291030,48393.62,0.340599,41350.72,0.252969,55674.91,0.454579,30982.53,0.674321,0.081092,0.160650,0.252969,1.169031,0.139188,16,1298055,1414345,9257711,5353,2061,1417,83,9342,2339,2132,82,8229,4615,3452,13,3545,1634,991,1,4959,2539,1690,4,94,0,0,0,6442074769590520297,16936450751885753835,16936450751885753835,2889596036050776807,6264011433700869907,11527199335877782775
