batch_idx,start_block,end_block,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,16774645,16774744,100,13679,1.164786,11743.79,0.602828,22691.38,0.511401,26748.09,0.484666,28223.55,90
1,16774745,16774844,100,14553,1.271707,11443.68,0.651451,22339.37,0.547189,26595.92,0.528067,27559.00,95
2,16774845,16774944,100,13931,1.217998,11437.62,0.632486,22025.78,0.533959,26090.02,0.504647,27605.42,93
3,16774945,16775044,100,13901,1.251497,11107.49,0.689299,20166.86,0.578781,24017.71,0.534461,26009.37,90
4,16775045,16775144,100,14066,1.122824,12527.34,0.561487,25051.35,0.487627,28845.80,0.476669,29508.96,97
5,16775145,16775244,100,13375,1.203736,11111.24,0.623939,21436.37,0.520359,25703.42,0.504548,26508.87,95
6,16775245,16775344,100,14060,1.395183,10077.53,0.839899,16740.12,0.698612,20125.61,0.652434,21550.06,86
7,16775345,16775444,100,13097,1.429711,9160.60,0.923233,14186.02,0.804453,16280.63,0.746456,17545.57,81
8,16775445,16775544,100,13416,1.143536,11732.03,0.572281,23443.01,0.491050,27321.02,0.474805,28255.83,94
9,16775545,16775644,100,14084,1.178780,11947.94,0.572250,24611.60,0.478800,29415.20,0.460400,30590.77,97
10,16775645,16775744,100,14225,1.356866,10483.72,0.761099,18690.09,0.657945,21620.36,0.630185,22572.74,87
11,16775745,16775844,100,14412,1.277985,11277.13,0.729493,19756.19,0.616751,23367.60,0.588922,24471.85,88
12,16775845,16775944,100,13180,1.182915,11141.96,0.624816,21094.22,0.530249,24856.23,0.511059,25789.60,92
13,16775945,16776044,100,14450,1.232462,11724.50,0.649162,22259.45,0.550665,26241.00,0.533736,27073.32,92
14,16776045,16776144,100,14110,1.228706,11483.63,0.647858,21779.45,0.569445,24778.51,0.555247,25412.10,94
15,16776145,16776244,100,13388,1.095783,12217.75,0.531678,25180.64,0.454866,29432.86,0.448657,29840.18,98
16,16776245,16776344,100,14314,1.229854,11638.78,0.669610,21376.62,0.557521,25674.36,0.535678,26721.27,94
17,16776345,16776444,100,14382,1.020097,14098.66,0.531179,27075.61,0.459907,31271.55,0.453919,31684.04,98
18,16776445,16776544,100,14191,1.113045,12749.71,0.569340,24925.37,0.487905,29085.57,0.478293,29670.09,97
19,16776545,16776644,100,14870,1.221381,12174.75,0.633918,23457.29,0.536228,27730.75,0.534492,27820.83,100
20,16776645,16776744,100,14874,1.159381,12829.26,0.568248,26175.20,0.492396,30207.38,0.487351,30520.10,98
21,16776745,16776844,100,15018,1.030135,14578.68,0.496440,30251.36,0.431534,34801.41,0.423285,35479.61,98
22,16776845,16776944,100,16167,1.163777,13891.84,0.582109,27773.14,0.490761,32942.73,0.485663,33288.53,98
23,16776945,16777044,100,15610,1.047023,14908.94,0.540989,28854.58,0.467196,33412.11,0.477885,32664.75,98
24,16777045,16777144,100,15393,1.106581,13910.41,0.537638,28630.78,0.460350,33437.61,0.450536,34165.98,98
25,16777145,16777244,100,15575,1.202328,12954.04,0.563863,27621.98,0.486760,31997.28,0.481645,32337.09,99
26,16777245,16777344,100,15004,1.151936,13025.03,0.582640,25751.77,0.502512,29857.97,0.498393,30104.77,100
27,16777345,16777444,100,15907,1.085024,14660.51,0.510707,31147.03,0.437316,36374.18,0.434631,36598.84,100
28,16777445,16777544,100,17133,1.090791,15706.96,0.540593,31693.00,0.459110,37317.84,0.455050,37650.81,99
29,16777545,16777644,100,15750,1.061982,14830.77,0.501035,31434.93,0.424128,37135.04,0.427097,36876.86,100
30,16777645,16777744,100,16020,1.055644,15175.57,0.498604,32129.68,0.432396,37049.38,0.428787,37361.19,99
31,16777745,16777844,100,17300,0.918768,18829.57,0.469587,36840.92,0.429853,40246.30,0.386650,44743.30,76
32,16777845,16777944,100,15673,0.973292,16103.08,0.443148,35367.42,0.369252,42445.29,0.373889,41918.89,99
33,16777945,16778044,100,14808,1.053117,14061.11,0.500278,29599.56,0.419673,35284.61,0.411279,36004.72,97
34,16778045,16778144,100,17223,1.015294,16963.57,0.493275,34915.63,0.421162,40894.02,0.420093,40998.02,98
35,16778145,16778244,100,14729,1.090412,13507.74,0.528872,27849.86,0.445606,33053.85,0.443435,33215.68,99
36,16778245,16778344,100,14230,1.023600,13901.92,0.496406,28666.04,0.412319,34512.09,0.406859,34975.22,96
37,16778345,16778444,100,14563,0.993545,14657.62,0.496733,29317.54,0.416414,34972.44,0.412404,35312.45,97
38,16778445,16778544,100,14766,1.057342,13965.20,0.506311,29163.89,0.415759,35515.76,0.414500,35623.68,100
39,16778545,16778644,100,15804,1.121421,14092.84,0.557770,28334.25,0.477280,33112.66,0.473809,33355.18,98
40,16778645,16778744,100,16064,1.057020,15197.44,0.513559,31279.76,0.437998,36675.99,0.437199,36743.00,99
41,16778745,16778844,100,15896,1.083955,14664.82,0.528742,30063.80,0.452959,35093.65,0.450893,35254.50,99
42,16778845,16778944,100,14379,1.152547,12475.84,0.572454,25118.18,0.467563,30753.07,0.469932,30598.08,100
43,16778945,16779044,100,14535,1.188062,12234.21,0.596842,24353.16,0.485751,29922.75,0.487021,29844.71,99
44,16779045,16779144,100,15203,1.071975,14182.24,0.527334,28829.91,0.450076,33778.71,0.446838,34023.55,98
45,16779145,16779244,100,15017,1.103146,13612.88,0.577131,26020.09,0.518765,28947.60,0.503071,29850.68,95
46,16779245,16779344,100,14849,1.103530,13455.91,0.549151,27039.90,0.467045,31793.49,0.468019,31727.33,96
47,16779345,16779444,100,14417,1.092254,13199.32,0.527508,27330.38,0.453901,31762.40,0.454657,31709.65,99
48,16779445,16779544,100,13748,1.101545,12480.65,0.550197,24987.42,0.474096,28998.35,0.467729,29393.09,98
49,16779545,16779644,100,14524,1.243959,11675.62,0.654507,22190.76,0.549844,26414.76,0.537588,27017.00,96
50,18581726,18581825,100,14635,2.037304,7183.51,1.623546,9014.22,1.464597,9992.51,1.305322,11211.80,54
51,18581826,18581925,100,14705,1.829600,8037.27,1.395354,10538.54,1.242327,11836.66,1.130335,13009.42,67
52,18581926,18582025,100,13744,2.192715,6268.03,1.801534,7629.05,1.627980,8442.37,1.394117,9858.57,49
53,18582026,18582125,100,13339,2.557244,5216.16,2.173349,6137.53,1.979184,6739.65,1.660169,8034.72,31
54,18582126,18582225,100,13302,1.890537,7036.10,1.492949,8909.88,1.342093,9911.38,1.179056,11281.90,56
55,18582226,18582325,100,15419,1.865027,8267.44,1.465345,10522.44,1.332116,11574.82,1.194176,12911.83,61
56,18582326,18582425,100,15541,1.149412,13520.83,0.701585,22151.27,0.611606,25410.14,0.557105,27896.00,88
57,18582426,18582525,100,14202,1.204561,11790.19,0.725917,19564.23,0.631210,22499.63,0.579204,24519.85,86
58,18582526,18582625,100,13584,1.177772,11533.64,0.665752,20403.98,0.562845,24134.52,0.525721,25838.78,90
59,18582626,18582725,100,14206,1.284722,11057.65,0.736134,19298.12,0.627015,22656.56,0.586363,24227.30,93
60,18582726,18582825,100,14594,1.340294,10888.66,0.799625,18251.06,0.663915,21981.73,0.631557,23107.99,91
61,18582826,18582925,100,14306,1.651431,8662.79,1.155635,12379.34,1.019604,14030.94,0.902998,15842.78,71
62,18582926,18583025,100,14637,1.315243,11128.74,0.761294,19226.48,0.657412,22264.58,0.623828,23463.18,90
63,18583026,18583125,100,19445,1.271944,15287.62,0.735565,26435.48,0.617125,31509.04,0.593518,32762.29,95
