batch_idx,start_block,end_block,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,16774645,16774744,100,13679,0.655250,20876.00,0.517710,26422.10,0.394980,34632.11,0.301194,45415.98,26
1,16774745,16774844,100,14553,0.654409,22238.40,0.453383,32098.69,0.373315,38983.14,0.300338,48455.44,25
2,16774845,16774944,100,13931,0.626253,22245.01,0.431825,32260.78,0.358881,38817.90,0.291943,47718.22,32
3,16774945,16775044,100,13901,0.660947,21031.93,0.517590,26857.14,0.400693,34692.40,0.355143,39141.98,24
4,16775045,16775144,100,14066,0.675174,20833.13,0.521458,26974.37,0.428509,32825.45,0.321509,43749.90,20
5,16775145,16775244,100,13375,0.628370,21285.23,0.449321,29767.11,0.372813,35875.93,0.301729,44327.88,33
6,16775245,16775344,100,14060,0.702081,20026.18,0.528590,26599.04,0.415866,33809.00,0.300282,46822.64,34
7,16775345,16775444,100,13097,0.636708,20569.85,0.481445,27203.55,0.374025,35016.35,0.297622,44005.44,32
8,16775445,16775544,100,13416,0.652121,20572.86,0.430430,31168.83,0.367412,36514.84,0.301911,44436.98,29
9,16775545,16775644,100,14084,0.651827,21606.96,0.467130,30150.05,0.379225,37138.93,0.299990,46948.30,38
10,16775645,16775744,100,14225,0.642869,22127.38,0.478045,29756.60,0.385299,36919.36,0.290717,48930.73,25
11,16775745,16775844,100,14412,0.635964,22661.66,0.480880,29970.06,0.383170,37612.50,0.294702,48903.65,29
12,16775845,16775944,100,13180,0.660547,19953.16,0.485864,27126.91,0.374791,35166.29,0.277803,47443.73,22
13,16775945,16776044,100,14450,0.663602,21775.11,0.445810,32412.89,0.375703,38461.26,0.287620,50239.86,26
14,16776045,16776144,100,14110,0.772271,18270.78,0.675582,20885.70,0.433378,32558.18,0.326560,43207.96,31
15,16776145,16776244,100,13388,0.676116,19801.35,0.485754,27561.29,0.398516,33594.65,0.314928,42511.26,25
16,16776245,16776344,100,14314,0.717431,19951.73,0.576895,24812.15,0.423017,33837.89,0.314960,45447.07,25
17,16776345,16776444,100,14382,0.672563,21383.88,0.495647,29016.63,0.397856,36148.78,0.313847,45824.95,16
18,16776445,16776544,100,14191,0.725614,19557.22,0.570825,24860.49,0.444011,31960.92,0.342118,41479.83,45
19,16776545,16776644,100,14870,0.791047,18797.87,0.633528,23471.73,0.501528,29649.37,0.412507,36047.84,47
20,16776645,16776744,100,14874,0.750328,19823.33,0.576860,25784.42,0.467805,31795.27,0.449820,33066.57,52
21,16776745,16776844,100,15018,0.696142,21573.18,0.539392,27842.44,0.424424,35384.41,0.336910,44575.66,24
