batch_idx,start_block,end_block,num_blocks,num_txs,seq_time_s,seq_tput,par_time_s,par_tput,graph_time_s,graph_tput,integrated_time_s,integrated_tput,num_integrated_groups
0,16774645,16774744,100,13679,0.657503,20804.47,0.477096,28671.37,0.458707,29820.77,0.353915,38650.53,19
1,16774745,16774844,100,14553,0.642739,22642.16,0.424279,34300.51,0.428282,33979.94,0.335787,43339.98,20
2,16774845,16774944,100,13931,0.611136,22795.24,0.394360,35325.61,0.404332,34454.37,0.323576,43053.27,22
3,16774945,16775044,100,13901,0.659466,21079.18,0.464587,29921.21,0.460518,30185.60,0.325884,42656.32,16
4,16775045,16775144,100,14066,0.675680,20817.55,0.479681,29323.62,0.483580,29087.25,0.356318,39475.92,23
5,16775145,16775244,100,13375,0.622619,21481.85,0.419007,31920.73,0.424803,31485.21,0.333948,40051.09,19
6,16775245,16775344,100,14060,0.735712,19110.74,0.489649,28714.46,0.490362,28672.70,0.334195,42071.31,23
7,16775345,16775444,100,13097,0.625774,20929.29,0.423524,30923.89,0.432031,30314.96,0.321063,40792.66,25
8,16775445,16775544,100,13416,0.652551,20559.32,0.395736,33901.35,0.421850,31802.76,0.340775,39369.10,19
9,16775545,16775644,100,14084,0.654379,21522.69,0.422410,33342.02,0.436799,32243.69,0.335055,42034.85,23
10,16775645,16775744,100,14225,0.641102,22188.35,0.452000,31471.27,0.446724,31842.95,0.314317,45256.79,17
11,16775745,16775844,100,14412,0.634650,22708.56,0.445804,32328.13,0.431336,33412.48,0.335639,42939.05,19
12,16775845,16775944,100,13180,0.633819,20794.57,0.434071,30363.70,0.432936,30443.33,0.316344,41663.52,16
13,16775945,16776044,100,14450,0.662659,21806.08,0.415430,34783.25,0.430507,33565.04,0.326071,44315.45,25
14,16776045,16776144,100,14110,0.772990,18253.79,0.628851,22437.75,0.511027,27611.08,0.343747,41047.59,20
15,16776145,16776244,100,13388,0.666570,20084.91,0.453536,29519.14,0.439008,30496.03,0.353960,37823.50,19
16,16776245,16776344,100,14314,0.716739,19971.01,0.529616,27027.14,0.479733,29837.43,0.397308,36027.43,19
17,16776345,16776444,100,14382,0.665599,21607.60,0.446037,32243.96,0.457414,31441.99,0.371309,38733.20,21
18,16776445,16776544,100,14191,0.719961,19710.79,0.522028,27184.36,0.524080,27077.94,0.421981,33629.50,27
19,16776545,16776644,100,14870,0.794767,18709.89,0.578115,25721.51,0.599372,24809.29,0.433311,34317.12,33
20,16776645,16776744,100,14874,0.742335,20036.77,0.536499,27724.19,0.553760,26860.00,0.399546,37227.24,24
21,16776745,16776844,100,15018,0.676312,22205.74,0.494060,30397.10,0.504462,29770.32,0.366487,40978.25,23
22,16776845,16776944,100,16167,0.688198,23491.80,0.444011,36411.29,0.494276,32708.44,0.392152,41226.32,25
23,16776945,16777044,100,15610,0.696982,22396.55,0.487052,32049.96,0.474936,32867.57,0.363860,42901.08,19
24,16777045,16777144,100,15393,0.719763,21386.20,0.498099,30903.48,0.506131,30413.09,0.417365,36881.36,28
25,16777145,16777244,100,15575,0.820430,18983.95,0.491288,31702.38,0.541687,28752.75,0.480754,32397.05,46
26,16777245,16777344,100,15004,0.778228,19279.69,0.491721,30513.22,0.519815,28864.11,0.452543,33154.83,34
27,16777345,16777444,100,15907,0.782217,20335.79,0.504873,31506.92,0.509483,31221.87,0.395436,40226.45,23
28,16777445,16777544,100,17133,0.695760,24624.87,0.454028,37735.54,0.447711,38267.98,0.355824,48150.27,30
29,16777545,16777644,100,15750,0.712058,22118.97,0.467446,33693.72,0.485132,32465.39,0.412635,38169.35,35
30,16777645,16777744,100,16020,0.699734,22894.42,0.426181,37589.67,0.442944,36167.08,0.356101,44987.25,30
31,16777745,16777844,100,17300,0.597445,28956.62,0.467166,37031.77,0.487809,35464.73,0.409267,42270.67,46
32,16777845,16777944,100,15673,0.634166,24714.33,0.362551,43229.77,0.371658,42170.50,0.308816,50751.95,20
33,16777945,16778044,100,14808,0.575143,25746.64,0.342935,43180.25,0.360950,41025.02,0.298990,49526.81,20
34,16778045,16778144,100,17223,0.639623,26926.80,0.416839,41318.13,0.435700,39529.53,0.335130,51392.05,32
35,16778145,16778244,100,14729,0.624503,23585.16,0.402197,36621.38,0.414606,35525.30,0.340311,43281.05,18
36,16778245,16778344,100,14230,0.628933,22625.61,0.420732,33821.99,0.411089,34615.37,0.313569,45380.72,22
37,16778345,16778444,100,14563,0.614040,23716.68,0.439455,33138.75,0.428653,33973.84,0.313409,46466.37,21
38,16778445,16778544,100,14766,0.632229,23355.46,0.433859,34034.09,0.440125,33549.58,0.353992,41712.75,25
39,16778545,16778644,100,15804,0.635517,24867.95,0.418754,37740.50,0.430665,36696.69,0.336540,46960.25,24
40,16778645,16778744,100,16064,0.658999,24376.35,0.434413,36978.67,0.448634,35806.51,0.359476,44687.26,30
41,16778745,16778844,100,15896,0.651918,24383.44,0.460212,34540.62,0.481084,33042.08,0.382372,41572.03,36
42,16778845,16778944,100,14379,0.692389,20767.22,0.470497,30561.29,0.477540,30110.54,0.416703,34506.62,18
